Ticker,Ticker_name,Exposure,Date,mtd_pct_change
ESS,"ESSEX PROPERTY TRUST, INC.",Real Estate,2026-06-03,0.0189
EXR,EXTRA SPACE STORAGE INC.,Real Estate,2026-06-03,-0.0088
FRT,FEDERAL REALTY INVESTMENT TRUST,Real Estate,2026-06-03,-0.0018
HST,"HOST HOTELS & RESORTS, INC.",Real Estate,2026-06-03,0.0379
INVH,INVITATION HOMES INC.,Real Estate,2026-06-03,-0.0092
IRM,IRON MOUNTAIN INC.,Real Estate,2026-06-03,-0.0023
KIM,KIMCO REALTY .,Real Estate,2026-06-03,-0.0129
MAA,"MID-AMERICA APARTMENT COMMUNITIES, INC.",Real Estate,2026-06-03,0.0269
O,REALTY INCOME ,Real Estate,2026-06-03,-0.0255
PLD,"PROLOGIS, INC.",Real Estate,2026-06-03,-0.0115
PSA,PUBLIC STORAGE.,Real Estate,2026-06-03,-0.0057
REG,REGENCY CENTERS ,Real Estate,2026-06-03,-0.0134
SBAC,SBA COMMUNICATIONS ,Real Estate,2026-06-03,-0.0324
SPG,"SIMON PROPERTY GROUP, INC.",Real Estate,2026-06-03,-0.0066
UDR,"UDR, INC.",Real Estate,2026-06-03,0.0192
VICI,VICI PROPERTIES INC.,Real Estate,2026-06-03,-0.0333
VTR,"VENTAS, INC.",Real Estate,2026-06-03,-0.0637
WELL,WELLTOWER INC.,Real Estate,2026-06-03,-0.028
WY,WEYERHAEUSER COMPANY,Real Estate,2026-06-03,-0.0016
DXY,US DOLLAR INDEX,USD,2026-06-03,0.0055
AEE,AMEREN ,Utilities,2026-06-03,-0.0161
AEP,"AMERICAN ELECTRIC POWER COMPANY, INC.",Utilities,2026-06-03,-0.0028
AES,THE AES ,Utilities,2026-06-03,0.0027
ATO,ATMOS ENERGY ,Utilities,2026-06-03,-0.0049
AWK,"AMERICAN WATER WORKS COMPANY, INC.",Utilities,2026-06-03,0.0044
CEG,CONSTELLATION ENERGY,Utilities,2026-06-03,-0.0713
CMS,CMS ENERGY ,Utilities,2026-06-03,-0.0324
CNP,"CENTERPOINT ENERGY, INC.",Utilities,2026-06-03,-0.017
D,"DOMINION ENERGY, INC.",Utilities,2026-06-03,-0.0221
DTE,DTE ENERGY COMPANY,Utilities,2026-06-03,-0.0074
DUK,DUKE ENERGY ,Utilities,2026-06-03,-0.0138
ED,"CONSOLIDATED EDISON, INC.",Utilities,2026-06-03,-0.0204
EIX,EDISON INTERNATIONAL,Utilities,2026-06-03,0.0132
ES,EVERSOURCE ENERGY,Utilities,2026-06-03,-0.0013
ETR,ENTERGY ,Utilities,2026-06-03,-0.0036
EVRG,"EVERGY, INC.",Utilities,2026-06-03,-0.0118
EXC,EXELON ,Utilities,2026-06-03,-0.0123
FE,FIRSTENERGY CORP.,Utilities,2026-06-03,-0.0183
LNT,ALLIANT ENERGY ,Utilities,2026-06-03,-0.0115
NEE,"NEXTERA ENERGY, INC.",Utilities,2026-06-03,-0.0279
NI,NISOURCE INC.,Utilities,2026-06-03,-0.0149
NRG,"NRG ENERGY, INC.",Utilities,2026-06-03,-0.0024
PCG,PG&E ,Utilities,2026-06-03,0.0312
PEG,PUBLIC SERVICE ENTERPRISE GROUP INC.,Utilities,2026-06-03,-0.0114
PNW,PINNACLE WEST CAPITAL ,Utilities,2026-06-03,-0.0035
PPL,PPL ,Utilities,2026-06-03,-0.0105
SO,THE SOUTHERN COMPANY,Utilities,2026-06-03,-0.0169
SRE,SEMPRA,Utilities,2026-06-03,0.0045
VST,VISTRA CORP.,Utilities,2026-06-03,-0.0401
WEC,"WEC ENERGY GROUP, INC.",Utilities,2026-06-03,-0.009
XEL,XCEL ENERGY INC.,Utilities,2026-06-03,-0.0265
FVX,5 YR TSY YLD NDX,Yields,2026-06-03,0.0145
TNX,10 Y TSY YLD NDX,Yields,2026-06-03,0.009
TYX,30 Y TSY YLD NDX,Yields,2026-06-03,0.0
ASC,ARDMORE SHIPPING ,,2026-06-03,-0.0068
BTC=F,BITCOIN FUTURES,,2026-06-03,-0.1266
BTI,BRITISH AMERICAN TOBACCO P.L.C.,,2026-06-03,-0.0513
BTU,PEABODY ENERGY ,,2026-06-03,0.1131
CALM,"CAL-MAINE FOODS, INC.",,2026-06-03,0.0084
CANE,TEUCRIUM:SUGAR,,2026-06-03,0.0126
CCJ,CAMECO ,,2026-06-03,0.0165
CMBT,CMB.TECH NV,,2026-06-03,-0.0427
CMRE,COSTAMARE INC.,,2026-06-03,0.0039
CNR,"CORE NATURAL RESOURCES, INC.",,2026-06-03,0.0903
COMT,ISHARES:GSCI COMM DYN RS,,2026-06-03,0.033
CORN,TEUCRIUM:CORN,,2026-06-03,-0.0257
CPER,UNITED STATES COPPER IDX,,2026-06-03,0.0144
CRESY,CRESUD INC.,,2026-06-03,-0.063
DBA,INVESCO DB MS AGRI,,2026-06-03,-0.0143
DBB,INVESCO DB MS BMTL,,2026-06-03,0.0092
DBC,INVESCO DB CM IDX,,2026-06-03,0.0275
DHT,"DHT HOLDINGS, INC.",,2026-06-03,0.0043
DIA,SPDR DOW JONES INDUS AVG,,2026-06-03,-0.0049
DJI,DOW JONES INDUSTRIAL AVG INDEX,,2026-06-03,-0.0068
EC,ECOPETROL SA,,2026-06-03,0.0664
ECH,ISHARES:MSCI CHILE,,2026-06-03,-0.0491
EDEN,ISHARES:MSCI DENMARK,,2026-06-03,-0.0315
EFNL,ISHARES:MSCI FINLAND,,2026-06-03,0.0187
EIDO,ISHARES:MSCI INDONESIA,,2026-06-03,-0.0425
EIRL,ISHARES:MSCI IRELAND,,2026-06-03,0.0037
EIS,ISHARES:MSCI ISRAEL,,2026-06-03,-0.0556
ENZL,ISHARES:MSCI NEW ZLND,,2026-06-03,-0.037
EPHE,ISHARES:MSCI PHILIPPINES,,2026-06-03,0.0327
EPOL,ISHARES:MSCI POLAND,,2026-06-03,-0.0133
EPU,ISHARES:MSCI PERU,,2026-06-03,-0.0211
ES=F,E-MINI S&P 500 FUTURES,,2026-06-03,-0.0078
EWA,ISHARES:MSCI AUSTRALIA,,2026-06-03,-0.0038
EWC,ISHARES:MSCI CANADA,,2026-06-03,-0.0029
EWD,ISHARES:MSCI SWEDEN,,2026-06-03,-0.0209
EWG,ISHARES:MSCI GERMANY,,2026-06-03,-0.0152
EWH,ISHARES:MSCI HONG KONG,,2026-06-03,-0.013
EWI,ISHARES:MSCI ITALY,,2026-06-03,-0.0145
EWJ,ISHARES:MSCI JAPAN,,2026-06-03,0.0105
EWK,ISHARES:MSCI BELGIUM,,2026-06-03,-0.0167
EWL,ISHARES:MSCI SWITZERLAND,,2026-06-03,-0.0353
EWM,ISHARES:MSCI MALAYSIA,,2026-06-03,-0.0189
EWN,ISHARES:MSCI NETHERLANDS,,2026-06-03,0.0046
EWO,ISHARES:MSCI AUSTRIA,,2026-06-03,-0.0138
EWP,ISHARES:MSCI SPAIN,,2026-06-03,-0.018
EWQ,ISHARES:MSCI FRANCE,,2026-06-03,-0.0096
EWS,ISHARES:MSCI SINGAPORE,,2026-06-03,0.0095
EWT,ISHARES:MSCI TAIWAN,,2026-06-03,0.0401
EWU,ISHARES:MSCI UK,,2026-06-03,-0.0109
EWW,ISHARES:MSCI MEXICO,,2026-06-03,-0.0045
EWY,ISHARES:MSCI S KOREA,,2026-06-03,0.0346
EWZ,ISHARES:MSCI BRAZIL,,2026-06-03,-0.0354
FRO,FRONTLINE PLC,,2026-06-03,-0.0061
FTI,TECHNIPFMC PLC,,2026-06-03,-0.007
FXA,INVESCO:AU DOLLAR,,2026-06-03,-0.009
FXB,INVESCO:GBP STERLING,,2026-06-03,-0.0049
FXC,INVESCO:CANADIAN DOLLAR,,2026-06-03,-0.0078
FXE,INVESCO:EURO,,2026-06-03,-0.007
FXY,INVESCO:JAPANESE YEN,,2026-06-03,-0.0049
GDX,VANECK:GOLD MINERS,,2026-06-03,-0.0502
GDXJ,VANECK:JR GOLD MINERS,,2026-06-03,-0.0705
GEOS,GEOSPACE TECHNOLOGIES ,,2026-06-03,0.0398
GGB,GERDAU SA,,2026-06-03,0.0556
GLATF,GLOBAL ATOMIC ,,2026-06-03,0.0
GNK,GENCO SHIPPING & TRADING LIMITED,,2026-06-03,-0.0029
GREK,GLBL X MSCI GREECE,,2026-06-03,-0.0137
HLX,"HELIX ENERGY SOLUTIONS GROUP, INC.",,2026-06-03,0.0203
HYD,VANECK:HIGH YIELD MUNI,,2026-06-03,-0.0019
ICL,ICL GROUP LTD,,2026-06-03,-0.0783
INDA,ISHARES:MSCI INDIA,,2026-06-03,-0.0247
IWD,ISHARES:RUSS 1000 VL ETF,,2026-06-03,0.0056
IWF,ISHARES:RUSS 1000 GR ETF,,2026-06-03,-0.0095
IWM,ISHARES:RUSS 2000 ETF,,2026-06-03,-0.0095
JNK,SPDR BBG HIGH YIELD BD,,2026-06-03,-0.008
MCHI,ISHARES:MSCI CHINA,,2026-06-03,0.016
MDY,SPDR S&P MIDCAP 400 ETF,,2026-06-03,0.0072
MP,MP MATERIALS CORP,,2026-06-03,0.0595
MTUM,ISHARES:MSCI USA MOM FCT,,2026-06-03,0.0433
MUB,ISHARES:NATL MUNI BOND,,2026-06-03,-0.0015
NDX,NASDAQ 100 INDEX,,2026-06-03,0.0078
NORW,GLBL X MSCI NORWAY ETF,,2026-06-03,-0.0029
NOV,NOV INC.,,2026-06-03,0.0431
NQ=F,NASDAQ 100 FUTURES,,2026-06-03,0.0001
OEF,ISHARES:S&P 100,,2026-06-03,-0.0074
PAM,PAMPA ENERGIA SA,,2026-06-03,-0.0129
PBR,BRAZILIAN PETROLEUM  - PETROBRAS,,2026-06-03,-0.0309
PFF,ISHARES:PREF AND INC SEC,,2026-06-03,-0.0105
POWA,INVESCO BLOOMBERG PRICING POWER,,2026-06-03,-0.002
PPLT,ABRDN:PHYSICAL PLATINUM,,2026-06-03,-0.0327
QAT,ISHARES:MSCI QATAR,,2026-06-03,-0.0255
QQQ,INVESCO QQQ TRUST 1,,2026-06-03,0.008
QUAL,ISHARES:MSCI USA QF,,2026-06-03,0.0006
RIG,TRANSOCEAN LTD,,2026-06-03,-0.0016
ROKU,"ROKU, INC.",,2026-06-03,-0.0613
RSP,INVESCO S&P500 EWGHT,,2026-06-03,0.002
RUT,RUSSELL 2000 INDEX,,2026-06-03,-0.0088
SBLK,STAR BULK CARRIERS CORP.,,2026-06-03,-0.0029
SCHP,SCHWAB STR:US TIPS,,2026-06-03,-0.0089
SD,"SANDRIDGE ENERGY, INC.",,2026-06-03,0.047
SDY,SPDR S&P DIVIDEND,,2026-06-03,-0.004
SILJ,ETFMG PRIME JR SILVR MNR,,2026-06-03,-0.0456
SLV,ISHARES:SILVER TRUST,,2026-06-03,-0.031
SM,SM ENERGY COMPANY,,2026-06-03,0.1166
SMH,VANECK:SEMICONDUCTOR,,2026-06-03,0.0651
SOYB,TEUCRIUM:SOYBEAN,,2026-06-03,-0.0187
SPHB,INVESCO S&P500 HI BE,,2026-06-03,0.0142
SPLV,INVESCO S&P500 LOWVL,,2026-06-03,-0.0071
SPX,S&P 500 INDEX,,2026-06-03,-0.0035
SPY,SPDR S&P 500 ETF,,2026-06-03,-0.003
STLA,STELLANTIS NV,,2026-06-03,-0.0789
STNG,SCORPIO TANKERS INC.,,2026-06-03,0.014
TAGS,TEUCRIUM:AGRICULTURAL,,2026-06-03,-0.0138
TDW,TIDEWATER INC.,,2026-06-03,0.0069
TECK,TECK RESOURCES LIMITED,,2026-06-03,0.0162
THD,ISHARES:MSCI THAI,,2026-06-03,0.0086
TS,TENARIS SA,,2026-06-03,0.0507
TUR,ISHARES:MSCI TURKEY,,2026-06-03,0.0254
URA,GLBL X URANIUM ETF,,2026-06-03,-0.0073
URNM,SPROTT URANIUM MINERS,,2026-06-03,0.0029
UUP,INVESCO DB USD IDX BL,,2026-06-03,0.0072
VAL,VALARIS LIMITED,,2026-06-03,-0.0062
VIX,CBOE MKT VOLATILITY IDX,,2026-06-03,0.0483
VNM,VANECK:VIETNAM,,2026-06-03,-0.0364
VXN,CBOE NASDAQ MKT VOL NDX,,2026-06-03,0.0558
WEAT,TEUCRIUM:WHEAT,,2026-06-03,-0.0304
XES,SPDR S&P OIL&GAS E&S,,2026-06-03,0.0225
XLB,SEL SECTOR:MATRLS SPDR,,2026-06-03,0.0094
XLC,SEL SECTOR:COMM SVC SPDR,,2026-06-03,-0.0312
XLE,SEL SECTOR:ENERGY SPDR,,2026-06-03,0.043
XLF,SEL SECTOR:FINL S SPDR,,2026-06-03,-0.0138
XLI,SEL SECTOR:INDUST SPDR,,2026-06-03,0.0053
XLK,SEL SECTOR:TECH SPDR,,2026-06-03,0.0273
XLP,SEL SECTOR:C STP SPDR,,2026-06-03,-0.009
XLRE,SEL SECTOR:RL EST SPDR,,2026-06-03,-0.0109
XLU,SEL SECTOR:UTIL SPDR,,2026-06-03,-0.016
XLV,SEL SECTOR:H CARE SPDR,,2026-06-03,-0.0128
XLY,SEL SECTOR:C DSC SPDR,,2026-06-03,-0.0343
XOP,SPDR S&P OIL&GAS EXP,,2026-06-03,0.0435
