Date,Ticker,Ticker_name,Exposure,Category,Sharpe_Rank_qtd_change,current_Sharpe_Rank,previous_Sharpe_Rank
2026-08-25,GPC,GENUINE PARTS COMPANY,Consumer Discretionary,Consumer Discretionary,-26.2,72.8,99.0
2026-08-25,GPN,GLOBAL PAYMENTS INC.,Financials,Financials,34.6,74.0,39.4
2026-08-25,GREK,GLBL X MSCI GREECE,,Foreign,60.8,99.4,38.6
2026-08-25,GRMN,GARMIN LTD,Consumer Discretionary,Consumer Discretionary,27.1,65.7,38.6
2026-08-25,GS,"THE GOLDMAN SACHS GROUP, INC.",Financials,Financials,28.0,43.8,15.8
2026-08-25,GWW,"W.W. GRAINGER, INC.",Industrials,Industrials,-81.3,8.1,89.4
2026-08-25,HAL,HALLIBURTON COMPANY,Energy,Energy,67.0,69.6,2.6
2026-08-25,HAS,"HASBRO, INC.",Consumer Discretionary,Consumer Discretionary,18.1,43.5,25.4
2026-08-25,HBAN,HUNTINGTON BANCSHARES INC.,Financials,Financials,-53.9,33.1,87.0
2026-08-25,HCA,"HCA HEALTHCARE, INC.",Health Care,Health Care,-15.2,51.4,66.6
2026-08-25,HD,"THE HOME DEPOT, INC.",Consumer Discretionary,Consumer Discretionary,-49.2,45.4,94.6
2026-08-25,HIG,THE HARTFORD FINANCIAL SERVICES GROUP,Financials,Financials,-50.8,23.2,74.0
2026-08-25,HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Industrials,Industrials,11.3,34.7,23.4
2026-08-25,HLT,HILTON WORLDWIDE HOLDINGS INC.,Consumer Discretionary,Consumer Discretionary,26.8,53.4,26.6
2026-08-25,HLX,"HELIX ENERGY SOLUTIONS GROUP, INC.",,MR Discretion,66.2,72.4,6.2
2026-08-25,HON,HONEYWELL INTERNATIONAL INC.,Industrials,Industrials,-37.6,1.4,39.0
2026-08-25,HOOD,"ROBINHOOD MARKETS, INC.",Financials,Financials,17.7,85.9,68.2
2026-08-25,HPE,HEWLETT PACKARD ENTERPRISE COMPANY,Information Technology,Information Technology,38.3,65.3,27.0
2026-08-25,HPQ,HP INC.,Information Technology,Information Technology,52.9,58.9,6.0
2026-08-25,HRL,HORMEL FOODS ,Consumer Staples,Consumer Staples,-77.2,4.6,81.8
2026-08-25,HSIC,"HENRY SCHEIN, INC.",Health Care,Health Care,-16.2,75.6,91.8
2026-08-25,HST,"HOST HOTELS & RESORTS, INC.",Real Estate,Real Estate,-34.4,3.0,37.4
2026-08-25,HSY,THE HERSHEY COMPANY,Consumer Staples,Consumer Staples,31.9,60.5,28.6
2026-08-25,HUBB,HUBBELL INC.,Industrials,Industrials,-53.6,28.6,82.2
2026-08-25,HUM,HUMANA INC.,Health Care,Health Care,-34.4,45.4,79.8
2026-08-25,HWM,HOWMET AEROSPACE INC.,Industrials,Industrials,-46.5,8.1,54.6
2026-08-25,HYD,VANECK:HIGH YIELD MUNI,,Bonds,-22.7,40.7,63.4
2026-08-25,HYG,ISHARES:IBOXX $HY CORP,Bonds,Bonds,30.5,89.5,59.0
2026-08-25,IBKR,"INTERACTIVE BROKERS GROUP, INC.",Financials,Financials,42.7,67.3,24.6
2026-08-25,IBM,INTERNATIONAL BUSINESS MACHINES ,Information Technology,Information Technology,41.1,62.9,21.8
2026-08-25,ICE,"INTERCONTINENTAL EXCHANGE, INC.",Financials,Financials,76.8,81.0,4.2
2026-08-25,ICL,ICL GROUP LTD,,MR Discretion,82.9,84.3,1.4
2026-08-25,IDXX,"IDEXX LABORATORIES, INC.",Health Care,Health Care,9.8,26.4,16.6
2026-08-25,IEF,ISHARES:7-10 TRS BD ETF,Bonds,Bonds,-8.1,59.3,67.4
2026-08-25,IEX,IDEX ,Industrials,Industrials,-44.8,44.2,89.0
2026-08-25,IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC.,Materials,Materials,-3.4,77.2,80.6
2026-08-25,INCY,INCYTE ,Health Care,Health Care,-52.1,33.1,85.2
2026-08-25,INDA,ISHARES:MSCI INDIA,,Foreign,-8.6,77.6,86.2
2026-08-25,INTC,INTEL ,Information Technology,Information Technology,-30.7,35.1,65.8
2026-08-25,INTU,INTUIT INC.,Information Technology,Information Technology,76.9,87.1,10.2
2026-08-25,INVH,INVITATION HOMES INC.,Real Estate,Real Estate,-21.7,63.3,85.0
2026-08-25,IP,INTERNATIONAL PAPER COMPANY,Materials,Materials,-55.4,26.8,82.2
2026-08-25,IQV,IQVIA HOLDINGS INC,Health Care,Health Care,4.0,51.0,47.0
2026-08-25,IR,INGERSOLL RAND INC.,Industrials,Industrials,-84.5,14.9,99.4
2026-08-25,IRM,IRON MOUNTAIN INC.,Real Estate,Real Estate,-18.6,26.0,44.6
2026-08-25,ISRG,"INTUITIVE SURGICAL, INC.",Health Care,Health Care,24.0,77.0,53.0
2026-08-25,IT,"GARTNER, INC.",Information Technology,Information Technology,80.1,87.5,7.4
2026-08-25,ITW,ILLINOIS TOOL WORKS INC.,Industrials,Industrials,-69.8,25.6,95.4
2026-08-25,IVZ,INVESCO LTD.,Financials,Financials,62.4,80.4,18.0
2026-08-25,IWD,ISHARES:RUSS 1000 VL ETF,,Sector & Style ETFs,23.5,60.1,36.6
2026-08-25,IWF,ISHARES:RUSS 1000 GR ETF,,Sector & Style ETFs,55.4,75.6,20.2
2026-08-25,IWM,ISHARES:RUSS 2000 ETF,,Sector & Style ETFs,-6.4,48.2,54.6
2026-08-25,J,JACOBS SOLUTIONS INC.,Industrials,Industrials,23.8,81.2,57.4
2026-08-25,JBHT,"J. B. HUNT TRANSPORT SERVICES, INC.",Industrials,Industrials,-26.1,13.7,39.8
2026-08-25,JBL,JABIL INC.,Information Technology,Information Technology,-18.3,40.7,59.0
2026-08-25,JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,Industrials,-28.3,41.5,69.8
2026-08-25,JKHY,"JACK HENRY & ASSOCIATES, INC.",Financials,Financials,16.0,76.2,60.2
2026-08-25,JNJ,JOHNSON & JOHNSON,Health Care,Health Care,-37.5,43.5,81.0
2026-08-25,JNK,SPDR BBG HIGH YIELD BD,,Bonds,26.9,85.9,59.0
2026-08-25,JPM,JPMORGAN CHASE & CO.,Financials,Financials,-57.1,37.9,95.0
2026-08-25,KDP,KEURIG DR PEPPER INC.,Consumer Staples,Consumer Staples,-26.5,57.3,83.8
2026-08-25,KEY,KEYCORP,Financials,Financials,-62.6,19.2,81.8
2026-08-25,KEYS,"KEYSIGHT TECHNOLOGIES, INC.",Information Technology,Information Technology,-1.1,40.3,41.4
2026-08-25,KHC,THE KRAFT HEINZ COMPANY,Consumer Staples,Consumer Staples,-41.8,19.2,61.0
2026-08-25,KIM,KIMCO REALTY .,Real Estate,Real Estate,-79.6,0.2,79.8
2026-08-25,KKR,KKR & CO. INC.,Financials,Financials,18.6,68.8,50.2
2026-08-25,KLAC,KLA ,Information Technology,Information Technology,-65.0,21.6,86.6
2026-08-25,KMB,KIMBERLY-CLARK ,Consumer Staples,Consumer Staples,-44.8,49.8,94.6
2026-08-25,KMI,"KINDER MORGAN, INC.",Energy,Energy,-41.8,27.6,69.4
2026-08-25,KO,THE COCA-COLA COMPANY,Consumer Staples,Consumer Staples,-0.1,68.1,68.2
2026-08-25,KR,THE KROGER CO.,Consumer Staples,Consumer Staples,42.3,59.7,17.4
2026-08-25,KVUE,KENVUE INC.,Consumer Staples,Consumer Staples,-60.3,31.5,91.8
2026-08-25,L,LOEWS ,Financials,Financials,-94.8,0.2,95.0
2026-08-25,LDOS,"LEIDOS HOLDINGS, INC.",Industrials,Industrials,83.7,86.7,3.0
2026-08-25,LEN,LENNAR ,Consumer Discretionary,Consumer Discretionary,6.8,55.0,48.2
2026-08-25,LH,LABORATORY  OF AMERICA HOLDINGS,Health Care,Health Care,-14.2,81.2,95.4
2026-08-25,LHX,"L3HARRIS TECHNOLOGIES, INC.",Industrials,Industrials,-11.2,5.8,17.0
2026-08-25,LII,LENNOX INTERNATIONAL INC.,Industrials,Industrials,-89.2,5.4,94.6
2026-08-25,LIN,LINDE PUBLIC LIMITED COMPANY,Materials,Materials,-53.4,24.4,77.8
2026-08-25,LITE,LUMENTUM HOLDINGS INC.,Information Technology,Information Technology,55.1,62.9,7.8
2026-08-25,LLY,ELI LILLY AND COMPANY,Health Care,Health Care,-37.5,39.5,77.0
2026-08-25,LMT,LOCKHEED MARTIN ,Industrials,Industrials,-18.2,28.0,46.2
2026-08-25,LNT,ALLIANT ENERGY ,Utilities,Utilities,-93.6,3.4,97.0
2026-08-25,LOW,"LOWE'S COMPANIES, INC.",Consumer Discretionary,Consumer Discretionary,-27.4,45.4,72.8
2026-08-25,LQD,ISHARES:IBOXX $IG CORP,Bonds,Bonds,9.5,58.9,49.4
2026-08-25,LRCX,LAM RESEARCH ,Information Technology,Information Technology,-19.2,51.4,70.6
2026-08-25,LULU,LULULEMON ATHLETICA INC.,Consumer Discretionary,Consumer Discretionary,25.6,54.2,28.6
2026-08-25,LUV,SOUTHWEST AIRLINES CO.,Industrials,Industrials,-77.7,10.9,88.6
2026-08-25,LVS,LAS VEGAS SANDS CORP.,Consumer Discretionary,Consumer Discretionary,45.6,47.4,1.8
2026-08-25,LYB,LYONDELLBASELL INDUSTRIES NV,Materials,Materials,63.5,63.7,0.2
2026-08-25,LYV,"LIVE NATION ENTERTAINMENT, INC.",Communication Services,Communication Services,-27.2,55.8,83.0
2026-08-25,MA,MASTERCARD INC..,Financials,Financials,5.7,86.3,80.6
2026-08-25,MAA,"MID-AMERICA APARTMENT COMMUNITIES, INC.",Real Estate,Real Estate,-68.2,29.2,97.4
2026-08-25,MAR,"MARRIOTT INTERNATIONAL, INC.",Consumer Discretionary,Consumer Discretionary,-9.7,10.5,20.2
2026-08-25,MAS,MASCO ,Industrials,Industrials,-75.0,23.2,98.2
2026-08-25,MCD,MCDONALD'S ,Consumer Discretionary,Consumer Discretionary,1.5,41.1,39.6
2026-08-25,MCHI,ISHARES:MSCI CHINA,,Foreign,60.3,63.3,3.0
2026-08-25,MCHP,MICROCHIP TECHNOLOGY INC.,Information Technology,Information Technology,2.0,47.0,45.0
2026-08-25,MCK,MCKESSON ,Health Care,Health Care,-19.5,43.1,62.6
2026-08-25,MCO,MOODY'S ,Financials,Financials,59.7,88.7,29.0
2026-08-25,MDLZ,"MONDELEZ INTERNATIONAL, INC.",Consumer Staples,Consumer Staples,31.1,57.7,26.6
2026-08-25,MDT,MEDTRONIC PUBLIC LIMITED COMPANY,Health Care,Health Care,7.6,81.0,73.4
2026-08-25,MDY,SPDR S&P MIDCAP 400 ETF,,Sector & Style ETFs,-35.6,29.2,64.8
2026-08-25,MET,"METLIFE, INC.",Financials,Financials,-34.6,28.4,63.0
2026-08-25,META,"META PLATFORMS, INC.",Communication Services,Communication Services,13.6,49.8,36.2
2026-08-25,MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,Consumer Discretionary,-25.3,7.3,32.6
2026-08-25,MKC,"MCCORMICK & COMPANY, INC.",Consumer Staples,Consumer Staples,-7.1,84.7,91.8
2026-08-25,MLM,"MARTIN MARIETTA MATERIALS, INC.",Materials,Materials,-21.7,16.9,38.6
2026-08-25,MMM,3M COMPANY,Industrials,Industrials,-68.2,24.0,92.2
2026-08-25,MNST,MONSTER BEVERAGE ,Consumer Staples,Consumer Staples,-73.4,24.4,97.8
2026-08-25,MO,"ALTRIA GROUP, INC.",Consumer Staples,Consumer Staples,-49.9,17.9,67.8
2026-08-25,MOS,THE MOSAIC COMPANY,Materials,Materials,36.6,75.2,38.6
2026-08-25,MP,MP MATERIALS CORP,,MR Discretion,92.8,99.8,7.0
2026-08-25,MPC,MARATHON PETROLEUM ,Energy,Energy,41.4,70.8,29.4
2026-08-25,MPWR,"MONOLITHIC POWER SYSTEMS, INC.",Information Technology,Information Technology,26.5,43.1,16.6
2026-08-25,MRK,"MERCK & CO., INC.",Health Care,Health Care,0.9,84.7,83.8
2026-08-25,MRNA,"MODERNA, INC.",Health Care,Health Care,-34.1,64.9,99.0
2026-08-25,MRSH,"MARSH & MCLENNAN COMPANIES, INC.",Financials,Financials,-22.3,58.3,80.6
2026-08-25,MRVL,"MARVELL TECHNOLOGY, INC.",Information Technology,Information Technology,15.0,79.2,64.2
2026-08-25,MS,MORGAN STANLEY,Financials,Financials,19.7,41.1,21.4
2026-08-25,MSCI,MSCI INC.,Financials,Financials,21.8,23.6,1.8
2026-08-25,MSFT,MICROSOFT ,Information Technology,Information Technology,91.7,93.1,1.4
2026-08-25,MSI,"MOTOROLA SOLUTIONS, INC.",Information Technology,Information Technology,23.4,73.6,50.2
2026-08-25,MTB,M&T BANK ,Financials,Financials,-75.7,16.5,92.2
2026-08-25,MTD,METTLER-TOLEDO INTERNATIONAL INC.,Health Care,Health Care,-37.0,48.0,85.0
2026-08-25,MTUM,ISHARES:MSCI USA MOM FCT,,Sector & Style ETFs,-3.3,59.3,62.6
2026-08-25,MU,"MICRON TECHNOLOGY, INC.",Information Technology,Information Technology,11.9,41.3,29.4
2026-08-25,MUB,ISHARES:NATL MUNI BOND,,Bonds,-38.2,29.2,67.4
2026-08-25,NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD.,Consumer Discretionary,Consumer Discretionary,-69.3,11.7,81.0
2026-08-25,NDAQ,"NASDAQ, INC.",Financials,Financials,66.6,72.0,5.4
2026-08-25,NDSN,NORDSON ,Industrials,Industrials,1.0,77.2,76.2
2026-08-25,NDX,NASDAQ 100 INDEX,,Indices,50.2,76.4,26.2
2026-08-25,NEE,"NEXTERA ENERGY, INC.",Utilities,Utilities,-74.8,1.8,76.6
2026-08-25,NEM,NEWMONT ,Materials,Materials,93.2,99.8,6.6
2026-08-25,NFLX,"NETFLIX, INC.",Communication Services,Communication Services,91.2,96.6,5.4
2026-08-25,NI,NISOURCE INC.,Utilities,Utilities,-71.6,1.0,72.6
2026-08-25,NKE,"NIKE, INC.",Consumer Discretionary,Consumer Discretionary,5.8,26.8,21.0
2026-08-25,NOC,NORTHROP GRUMMAN ,Industrials,Industrials,13.6,46.6,33.0
2026-08-25,NORW,GLBL X MSCI NORWAY ETF,,Foreign,99.2,99.8,0.6
2026-08-25,NOV,NOV INC.,,MR Discretion,17.2,25.6,8.4
2026-08-25,NOW,"SERVICENOW, INC.",Information Technology,Information Technology,75.7,91.5,15.8
2026-08-25,NQ=F,NASDAQ 100 FUTURES,,Futures,45.4,77.6,32.2
2026-08-25,NRG,"NRG ENERGY, INC.",Utilities,Utilities,-61.8,28.8,90.6
2026-08-25,NSC,NORFOLK SOUTHERN ,Industrials,Industrials,11.5,68.1,56.6
2026-08-25,NTAP,"NETAPP, INC.",Information Technology,Information Technology,61.1,66.5,5.4
2026-08-25,NTRS,NORTHERN TRUST ,Financials,Financials,7.5,58.5,51.0
2026-08-25,NUE,NUCOR ,Materials,Materials,10.6,18.8,8.2
2026-08-25,NVDA,NVIDIA ,Information Technology,Information Technology,77.7,84.3,6.6
2026-08-25,NVR,"NVR, INC.",Consumer Discretionary,Consumer Discretionary,-42.8,51.8,94.6
2026-08-25,NWSA,NEWS CORP.,Communication Services,Communication Services,77.3,89.9,12.6
2026-08-25,NXPI,NXP SEMICONDUCTORS NV,Information Technology,Information Technology,-10.5,15.7,26.2
2026-08-25,O,REALTY INCOME ,Real Estate,Real Estate,-66.4,5.4,71.8
2026-08-25,ODFL,"OLD DOMINION FREIGHT LINE, INC.",Industrials,Industrials,-22.8,0.6,23.4
2026-08-25,OEF,ISHARES:S&P 100,,Sector & Style ETFs,63.4,74.8,11.4
2026-08-25,OKE,"ONEOK, INC.",Energy,Energy,1.9,64.1,62.2
2026-08-25,OMC,OMNICOM GROUP INC.,Communication Services,Communication Services,27.6,55.8,28.2
2026-08-25,ON,ON SEMICONDUCTOR ,Information Technology,Information Technology,-8.1,9.3,17.4
2026-08-25,ORCL,ORACLE ,Information Technology,Information Technology,92.8,94.6,1.8
2026-08-25,ORLY,"O'REILLY AUTOMOTIVE, INC.",Consumer Discretionary,Consumer Discretionary,-31.2,50.2,81.4
2026-08-25,OTIS,OTIS WORLDWIDE ,Industrials,Industrials,-53.0,27.6,80.6
2026-08-25,OXY,OCCIDENTAL PETROLEUM ,Energy,Energy,69.8,70.0,0.2
2026-08-25,PAM,PAMPA ENERGIA SA,,MR Discretion,-5.3,14.5,19.8
2026-08-25,PANW,"PALO ALTO NETWORKS, INC.",Information Technology,Information Technology,-18.8,49.4,68.2
2026-08-25,PAYX,"PAYCHEX, INC.",Industrials,Industrials,21.4,75.6,54.2
2026-08-25,PBR,BRAZILIAN PETROLEUM  - PETROBRAS,,MR Discretion,36.1,39.5,3.4
2026-08-25,PCAR,PACCAR INC,Industrials,Industrials,-67.3,12.1,79.4
2026-08-25,PCG,PG&E ,Utilities,Utilities,-2.1,68.5,70.6
2026-08-25,PEG,PUBLIC SERVICE ENTERPRISE GROUP INC.,Utilities,Utilities,-87.6,2.2,89.8
2026-08-25,PEP,"PEPSICO, INC.",Consumer Staples,Consumer Staples,29.2,56.2,27.0
2026-08-25,PFE,PFIZER INC.,Health Care,Health Care,88.0,98.6,10.6
2026-08-25,PFF,ISHARES:PREF AND INC SEC,,Bonds,56.4,70.2,13.8
2026-08-25,PFG,"PRINCIPAL FINANCIAL GROUP, INC.",Financials,Financials,-37.7,11.3,49.0
2026-08-25,PG,THE PROCTER & GAMBLE COMPANY,Consumer Staples,Consumer Staples,-53.8,28.8,82.6
2026-08-25,PGR,THE PROGRESSIVE ,Financials,Financials,-28.1,68.5,96.6
2026-08-25,PH,PARKER-HANNIFIN ,Industrials,Industrials,-63.1,36.3,99.4
2026-08-25,PHM,"PULTEGROUP, INC.",Consumer Discretionary,Consumer Discretionary,-63.1,33.5,96.6
2026-08-25,PKG,PACKAGING  OF AMERICA,Materials,Materials,-57.0,19.2,76.2
2026-08-25,PLD,"PROLOGIS, INC.",Real Estate,Real Estate,-4.5,11.7,16.2
2026-08-25,PLTR,PALANTIR TECHNOLOGIES INC.,Information Technology,Information Technology,87.3,87.5,0.2
2026-08-25,PM,PHILIP MORRIS INTERNATIONAL INC.,Consumer Staples,Consumer Staples,-41.8,31.2,73.0
2026-08-25,PNC,"THE PNC FINANCIAL SERVICES GROUP, INC.",Financials,Financials,-66.6,20.8,87.4
2026-08-25,PNR,PENTAIR PUBLIC LIMITED COMPANY,Industrials,Industrials,-64.8,30.2,95.0
2026-08-25,PNW,PINNACLE WEST CAPITAL ,Utilities,Utilities,-95.4,2.0,97.4
2026-08-25,PODD,INSULET ,Health Care,Health Care,-37.9,43.1,81.0
2026-08-25,POWA,INVESCO BLOOMBERG PRICING POWER,,Sector & Style ETFs,-7.9,36.3,44.2
2026-08-25,PPG,"PPG INDUSTRIES, INC.",Materials,Materials,-45.0,29.6,74.6
2026-08-25,PPL,PPL ,Utilities,Utilities,-57.0,22.0,79.0
2026-08-25,PPLT,ABRDN:PHYSICAL PLATINUM,,Commodities,85.7,87.5,1.8
2026-08-25,PRU,"PRUDENTIAL FINANCIAL, INC.",Financials,Financials,-66.2,22.4,88.6
2026-08-25,PSA,PUBLIC STORAGE.,Real Estate,Real Estate,-62.2,23.2,85.4
2026-08-25,PSKY,PARAMOUNT SKYDANCE ,Communication Services,Communication Services,75.6,99.8,24.2
2026-08-25,PSX,PHILLIPS 66,Energy,Energy,78.5,86.3,7.8
2026-08-25,PTC,PTC INC.,Information Technology,Information Technology,90.8,98.2,7.4
2026-08-25,PWR,"QUANTA SERVICES, INC.",Industrials,Industrials,-4.3,39.5,43.8
2026-08-25,PYPL,"PAYPAL HOLDINGS, INC.",Financials,Financials,26.4,78.4,52.0
2026-08-25,Q,"QNITY ELECTRONICS, INC.",Information Technology,Information Technology,-6.1,32.2,38.3
2026-08-25,QAT,ISHARES:MSCI QATAR,,Foreign,28.1,35.9,7.8
2026-08-25,QCOM,QUALCOMM INC.,Information Technology,Information Technology,28.0,51.0,23.0
2026-08-25,QQQ,INVESCO QQQ TRUST 1,,Sector & Style ETFs,50.2,76.4,26.2
2026-08-25,QUAL,ISHARES:MSCI USA QF,,Sector & Style ETFs,29.6,69.2,39.6
2026-08-25,RCL,ROYAL CARIBBEAN CRUISES LTD.,Consumer Discretionary,Consumer Discretionary,-56.9,16.5,73.4
2026-08-25,RDDT,"REDDIT, INC.",Communication Services,Communication Services,0.9,35.9,35.0
2026-08-25,REG,REGENCY CENTERS ,Real Estate,Real Estate,-75.2,5.0,80.2
2026-08-25,REGN,"REGENERON PHARMACEUTICALS, INC.",Health Care,Health Care,28.0,97.0,69.0
2026-08-25,RF,REGIONS FINANCIAL ,Financials,Financials,-59.4,24.4,83.8
2026-08-25,RIG,TRANSOCEAN LTD,,MR Discretion,76.6,78.8,2.2
2026-08-25,RJF,"RAYMOND JAMES FINANCIAL, INC.",Financials,Financials,-40.5,33.5,74.0
2026-08-25,RL,RALPH LAUREN ,Consumer Discretionary,Consumer Discretionary,-61.3,14.5,75.8
2026-08-25,RMD,RESMED INC.,Health Care,Health Care,16.0,95.8,79.8
2026-08-25,ROK,"ROCKWELL AUTOMATION, INC.",Industrials,Industrials,-59.6,5.4,65.0
2026-08-25,ROKU,"ROKU, INC.",,MR Discretion,52.0,99.8,47.8
2026-08-25,ROL,"ROLLINS, INC.",Industrials,Industrials,2.9,16.9,14.0
2026-08-25,ROP,"ROPER TECHNOLOGIES, INC.",Information Technology,Information Technology,20.1,83.1,63.0
2026-08-25,ROST,"ROSS STORES, INC.",Consumer Discretionary,Consumer Discretionary,-0.5,6.9,7.4
2026-08-25,RSG,"REPUBLIC SERVICES, INC.",Industrials,Industrials,-21.0,72.4,93.4
2026-08-25,RSP,INVESCO S&P500 EWGHT,,Sector & Style ETFs,9.0,52.8,43.8
2026-08-25,RTX,RTX ,Industrials,Industrials,-63.3,14.3,77.6
2026-08-25,RUT,RUSSELL 2000 INDEX,,Indices,-9.8,46.0,55.8
2026-08-25,RVTY,"REVVITY, INC.",Health Care,Health Care,14.5,91.1,76.6
2026-08-25,SBAC,SBA COMMUNICATIONS ,Real Estate,Real Estate,75.3,85.9,10.6
2026-08-25,SBLK,STAR BULK CARRIERS CORP.,,MR Discretion,67.4,70.8,3.4
2026-08-25,SBUX,STARBUCKS ,Consumer Discretionary,Consumer Discretionary,-19.5,62.9,82.4
2026-08-25,SCHP,SCHWAB STR:US TIPS,,Bonds,23.5,61.7,38.2
2026-08-25,SCHW,THE CHARLES SCHWAB ,Financials,Financials,12.1,84.3,72.2
2026-08-25,SD,"SANDRIDGE ENERGY, INC.",,MR Discretion,64.8,72.6,7.8
2026-08-25,SDY,SPDR S&P DIVIDEND,,Sector & Style ETFs,-49.0,28.0,77.0
2026-08-25,SHW,THE SHERWIN-WILLIAMS COMPANY,Materials,Materials,-53.6,46.2,99.8
2026-08-25,SHY,ISHARES:1-3 TRS BD ETF,Bonds,Bonds,1.7,81.5,79.8
2026-08-25,SILJ,ETFMG PRIME JR SILVR MNR,,Commodities,80.9,88.3,7.4
2026-08-25,SJM,THE J. M. SMUCKER COMPANY,Consumer Staples,Consumer Staples,-24.6,52.8,77.4
2026-08-25,SLB,SCHLUMBERGER N.V.,Energy,Energy,56.3,58.9,2.6
2026-08-25,SLV,ISHARES:SILVER TRUST,,Commodities,78.5,82.3,3.8
2026-08-25,SM,SM ENERGY COMPANY,,MR Discretion,73.7,81.5,7.8
2026-08-25,SMCI,"SUPER MICRO COMPUTER, INC.",Information Technology,Information Technology,74.1,87.9,13.8
2026-08-25,SMH,VANECK:SEMICONDUCTOR,,Sector & Style ETFs,8.4,47.4,39.0
2026-08-25,SNA,SNAP-ON INC.,Industrials,Industrials,-96.4,3.4,99.8
2026-08-25,SNDK,SANDISK CORPORATION,Information Technology,Information Technology,7.7,41.5,33.8
2026-08-25,SNPS,"SYNOPSYS, INC.",Information Technology,Information Technology,63.0,77.6,14.6
2026-08-25,SO,THE SOUTHERN COMPANY,Utilities,Utilities,-84.0,6.2,90.2
2026-08-25,SOLV,SOLVENTUM ,Health Care,Health Care,6.1,65.9,59.8
2026-08-25,SOYB,TEUCRIUM:SOYBEAN,,Commodities,37.9,57.3,19.4
2026-08-25,SPG,"SIMON PROPERTY GROUP, INC.",Real Estate,Real Estate,-91.6,2.2,93.8
2026-08-25,SPGI,S&P GLOBAL INC.,Financials,Financials,42.4,69.0,26.6
2026-08-25,SPHB,INVESCO S&P500 HI BE,,Sector & Style ETFs,30.9,67.1,36.2
2026-08-25,SPLV,INVESCO S&P500 LOWVL,,Sector & Style ETFs,-86.0,4.6,90.6
2026-08-25,SPX,S&P 500 INDEX,,Indices,57.4,75.2,17.8
2026-08-25,SPY,SPDR S&P 500 ETF,,Sector & Style ETFs,58.6,74.8,16.2
2026-08-25,SRE,SEMPRA,Utilities,Utilities,-70.5,8.9,79.4
2026-08-25,STE,STERIS PUBLIC LIMITED COMPANY,Health Care,Health Care,5.9,68.1,62.2
2026-08-25,STIP,ISHARES:0-5 TIPS BD ETF,Bonds,Bonds,11.9,58.5,46.6
2026-08-25,STLA,STELLANTIS NV,,MR Discretion,37.7,39.1,1.4
2026-08-25,STLD,"STEEL DYNAMICS, INC.",Materials,Materials,5.1,11.7,6.6
2026-08-25,STNG,SCORPIO TANKERS INC.,,MR Discretion,15.0,29.6,14.6
2026-08-25,STT,STATE STREET ,Financials,Financials,-8.0,56.2,64.2
2026-08-25,STX,SEAGATE TECHNOLOGY HOLDINGS,Information Technology,Information Technology,19.3,39.9,20.6
2026-08-25,STZ,"CONSTELLATION BRANDS, INC.",Consumer Staples,Consumer Staples,4.7,68.1,63.4
2026-08-25,SW,SMURFIT WESTROCK PUBLIC LIMITED COMPANY,Materials,Materials,-42.9,33.1,76.0
2026-08-25,SWK,"STANLEY BLACK & DECKER, INC.",Industrials,Industrials,-47.2,51.0,98.2
2026-08-25,SWKS,"SKYWORKS SOLUTIONS, INC.",Information Technology,Information Technology,25.6,54.6,29.0
2026-08-25,SYF,SYNCHRONY FINANCIAL,Financials,Financials,-4.9,61.7,66.6
2026-08-25,SYK,STRYKER ,Health Care,Health Care,-46.3,34.3,80.6
2026-08-25,SYY,SYSCO ,Consumer Staples,Consumer Staples,-72.4,27.4,99.8
2026-08-25,T,AT&T INC.,Communication Services,Communication Services,68.6,75.2,6.6
2026-08-25,TAGS,TEUCRIUM:AGRICULTURAL,,Commodities,86.0,97.8,11.8
2026-08-25,TAP,MOLSON COORS BEVERAGE COMPANY,Consumer Staples,Consumer Staples,-10.0,44.2,54.2
2026-08-25,TDG,TRANSDIGM GROUP INC.,Industrials,Industrials,-68.9,8.5,77.4
2026-08-25,TDW,TIDEWATER INC.,,MR Discretion,60.6,74.0,13.4
2026-08-25,TDY,TELEDYNE TECHNOLOGIES INC.,Information Technology,Information Technology,-52.6,23.2,75.8
2026-08-25,TECH,BIO-TECHNE ,Health Care,Health Care,-43.0,46.0,89.0
2026-08-25,TECK,TECK RESOURCES LIMITED,,MR Discretion,74.9,89.1,14.2
2026-08-25,TEL,TE CONNECTIVITY LTD,Information Technology,Information Technology,-4.5,18.1,22.6
2026-08-25,TER,"TERADYNE, INC.",Information Technology,Information Technology,-19.6,44.6,64.2
2026-08-25,TFC,TRUIST FINANCIAL ,Financials,Financials,-53.3,9.3,62.6
2026-08-25,TGT,TARGET ,Consumer Staples,Consumer Staples,29.7,85.1,55.4
2026-08-25,THD,ISHARES:MSCI THAI,,Foreign,36.4,55.8,19.4
2026-08-25,TIP,ISHARES:TIPS BD ETF,Bonds,Bonds,20.7,60.1,39.4
2026-08-25,TJX,"THE TJX COMPANIES, INC.",Consumer Discretionary,Consumer Discretionary,-26.0,0.2,26.2
2026-08-25,TKO,"TKO GROUP HOLDINGS, INC.",Communication Services,Communication Services,25.5,64.1,38.6
