Date,Ticker,Ticker_name,Close,monthly_Return,month_pr_low,month_pr_high,month_rr_ratio,model_score,model_score_delta
2026-09-28,BR,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",163.77,-0.102,137.54,205.36,1.5855890202058702,57.0,148.0
2026-09-28,PTC,PTC INC.,138.12,-0.1131,111.89,176.78,1.4738848646587872,65.0,145.0
2026-09-28,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS ,57.33,-0.1123,44.38,73.9,1.2795366795366805,47.0,132.0
2026-09-28,FOXA,FOX ,63.07,-0.0635,52.41,82.03,1.7786116322701684,57.0,131.0
2026-09-28,EIRL,ISHARES:MSCI IRELAND,82.32,-0.0081,74.36,92.69,1.302763819095479,48.0,120.0
2026-09-28,BTI,BRITISH AMERICAN TOBACCO P.L.C.,55.63,0.0011,52.1,65.79,2.878186968838527,-25.0,-97.0
2026-09-28,CMS,CMS ENERGY ,62.95,-0.0751,60.54,76.1,5.456431535269697,-13.0,-103.0
2026-09-28,SRE,SEMPRA,77.93,-0.0461,69.27,97.41,2.2494226327944533,-39.0,-105.0
2026-09-28,MO,"ALTRIA GROUP, INC.",68.82,0.005,61.98,78.0,1.3421052631578965,-47.0,-109.0
2026-09-28,RF,REGIONS FINANCIAL ,27.62,-0.0756,25.46,35.44,3.6203703703703685,-36.0,-110.0
