Ticker,Ticker_name,Category,Date,model_score,previous_model_score,model_score_daily_change
DD,"DUPONT DE NEMOURS, INC.",Materials,2026-06-04,27.0,28.0,-1.0
AMCR,AMCOR PLC,Materials,2026-06-04,27.0,27.0,0.0
BALL,BALL ,Materials,2026-06-04,27.0,26.0,1.0
MOS,THE MOSAIC COMPANY,Materials,2026-06-04,25.0,63.0,-38.0
PPG,"PPG INDUSTRIES, INC.",Materials,2026-06-04,24.0,24.0,0.0
SHW,THE SHERWIN-WILLIAMS COMPANY,Materials,2026-06-04,22.0,45.0,-23.0
NUE,NUCOR ,Materials,2026-06-04,21.0,25.0,-4.0
PKG,PACKAGING  OF AMERICA,Materials,2026-06-04,12.0,12.0,0.0
FCX,FREEPORT-MCMORAN INC.,Materials,2026-06-04,11.0,-24.0,35.0
CTVA,"CORTEVA, INC.",Materials,2026-06-04,8.0,-30.0,38.0
LYB,LYONDELLBASELL INDUSTRIES NV,Materials,2026-06-04,2.0,-10.0,12.0
DOW,DOW INC.,Materials,2026-06-04,-10.0,-10.0,0.0
IP,INTERNATIONAL PAPER COMPANY,Materials,2026-06-04,-10.0,-19.0,9.0
LIN,LINDE PUBLIC LIMITED COMPANY,Materials,2026-06-04,-16.0,34.0,-50.0
NEM,NEWMONT ,Materials,2026-06-04,-17.0,47.0,-64.0
SW,SMURFIT WESTROCK PUBLIC LIMITED COMPANY,Materials,2026-06-04,-20.0,-30.0,10.0
CF,"CF INDUSTRIES HOLDINGS, INC.",Materials,2026-06-04,-25.0,-17.0,-8.0
DLR,"DIGITAL REALTY TRUST, INC.",Real Estate,2026-06-04,54.0,16.0,38.0
REG,REGENCY CENTERS ,Real Estate,2026-06-04,52.0,-16.0,68.0
EQIX,"EQUINIX, INC.",Real Estate,2026-06-04,51.0,51.0,0.0
VICI,VICI PROPERTIES INC.,Real Estate,2026-06-04,51.0,29.0,22.0
CBRE,"CBRE GROUP, INC.",Real Estate,2026-06-04,50.0,24.0,26.0
KIM,KIMCO REALTY .,Real Estate,2026-06-04,47.0,43.0,4.0
PLD,"PROLOGIS, INC.",Real Estate,2026-06-04,46.0,51.0,-5.0
SBAC,SBA COMMUNICATIONS ,Real Estate,2026-06-04,32.0,-16.0,48.0
SPG,"SIMON PROPERTY GROUP, INC.",Real Estate,2026-06-04,29.0,34.0,-5.0
WY,WEYERHAEUSER COMPANY,Real Estate,2026-06-04,19.0,49.0,-30.0
PSA,PUBLIC STORAGE.,Real Estate,2026-06-04,17.0,22.0,-5.0
EXR,EXTRA SPACE STORAGE INC.,Real Estate,2026-06-04,15.0,20.0,-5.0
IRM,IRON MOUNTAIN INC.,Real Estate,2026-06-04,12.0,45.0,-33.0
O,REALTY INCOME ,Real Estate,2026-06-04,6.0,-12.0,18.0
HST,"HOST HOTELS & RESORTS, INC.",Real Estate,2026-06-04,3.0,31.0,-28.0
CSGP,"COSTAR GROUP, INC.",Real Estate,2026-06-04,-2.0,7.0,-9.0
ARE,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",Real Estate,2026-06-04,-7.0,-17.0,10.0
UDR,"UDR, INC.",Real Estate,2026-06-04,-7.0,-20.0,13.0
MAA,"MID-AMERICA APARTMENT COMMUNITIES, INC.",Real Estate,2026-06-04,-9.0,-19.0,10.0
CPT,CAMDEN PROPERTY TRUST,Real Estate,2026-06-04,-9.0,-9.0,0.0
CCI,CROWN CASTLE INC.,Real Estate,2026-06-04,-12.0,-16.0,4.0
WELL,WELLTOWER INC.,Real Estate,2026-06-04,-13.0,-38.0,25.0
DOC,"HEALTHDOC PROPERTIES, INC.",Real Estate,2026-06-04,-18.0,-27.0,9.0
EQR,EQUITY RESIDENTIAL,Real Estate,2026-06-04,-19.0,6.0,-25.0
AVB,"AVALONBAY COMMUNITIES, INC.",Real Estate,2026-06-04,-19.0,-27.0,8.0
BXP,"BOSTON PROPERTIES, INC.",Real Estate,2026-06-04,-19.0,-19.0,0.0
FRT,FEDERAL REALTY INVESTMENT TRUST,Real Estate,2026-06-04,-19.0,11.0,-30.0
VTR,"VENTAS, INC.",Real Estate,2026-06-04,-20.0,-20.0,0.0
ESS,"ESSEX PROPERTY TRUST, INC.",Real Estate,2026-06-04,-26.0,-40.0,14.0
AMT,AMERICAN TOWER ,Real Estate,2026-06-04,-43.0,16.0,-59.0
INVH,INVITATION HOMES INC.,Real Estate,2026-06-04,-61.0,-45.0,-16.0
XLB,SEL SECTOR:MATRLS SPDR,Sector & Style ETFs,2026-06-04,64.0,42.0,22.0
SMH,VANECK:SEMICONDUCTOR,Sector & Style ETFs,2026-06-04,60.0,29.0,31.0
XLP,SEL SECTOR:C STP SPDR,Sector & Style ETFs,2026-06-04,54.0,51.0,3.0
IWM,ISHARES:RUSS 2000 ETF,Sector & Style ETFs,2026-06-04,49.0,71.0,-22.0
SPLV,INVESCO S&P500 LOWVL,Sector & Style ETFs,2026-06-04,47.0,24.0,23.0
XLU,SEL SECTOR:UTIL SPDR,Sector & Style ETFs,2026-06-04,47.0,20.0,27.0
SDY,SPDR S&P DIVIDEND,Sector & Style ETFs,2026-06-04,45.0,31.0,14.0
XLK,SEL SECTOR:TECH SPDR,Sector & Style ETFs,2026-06-04,43.0,27.0,16.0
MTUM,ISHARES:MSCI USA MOM FCT,Sector & Style ETFs,2026-06-04,35.0,31.0,4.0
QQQ,INVESCO QQQ TRUST 1,Sector & Style ETFs,2026-06-04,35.0,25.0,10.0
XLY,SEL SECTOR:C DSC SPDR,Sector & Style ETFs,2026-06-04,33.0,81.0,-48.0
SPHB,INVESCO S&P500 HI BE,Sector & Style ETFs,2026-06-04,29.0,33.0,-4.0
XLRE,SEL SECTOR:RL EST SPDR,Sector & Style ETFs,2026-06-04,25.0,44.0,-19.0
POWA,INVESCO BLOOMBERG PRICING POWER,Sector & Style ETFs,2026-06-04,16.0,51.0,-35.0
XLI,SEL SECTOR:INDUST SPDR,Sector & Style ETFs,2026-06-04,16.0,45.0,-29.0
XLE,SEL SECTOR:ENERGY SPDR,Sector & Style ETFs,2026-06-04,7.0,46.0,-39.0
MDY,SPDR S&P MIDCAP 400 ETF,Sector & Style ETFs,2026-06-04,6.0,6.0,0.0
IWF,ISHARES:RUSS 1000 GR ETF,Sector & Style ETFs,2026-06-04,3.0,3.0,0.0
XLF,SEL SECTOR:FINL S SPDR,Sector & Style ETFs,2026-06-04,-2.0,38.0,-40.0
IWD,ISHARES:RUSS 1000 VL ETF,Sector & Style ETFs,2026-06-04,-3.0,-3.0,0.0
XLC,SEL SECTOR:COMM SVC SPDR,Sector & Style ETFs,2026-06-04,-4.0,-3.0,-1.0
QUAL,ISHARES:MSCI USA QF,Sector & Style ETFs,2026-06-04,-7.0,7.0,-14.0
RSP,INVESCO S&P500 EWGHT,Sector & Style ETFs,2026-06-04,-7.0,-7.0,0.0
OEF,ISHARES:S&P 100,Sector & Style ETFs,2026-06-04,-15.0,3.0,-18.0
XLV,SEL SECTOR:H CARE SPDR,Sector & Style ETFs,2026-06-04,-17.0,26.0,-43.0
SPY,SPDR S&P 500 ETF,Sector & Style ETFs,2026-06-04,-20.0,-24.0,4.0
DIA,SPDR DOW JONES INDUS AVG,Sector & Style ETFs,2026-06-04,-23.0,-3.0,-20.0
AEE,AMEREN ,Utilities,2026-06-04,54.0,54.0,0.0
SRE,SEMPRA,Utilities,2026-06-04,54.0,18.0,36.0
EVRG,"EVERGY, INC.",Utilities,2026-06-04,50.0,3.0,47.0
PNW,PINNACLE WEST CAPITAL ,Utilities,2026-06-04,49.0,49.0,0.0
XEL,XCEL ENERGY INC.,Utilities,2026-06-04,47.0,47.0,0.0
CMS,CMS ENERGY ,Utilities,2026-06-04,41.0,25.0,16.0
ED,"CONSOLIDATED EDISON, INC.",Utilities,2026-06-04,36.0,3.0,33.0
LNT,ALLIANT ENERGY ,Utilities,2026-06-04,35.0,48.0,-13.0
ATO,ATMOS ENERGY ,Utilities,2026-06-04,35.0,6.0,29.0
D,"DOMINION ENERGY, INC.",Utilities,2026-06-04,34.0,44.0,-10.0
WEC,"WEC ENERGY GROUP, INC.",Utilities,2026-06-04,34.0,18.0,16.0
ETR,ENTERGY ,Utilities,2026-06-04,32.0,27.0,5.0
FE,FIRSTENERGY CORP.,Utilities,2026-06-04,26.0,26.0,0.0
SO,THE SOUTHERN COMPANY,Utilities,2026-06-04,26.0,8.0,18.0
DTE,DTE ENERGY COMPANY,Utilities,2026-06-04,26.0,26.0,0.0
EIX,EDISON INTERNATIONAL,Utilities,2026-06-04,20.0,44.0,-24.0
AEP,"AMERICAN ELECTRIC POWER COMPANY, INC.",Utilities,2026-06-04,18.0,37.0,-19.0
PEG,PUBLIC SERVICE ENTERPRISE GROUP INC.,Utilities,2026-06-04,12.0,22.0,-10.0
DUK,DUKE ENERGY ,Utilities,2026-06-04,12.0,36.0,-24.0
PPL,PPL ,Utilities,2026-06-04,12.0,14.0,-2.0
AWK,"AMERICAN WATER WORKS COMPANY, INC.",Utilities,2026-06-04,11.0,-64.0,75.0
AES,THE AES ,Utilities,2026-06-04,7.0,-27.0,34.0
VST,VISTRA CORP.,Utilities,2026-06-04,3.0,-22.0,25.0
NI,NISOURCE INC.,Utilities,2026-06-04,2.0,36.0,-34.0
PCG,PG&E ,Utilities,2026-06-04,-12.0,-58.0,46.0
NRG,"NRG ENERGY, INC.",Utilities,2026-06-04,-13.0,-38.0,25.0
EXC,EXELON ,Utilities,2026-06-04,-13.0,35.0,-48.0
CNP,"CENTERPOINT ENERGY, INC.",Utilities,2026-06-04,-16.0,21.0,-37.0
ES,EVERSOURCE ENERGY,Utilities,2026-06-04,-28.0,-1.0,-27.0
NEE,"NEXTERA ENERGY, INC.",Utilities,2026-06-04,-33.0,-46.0,13.0
CEG,CONSTELLATION ENERGY,Utilities,2026-06-04,-37.0,-13.0,-24.0
VXN,CBOE NASDAQ MKT VOL NDX,Volatility,2026-06-04,30.0,-10.0,40.0
VIX,CBOE MKT VOLATILITY IDX,Volatility,2026-06-04,-5.0,-44.0,39.0
TYX,30 Y TSY YLD NDX,Yields,2026-06-04,-3.0,-3.0,0.0
TNX,10 Y TSY YLD NDX,Yields,2026-06-04,-18.0,-8.0,-10.0
FVX,5 YR TSY YLD NDX,Yields,2026-06-04,-22.0,-48.0,26.0
