Ticker,Ticker_name,Exposure,Date,day_pct_change
NTAP,"NETAPP, INC.",Information Technology,2026-08-17,-0.0139
NVDA,NVIDIA ,Information Technology,2026-08-17,-0.0007
NXPI,NXP SEMICONDUCTORS NV,Information Technology,2026-08-17,-0.0085
ON,ON SEMICONDUCTOR ,Information Technology,2026-08-17,0.0087
ORCL,ORACLE ,Information Technology,2026-08-17,-0.0257
PANW,"PALO ALTO NETWORKS, INC.",Information Technology,2026-08-17,-0.0221
PLTR,PALANTIR TECHNOLOGIES INC.,Information Technology,2026-08-17,-0.0086
PTC,PTC INC.,Information Technology,2026-08-17,-0.0252
Q,"QNITY ELECTRONICS, INC.",Information Technology,2026-08-17,-0.0108
QCOM,QUALCOMM INC.,Information Technology,2026-08-17,-0.0218
ROP,"ROPER TECHNOLOGIES, INC.",Information Technology,2026-08-17,-0.0241
SMCI,"SUPER MICRO COMPUTER, INC.",Information Technology,2026-08-17,-0.0392
SNDK,SANDISK CORPORATION,Information Technology,2026-08-17,0.0888
SNPS,"SYNOPSYS, INC.",Information Technology,2026-08-17,-0.0196
STX,SEAGATE TECHNOLOGY HOLDINGS,Information Technology,2026-08-17,0.0219
SWKS,"SKYWORKS SOLUTIONS, INC.",Information Technology,2026-08-17,-0.0271
TDY,TELEDYNE TECHNOLOGIES INC.,Information Technology,2026-08-17,-0.0035
TEL,TE CONNECTIVITY LTD,Information Technology,2026-08-17,0.0053
TER,"TERADYNE, INC.",Information Technology,2026-08-17,0.0581
TRMB,TRIMBLE INC.,Information Technology,2026-08-17,-0.0332
TXN,TEXAS INSTRUMENTS INC.,Information Technology,2026-08-17,0.0119
TYL,"TYLER TECHNOLOGIES, INC.",Information Technology,2026-08-17,-0.0248
VRSN,"VERISIGN, INC.",Information Technology,2026-08-17,-0.0404
WDAY,"WORKDAY, INC.",Information Technology,2026-08-17,-0.0377
WDC,WESTERN DIGITAL ,Information Technology,2026-08-17,0.0535
ZBRA,ZEBRA TECHNOLOGIES ,Information Technology,2026-08-17,-0.0127
ALB,ALBEMARLE ,Materials,2026-08-17,-0.0159
AMCR,AMCOR PLC,Materials,2026-08-17,-0.0109
APD,"AIR PRODUCTS AND CHEMICALS, INC.",Materials,2026-08-17,-0.0262
AVY,AVERY DENNISON ,Materials,2026-08-17,-0.0129
BALL,BALL ,Materials,2026-08-17,-0.0104
CF,"CF INDUSTRIES HOLDINGS, INC.",Materials,2026-08-17,-0.0044
CRH,CRH PUBLIC LIMITED COMPANY,Materials,2026-08-17,-0.0113
CTVA,"CORTEVA, INC.",Materials,2026-08-17,-0.0087
DD,"DUPONT DE NEMOURS, INC.",Materials,2026-08-17,-0.0218
DOW,DOW INC.,Materials,2026-08-17,0.0087
ECL,ECOLAB INC.,Materials,2026-08-17,-0.001
FCX,FREEPORT-MCMORAN INC.,Materials,2026-08-17,0.0284
IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC.,Materials,2026-08-17,-0.0279
IP,INTERNATIONAL PAPER COMPANY,Materials,2026-08-17,-0.0118
LIN,LINDE PUBLIC LIMITED COMPANY,Materials,2026-08-17,-0.0174
LYB,LYONDELLBASELL INDUSTRIES NV,Materials,2026-08-17,0.0152
MLM,"MARTIN MARIETTA MATERIALS, INC.",Materials,2026-08-17,-0.0169
MOS,THE MOSAIC COMPANY,Materials,2026-08-17,-0.0176
NEM,NEWMONT ,Materials,2026-08-17,0.0218
NUE,NUCOR ,Materials,2026-08-17,0.014
PKG,PACKAGING  OF AMERICA,Materials,2026-08-17,-0.0098
PPG,"PPG INDUSTRIES, INC.",Materials,2026-08-17,-0.0059
SHW,THE SHERWIN-WILLIAMS COMPANY,Materials,2026-08-17,-0.0254
STLD,"STEEL DYNAMICS, INC.",Materials,2026-08-17,0.0093
SW,SMURFIT WESTROCK PUBLIC LIMITED COMPANY,Materials,2026-08-17,-0.0292
VMC,VULCAN MATERIALS COMPANY,Materials,2026-08-17,-0.0137
AMT,AMERICAN TOWER ,Real Estate,2026-08-17,-0.0191
ARE,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",Real Estate,2026-08-17,-0.0249
AVB,"AVALONBAY COMMUNITIES, INC.",Real Estate,2026-08-17,0.0
BXP,"BOSTON PROPERTIES, INC.",Real Estate,2026-08-17,-0.0257
CBRE,"CBRE GROUP, INC.",Real Estate,2026-08-17,-0.0321
CCI,CROWN CASTLE INC.,Real Estate,2026-08-17,-0.0203
CPT,CAMDEN PROPERTY TRUST,Real Estate,2026-08-17,-0.019
CSGP,"COSTAR GROUP, INC.",Real Estate,2026-08-17,-0.0318
DLR,"DIGITAL REALTY TRUST, INC.",Real Estate,2026-08-17,-0.0112
DOC,"HEALTHDOC PROPERTIES, INC.",Real Estate,2026-08-17,-0.0101
EQIX,"EQUINIX, INC.",Real Estate,2026-08-17,-0.0041
EQR,EQUITY RESIDENTIAL,Real Estate,2026-08-17,-0.035
ESS,"ESSEX PROPERTY TRUST, INC.",Real Estate,2026-08-17,-0.0155
EXR,EXTRA SPACE STORAGE INC.,Real Estate,2026-08-17,-0.0068
FRT,FEDERAL REALTY INVESTMENT TRUST,Real Estate,2026-08-17,-0.0031
HST,"HOST HOTELS & RESORTS, INC.",Real Estate,2026-08-17,-0.0039
INVH,INVITATION HOMES INC.,Real Estate,2026-08-17,-0.0198
IRM,IRON MOUNTAIN INC.,Real Estate,2026-08-17,0.0036
KIM,KIMCO REALTY .,Real Estate,2026-08-17,-0.002
MAA,"MID-AMERICA APARTMENT COMMUNITIES, INC.",Real Estate,2026-08-17,-0.0178
O,REALTY INCOME ,Real Estate,2026-08-17,-0.0054
PLD,"PROLOGIS, INC.",Real Estate,2026-08-17,-0.0029
PSA,PUBLIC STORAGE.,Real Estate,2026-08-17,-0.005
REG,REGENCY CENTERS ,Real Estate,2026-08-17,-0.0044
SBAC,SBA COMMUNICATIONS ,Real Estate,2026-08-17,-0.0167
SPG,"SIMON PROPERTY GROUP, INC.",Real Estate,2026-08-17,0.0095
UDR,"UDR, INC.",Real Estate,2026-08-17,-0.0185
VICI,VICI PROPERTIES INC.,Real Estate,2026-08-17,-0.0152
VTR,"VENTAS, INC.",Real Estate,2026-08-17,-0.0038
WELL,WELLTOWER INC.,Real Estate,2026-08-17,-0.0009
WY,WEYERHAEUSER COMPANY,Real Estate,2026-08-17,-0.0195
DXY,US DOLLAR INDEX,USD,2026-08-17,-0.0008
AEE,AMEREN ,Utilities,2026-08-17,-0.0025
AEP,"AMERICAN ELECTRIC POWER COMPANY, INC.",Utilities,2026-08-17,0.0074
AES,THE AES ,Utilities,2026-08-17,0.002
ATO,ATMOS ENERGY ,Utilities,2026-08-17,-0.0001
AWK,"AMERICAN WATER WORKS COMPANY, INC.",Utilities,2026-08-17,-0.0136
CEG,CONSTELLATION ENERGY,Utilities,2026-08-17,-0.0152
CMS,CMS ENERGY ,Utilities,2026-08-17,0.0041
CNP,"CENTERPOINT ENERGY, INC.",Utilities,2026-08-17,-0.0049
D,"DOMINION ENERGY, INC.",Utilities,2026-08-17,0.0
DTE,DTE ENERGY COMPANY,Utilities,2026-08-17,0.0022
DUK,DUKE ENERGY ,Utilities,2026-08-17,-0.0027
ED,"CONSOLIDATED EDISON, INC.",Utilities,2026-08-17,0.0017
EIX,EDISON INTERNATIONAL,Utilities,2026-08-17,-0.0015
ES,EVERSOURCE ENERGY,Utilities,2026-08-17,-0.0062
ETR,ENTERGY ,Utilities,2026-08-17,0.0063
EVRG,"EVERGY, INC.",Utilities,2026-08-17,-0.0012
EXC,EXELON ,Utilities,2026-08-17,-0.0063
FE,FIRSTENERGY CORP.,Utilities,2026-08-17,0.0002
LNT,ALLIANT ENERGY ,Utilities,2026-08-17,-0.0035
NEE,"NEXTERA ENERGY, INC.",Utilities,2026-08-17,0.0003
NI,NISOURCE INC.,Utilities,2026-08-17,-0.0031
NRG,"NRG ENERGY, INC.",Utilities,2026-08-17,-0.0307
PCG,PG&E ,Utilities,2026-08-17,-0.0191
PEG,PUBLIC SERVICE ENTERPRISE GROUP INC.,Utilities,2026-08-17,-0.0057
PNW,PINNACLE WEST CAPITAL ,Utilities,2026-08-17,-0.0105
PPL,PPL ,Utilities,2026-08-17,-0.0019
SO,THE SOUTHERN COMPANY,Utilities,2026-08-17,-0.0055
SRE,SEMPRA,Utilities,2026-08-17,-0.0054
VST,VISTRA CORP.,Utilities,2026-08-17,-0.0136
WEC,"WEC ENERGY GROUP, INC.",Utilities,2026-08-17,-0.0003
XEL,XCEL ENERGY INC.,Utilities,2026-08-17,0.0005
FVX,5 YR TSY YLD NDX,Yields,2026-08-17,0.0046
TNX,10 Y TSY YLD NDX,Yields,2026-08-17,0.0043
TYX,30 Y TSY YLD NDX,Yields,2026-08-17,0.0076
ASC,ARDMORE SHIPPING ,,2026-08-17,0.0261
BTC=F,BITCOIN FUTURES,,2026-08-17,0.0243
BTI,BRITISH AMERICAN TOBACCO P.L.C.,,2026-08-17,-0.0233
BTU,PEABODY ENERGY ,,2026-08-17,0.0169
CALM,"CAL-MAINE FOODS, INC.",,2026-08-17,-0.008
CANE,TEUCRIUM:SUGAR,,2026-08-17,0.0158
CCJ,CAMECO ,,2026-08-17,0.0086
CMBT,CMB.TECH NV,,2026-08-17,0.0075
CMRE,COSTAMARE INC.,,2026-08-17,0.026
CNR,"CORE NATURAL RESOURCES, INC.",,2026-08-17,-0.0007
COMT,ISHARES:GSCI COMM DYN RS,,2026-08-17,0.0179
CORN,TEUCRIUM:CORN,,2026-08-17,0.011
CPER,UNITED STATES COPPER IDX,,2026-08-17,0.003
CRESY,CRESUD INC.,,2026-08-17,0.0009
DBA,INVESCO DB MS AGRI,,2026-08-17,0.0133
DBB,INVESCO DB MS BMTL,,2026-08-17,0.0008
DBC,INVESCO DB CM IDX,,2026-08-17,0.0187
DHT,"DHT HOLDINGS, INC.",,2026-08-17,-0.0318
DIA,SPDR DOW JONES INDUS AVG,,2026-08-17,-0.0049
DJI,DOW JONES INDUSTRIAL AVG INDEX,,2026-08-17,-0.0051
EC,ECOPETROL SA,,2026-08-17,0.0291
ECH,ISHARES:MSCI CHILE,,2026-08-17,0.005
EDEN,ISHARES:MSCI DENMARK,,2026-08-17,0.0023
EFNL,ISHARES:MSCI FINLAND,,2026-08-17,0.0017
EIDO,ISHARES:MSCI INDONESIA,,2026-08-17,0.0
EIRL,ISHARES:MSCI IRELAND,,2026-08-17,0.0002
EIS,ISHARES:MSCI ISRAEL,,2026-08-17,-0.0176
ENZL,ISHARES:MSCI NEW ZLND,,2026-08-17,-0.0046
EPHE,ISHARES:MSCI PHILIPPINES,,2026-08-17,-0.0066
EPOL,ISHARES:MSCI POLAND,,2026-08-17,-0.011
EPU,ISHARES:MSCI PERU,,2026-08-17,0.0056
ES=F,E-MINI S&P 500 FUTURES,,2026-08-17,-0.0048
EWA,ISHARES:MSCI AUSTRALIA,,2026-08-17,-0.0034
EWC,ISHARES:MSCI CANADA,,2026-08-17,-0.0008
EWD,ISHARES:MSCI SWEDEN,,2026-08-17,-0.0081
EWG,ISHARES:MSCI GERMANY,,2026-08-17,-0.0045
EWH,ISHARES:MSCI HONG KONG,,2026-08-17,0.0045
EWI,ISHARES:MSCI ITALY,,2026-08-17,-0.003
EWJ,ISHARES:MSCI JAPAN,,2026-08-17,-0.0004
EWK,ISHARES:MSCI BELGIUM,,2026-08-17,0.0173
EWL,ISHARES:MSCI SWITZERLAND,,2026-08-17,-0.0055
EWM,ISHARES:MSCI MALAYSIA,,2026-08-17,0.0039
EWN,ISHARES:MSCI NETHERLANDS,,2026-08-17,-0.0015
EWO,ISHARES:MSCI AUSTRIA,,2026-08-17,-0.0097
EWP,ISHARES:MSCI SPAIN,,2026-08-17,-0.0072
EWQ,ISHARES:MSCI FRANCE,,2026-08-17,-0.007
EWS,ISHARES:MSCI SINGAPORE,,2026-08-17,0.0071
EWT,ISHARES:MSCI TAIWAN,,2026-08-17,0.0068
EWU,ISHARES:MSCI UK,,2026-08-17,-0.0021
EWW,ISHARES:MSCI MEXICO,,2026-08-17,-0.0013
EWY,ISHARES:MSCI S KOREA,,2026-08-17,0.0298
EWZ,ISHARES:MSCI BRAZIL,,2026-08-17,0.0012
FRO,FRONTLINE PLC,,2026-08-17,0.0235
FTI,TECHNIPFMC PLC,,2026-08-17,0.0153
FXA,INVESCO:AU DOLLAR,,2026-08-17,0.0027
FXB,INVESCO:GBP STERLING,,2026-08-17,0.0008
FXC,INVESCO:CANADIAN DOLLAR,,2026-08-17,0.0007
FXE,INVESCO:EURO,,2026-08-17,0.0007
FXY,INVESCO:JAPANESE YEN,,2026-08-17,-0.0009
GDX,VANECK:GOLD MINERS,,2026-08-17,0.0213
GDXJ,VANECK:JR GOLD MINERS,,2026-08-17,0.0194
GEOS,GEOSPACE TECHNOLOGIES ,,2026-08-17,0.0304
GGB,GERDAU SA,,2026-08-17,0.0127
GLATF,GLOBAL ATOMIC ,,2026-08-17,-0.0465
GNK,GENCO SHIPPING & TRADING LIMITED,,2026-08-17,-0.0046
GREK,GLBL X MSCI GREECE,,2026-08-17,0.0034
HLX,"HELIX ENERGY SOLUTIONS GROUP, INC.",,2026-08-17,0.0105
HYD,VANECK:HIGH YIELD MUNI,,2026-08-17,-0.0036
ICL,ICL GROUP LTD,,2026-08-17,-0.0162
INDA,ISHARES:MSCI INDIA,,2026-08-17,-0.004
IWD,ISHARES:RUSS 1000 VL ETF,,2026-08-17,-0.0075
IWF,ISHARES:RUSS 1000 GR ETF,,2026-08-17,-0.0017
IWM,ISHARES:RUSS 2000 ETF,,2026-08-17,-0.0034
JNK,SPDR BBG HIGH YIELD BD,,2026-08-17,-0.0013
MCHI,ISHARES:MSCI CHINA,,2026-08-17,0.0079
MDY,SPDR S&P MIDCAP 400 ETF,,2026-08-17,-0.0022
MP,MP MATERIALS CORP,,2026-08-17,-0.0039
MTUM,ISHARES:MSCI USA MOM FCT,,2026-08-17,0.0153
MUB,ISHARES:NATL MUNI BOND,,2026-08-17,-0.0028
NDX,NASDAQ 100 INDEX,,2026-08-17,-0.0017
NORW,GLBL X MSCI NORWAY ETF,,2026-08-17,0.0049
NOV,NOV INC.,,2026-08-17,0.0218
NQ=F,NASDAQ 100 FUTURES,,2026-08-17,-0.0024
OEF,ISHARES:S&P 100,,2026-08-17,-0.0048
PAM,PAMPA ENERGIA SA,,2026-08-17,0.0118
PBR,BRAZILIAN PETROLEUM  - PETROBRAS,,2026-08-17,0.0207
PFF,ISHARES:PREF AND INC SEC,,2026-08-17,-0.0068
POWA,INVESCO BLOOMBERG PRICING POWER,,2026-08-17,-0.0105
PPLT,ABRDN:PHYSICAL PLATINUM,,2026-08-17,0.0126
QAT,ISHARES:MSCI QATAR,,2026-08-17,-0.0108
QQQ,INVESCO QQQ TRUST 1,,2026-08-17,-0.0016
QUAL,ISHARES:MSCI USA QF,,2026-08-17,-0.0054
RIG,TRANSOCEAN LTD,,2026-08-17,0.0191
ROKU,"ROKU, INC.",,2026-08-17,0.004
RSP,INVESCO S&P500 EWGHT,,2026-08-17,-0.0089
RUT,RUSSELL 2000 INDEX,,2026-08-17,-0.0035
SBLK,STAR BULK CARRIERS CORP.,,2026-08-17,0.0358
SCHP,SCHWAB STR:US TIPS,,2026-08-17,-0.0023
SD,"SANDRIDGE ENERGY, INC.",,2026-08-17,0.0207
SDY,SPDR S&P DIVIDEND,,2026-08-17,-0.0099
SILJ,ETFMG PRIME JR SILVR MNR,,2026-08-17,0.0013
SLV,ISHARES:SILVER TRUST,,2026-08-17,0.0186
SM,SM ENERGY COMPANY,,2026-08-17,0.0513
SMH,VANECK:SEMICONDUCTOR,,2026-08-17,0.0106
SOYB,TEUCRIUM:SOYBEAN,,2026-08-17,0.0169
SPHB,INVESCO S&P500 HI BE,,2026-08-17,0.0002
SPLV,INVESCO S&P500 LOWVL,,2026-08-17,-0.0081
SPX,S&P 500 INDEX,,2026-08-17,-0.0052
SPY,SPDR S&P 500 ETF,,2026-08-17,-0.0047
STLA,STELLANTIS NV,,2026-08-17,-0.0448
STNG,SCORPIO TANKERS INC.,,2026-08-17,0.0116
TAGS,TEUCRIUM:AGRICULTURAL,,2026-08-17,0.0096
TDW,TIDEWATER INC.,,2026-08-17,-0.0033
TECK,TECK RESOURCES LIMITED,,2026-08-17,0.0206
THD,ISHARES:MSCI THAI,,2026-08-17,0.0146
TS,TENARIS SA,,2026-08-17,-0.0026
TUR,ISHARES:MSCI TURKEY,,2026-08-17,-0.004
URA,GLBL X URANIUM ETF,,2026-08-17,0.0071
URNM,SPROTT URANIUM MINERS,,2026-08-17,0.018
UUP,INVESCO DB USD IDX BL,,2026-08-17,-0.0004
VAL,VALARIS LIMITED,,2026-08-17,0.0171
VIX,CBOE MKT VOLATILITY IDX,,2026-08-17,0.066
VNM,VANECK:VIETNAM,,2026-08-17,-0.0006
VXN,CBOE NASDAQ MKT VOL NDX,,2026-08-17,0.0381
WEAT,TEUCRIUM:WHEAT,,2026-08-17,0.0012
XES,SPDR S&P OIL&GAS E&S,,2026-08-17,0.0129
XLB,SEL SECTOR:MATRLS SPDR,,2026-08-17,-0.0057
XLC,SEL SECTOR:COMM SVC SPDR,,2026-08-17,-0.0189
XLE,SEL SECTOR:ENERGY SPDR,,2026-08-17,0.0108
XLF,SEL SECTOR:FINL S SPDR,,2026-08-17,-0.01
XLI,SEL SECTOR:INDUST SPDR,,2026-08-17,-0.001
XLK,SEL SECTOR:TECH SPDR,,2026-08-17,0.0016
XLP,SEL SECTOR:C STP SPDR,,2026-08-17,-0.0164
XLRE,SEL SECTOR:RL EST SPDR,,2026-08-17,-0.0097
XLU,SEL SECTOR:UTIL SPDR,,2026-08-17,-0.0029
XLV,SEL SECTOR:H CARE SPDR,,2026-08-17,-0.0019
XLY,SEL SECTOR:C DSC SPDR,,2026-08-17,-0.0123
XOP,SPDR S&P OIL&GAS EXP,,2026-08-17,0.0158
