Date,Ticker,Ticker_name,Category,Close,lt_pt_sm,change_pct,Ivol,rvol,prem_disc,model_score,Spread_Quad,rating,day_rr_ratio,week_rr_ratio,month_rr_ratio,day_pr_low,day_pr_high,week_pr_low,week_pr_high,month_pr_low,month_pr_high,day_dn,day_up,week_dn,week_up,month_dn,month_up
2026-07-10,BALL,BALL ,Materials,61.69,63.07,0.0224,0.2797,0.2507696,0.115366455902151,-25.0,2,Neutral,1.6649746192893415,1.2592592592592606,-1.1892376681614343,59.72,64.97,56.02,68.83,48.43,72.84,-0.03193386286270061,0.05316907116226299,-0.09191116874696048,0.11573999027395043,-0.2149456962230507,0.18074242178635114
2026-07-10,BAX,BAXTER INTERNATIONAL INC.,Health Care,22.62,21.44,-0.0522,0.4963,0.40275214,0.23227154050627763,1.0,2,Neutral,1.5816326530612246,1.5795454545454517,-1.9907975460122718,21.64,24.17,20.86,25.4,16.13,25.88,-0.043324491600353676,0.06852343059239607,-0.0778072502210434,0.12290008841732969,-0.2869142351900973,0.14412024756852326
2026-07-10,BBY,"BEST BUY CO., INC.",Consumer Discretionary,82.8,76.28,-0.0787,0.2765,0.30220301,-0.08505213101616682,-50.0,3,Sell,-16.72222222222224,-1.1782805429864254,-2.900544959128064,76.78,83.16,69.78,93.85,61.51,90.14,-0.07270531400966174,0.004347826086956497,-0.15724637681159415,0.13345410628019327,-0.25712560386473426,0.08864734299516908
2026-07-10,BDX,"BECTON, DICKINSON AND COMPANY",Health Care,151.94,159.49,0.0497,0.3027,0.32890393,-0.07967046790836452,38.0,4,Buy,1.923966942148759,1.2714801444043335,1.0256867641812344,145.89,163.58,138.09,169.55,123.91,180.69,-0.039818349348427096,0.0766091878373043,-0.09115440305383704,0.11590101355798343,-0.1844807160721338,0.1892194287218638
2026-07-10,BEN,"FRANKLIN RESOURCES, INC.",Financials,33.5,35.07,0.0469,0.3105,0.26121503,0.18867585835317358,8.0,1,Neutral,3.2758620689655245,3.1891891891891953,1.0524534686971232,32.92,35.4,32.02,38.22,27.59,39.72,-0.017313432835820874,0.05671641791044779,-0.044179104477611864,0.1408955223880597,-0.17641791044776123,0.18567164179104467
2026-07-10,BF.B,BROWN-FORMAN ,Consumer Staples,26.17,26.12,-0.0019,0.3821,0.35523974,0.07561164187317537,16.0,2,Neutral,-1.704761904761912,-1.108333333333334,-1.3190348525469184,24.38,27.22,23.51,28.57,21.25,29.9,-0.06839893007260234,0.04012227741688945,-0.10164310278945354,0.09170806266717602,-0.18800152846771112,0.1425296140619028
2026-07-10,BG,BUNGE LIMITED,Consumer Staples,114.32,119.3,0.0436,0.3555,0.33442826,0.06300825175480096,37.0,2,Buy,-1.5865051903114162,-2.586647727272724,1.3430531732418527,105.15,120.1,96.11,121.36,91.0,145.64,-0.08021343596920916,0.050559832050384834,-0.1592897130860741,0.06158152554233731,-0.20398880335899228,0.27396780965710277
2026-07-10,BIIB,BIOGEN INC.,Health Care,199.15,215.17,0.0804,0.4244,0.38246452,0.10964541233785563,24.0,2,Neutral,1.8464606181455614,19.53591160220991,1.4214527027027017,189.12,217.67,197.34,234.51,163.63,249.64,-0.05036404720060261,0.09299522972633678,-0.00908862666331911,0.1775546070800904,-0.17835802159176506,0.2535274918403212
2026-07-10,BKNG,BOOKING HOLDINGS INC.,Consumer Discretionary,178.39,184.01,0.0315,0.4212,0.43866028,-0.03980364942091408,-62.0,4,Sell,1.1353315168029074,1.575226977950716,-1.1475310511966064,167.38,190.89,162.97,202.68,140.51,211.4,-0.06171870620550479,0.0700711923314088,-0.08643982286002572,0.13616234093839363,-0.212343741241101,0.18504400470878424
2026-07-10,BKR,BAKER HUGHES COMPANY,Energy,57.56,63.38,0.1011,0.3872,0.33214233,0.165765291042548,36.0,1,Buy,-3.0000000000000036,-3.2535714285714317,1.725261932479626,51.74,59.5,48.45,60.36,48.97,72.38,-0.1011118832522585,0.03370396108408613,-0.1582696316886727,0.04864489228630986,-0.14923558026407235,0.25747046560111175
2026-07-10,BLDR,"BUILDERS FIRSTSOURCE, INC.",Industrials,75.69,82.28,0.0871,0.6117,0.65752212,-0.0696890927410928,-13.0,4,Neutral,1.186846038863976,3.8285198555956748,1.5936754176610985,69.0,83.63,70.15,96.9,58.93,102.4,-0.0883868410622275,0.10490157220240448,-0.07319328841326456,0.28022195798652416,-0.22142951512749376,0.3528867750033031
2026-07-10,BLK,"BLACKROCK, INC.",Financials,1036.11,1045.3,0.0089,0.3115,0.26675523,0.16773717988584513,-27.0,1,Sell,-3.883026381284187,-2.262376237623754,-1.2239137536752676,958.1,1056.2,903.58,1094.69,848.79,1189.16,-0.07529123355628253,0.01938983312582665,-0.12791112912721614,0.05653839843259911,-0.18079161478993544,0.14771597610292364
2026-07-10,BMY,BRISTOL-MYERS SQUIBB COMPANY,Health Care,57.58,60.71,0.0544,0.2927,0.29466262,-0.006660566582893934,7.0,3,Neutral,1.4909090909090927,-1.0200501253132828,1.0854214123006833,55.93,60.04,53.51,61.57,48.8,67.11,-0.028655783258075718,0.04272316776658558,-0.07068426536992012,0.06929489406043765,-0.15248350121569987,0.16550885724209796
2026-07-10,BNY,THE BANK OF NEW YORK MELLON ,Financials,151.92,169.55,0.116,0.281,0.23948283,0.17336178130181623,22.0,2,Neutral,1.480357142857148,1.0325138778747047,1.3326145552560658,146.32,160.21,139.31,164.94,133.37,176.64,-0.03686150605581884,0.05456819378620348,-0.08300421274354919,0.08570300157977884,-0.12210373880989989,0.16271721958925744
2026-07-10,BR,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",Industrials,147.47,143.42,-0.0275,0.3759,0.28391557,0.3239851551642623,-2.0,1,Neutral,1.145911949685538,-2.8882438316400525,-1.2925468314069346,139.52,156.58,127.57,154.36,115.04,172.56,-0.053909269681969185,0.06177527632738866,-0.13494270021021226,0.046721367057706686,-0.21990913406116497,0.17013629890825266
2026-07-10,BRK.B,"BERKSHIRE HATHAWAY INC.,",Financials,493.71,524.09,0.0615,0.1743,0.15464946,0.1270650411582428,0.0,2,Neutral,2.8384728340675442,3.00086805555556,1.372926343729265,486.9,513.04,482.19,528.28,433.43,576.47,-0.013793522513216305,0.03915253893986348,-0.023333535881387868,0.07002086244961614,-0.12209596726823435,0.1676287699256649
