Ticker,Ticker_name,Category,Date,Sharpe_Rank,previous_Sharpe_Rank,Sharpe_Rank_daily_change
PFF,ISHARES:PREF AND INC SEC,Bonds,2026-07-28,37.7,49.8,-12.099999999999994
STIP,ISHARES:0-5 TIPS BD ETF,Bonds,2026-07-28,23.8,24.0,-0.1999999999999993
SHY,ISHARES:1-3 TRS BD ETF,Bonds,2026-07-28,23.6,15.3,8.3
HYG,ISHARES:IBOXX $HY CORP,Bonds,2026-07-28,8.1,8.1,0.0
JNK,SPDR BBG HIGH YIELD BD,Bonds,2026-07-28,6.5,6.2,0.2999999999999998
IEF,ISHARES:7-10 TRS BD ETF,Bonds,2026-07-28,5.0,3.0,2.0
MUB,ISHARES:NATL MUNI BOND,Bonds,2026-07-28,4.6,3.8,0.7999999999999998
TLT,ISHARES:20+ TRS BD ETF,Bonds,2026-07-28,2.2,0.6,1.6
LQD,ISHARES:IBOXX $IG CORP,Bonds,2026-07-28,1.4,0.6,0.7999999999999999
EDV,VANGUARD EXT DUR T;ETF,Bonds,2026-07-28,1.4,1.0,0.3999999999999999
TIP,ISHARES:TIPS BD ETF,Bonds,2026-07-28,1.4,1.0,0.3999999999999999
SCHP,SCHWAB STR:US TIPS,Bonds,2026-07-28,1.0,0.6,0.4
HYD,VANECK:HIGH YIELD MUNI,Bonds,2026-07-28,1.0,1.0,0.0
WEAT,TEUCRIUM:WHEAT,Commodities,2026-07-28,99.0,94.6,4.400000000000006
CORN,TEUCRIUM:CORN,Commodities,2026-07-28,98.2,85.5,12.700000000000003
TAGS,TEUCRIUM:AGRICULTURAL,Commodities,2026-07-28,90.7,83.9,6.799999999999997
COMT,ISHARES:GSCI COMM DYN RS,Commodities,2026-07-28,85.1,89.1,-4.0
DBC,INVESCO DB CM IDX,Commodities,2026-07-28,81.9,87.1,-5.199999999999989
SOYB,TEUCRIUM:SOYBEAN,Commodities,2026-07-28,79.2,70.0,9.200000000000003
DBA,INVESCO DB MS AGRI,Commodities,2026-07-28,76.0,65.7,10.299999999999997
USO,UNITED STATES OIL FUND,Commodities,2026-07-28,73.6,83.5,-9.900000000000006
DBB,INVESCO DB MS BMTL,Commodities,2026-07-28,57.7,57.3,0.4000000000000057
PPLT,ABRDN:PHYSICAL PLATINUM,Commodities,2026-07-28,57.3,51.8,5.5
CPER,UNITED STATES COPPER IDX,Commodities,2026-07-28,54.2,60.9,-6.699999999999996
GLD,SPDR GOLD,Commodities,2026-07-28,41.9,42.7,-0.8000000000000043
CANE,TEUCRIUM:SUGAR,Commodities,2026-07-28,39.5,55.4,-15.899999999999999
GDXJ,VANECK:JR GOLD MINERS,Commodities,2026-07-28,33.9,35.5,-1.6000000000000014
GDX,VANECK:GOLD MINERS,Commodities,2026-07-28,31.5,33.1,-1.6000000000000014
SLV,ISHARES:SILVER TRUST,Commodities,2026-07-28,30.0,35.1,-5.100000000000001
SILJ,ETFMG PRIME JR SILVR MNR,Commodities,2026-07-28,16.9,24.0,-7.100000000000001
URA,GLBL X URANIUM ETF,Commodities,2026-07-28,9.5,22.6,-13.100000000000001
UNG,UNITED STATES NAT GAS,Commodities,2026-07-28,5.0,3.4,1.6
OMC,OMNICOM GROUP INC.,Communication Services,2026-07-28,98.6,93.1,5.5
NWSA,NEWS CORP.,Communication Services,2026-07-28,93.1,84.3,8.799999999999997
EA,ELECTRONIC ARTS INC.,Communication Services,2026-07-28,90.3,90.9,-0.6000000000000085
T,AT&T INC.,Communication Services,2026-07-28,88.7,80.0,8.700000000000003
FOXA,FOX ,Communication Services,2026-07-28,85.5,84.3,1.2000000000000028
VZ,VERIZON COMMUNICATIONS INC.,Communication Services,2026-07-28,83.9,62.5,21.400000000000006
TTD,"THE TRADE DESK, INC.",Communication Services,2026-07-28,79.4,68.1,11.300000000000011
TMUS,"T-MOBILE US, INC.",Communication Services,2026-07-28,79.2,63.5,15.700000000000003
DIS,THE WALT DISNEY COMPANY,Communication Services,2026-07-28,73.2,56.9,16.300000000000004
META,"META PLATFORMS, INC.",Communication Services,2026-07-28,71.0,78.4,-7.400000000000006
NFLX,"NETFLIX, INC.",Communication Services,2026-07-28,70.8,62.9,7.899999999999999
CMCSA,COMCAST ,Communication Services,2026-07-28,66.3,64.5,1.7999999999999972
CHTR,"CHARTER COMMUNICATIONS, INC.",Communication Services,2026-07-28,59.7,64.5,-4.799999999999997
TTWO,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",Communication Services,2026-07-28,44.2,51.0,-6.799999999999997
LYV,"LIVE NATION ENTERTAINMENT, INC.",Communication Services,2026-07-28,28.4,35.5,-7.100000000000001
GOOGL,ALPHABET INC.,Communication Services,2026-07-28,20.4,25.6,-5.200000000000003
PSKY,PARAMOUNT SKYDANCE ,Communication Services,2026-07-28,11.3,14.1,-2.799999999999999
WBD,"WARNER BROS. DISCOVERY, INC.",Communication Services,2026-07-28,7.7,7.3,0.40000000000000036
SATS,ECHOSTAR CORPORATION,Communication Services,2026-07-28,2.2,6.9,-4.7
TKO,"TKO GROUP HOLDINGS, INC.",Communication Services,2026-07-28,1.0,0.6,0.4
DPZ,"DOMINO'S PIZZA, INC.",Consumer Discretionary,2026-07-28,99.8,99.4,0.3999999999999915
ROST,"ROSS STORES, INC.",Consumer Discretionary,2026-07-28,99.0,97.8,1.2000000000000028
BBY,"BEST BUY CO., INC.",Consumer Discretionary,2026-07-28,97.8,97.4,0.3999999999999915
GM,GENERAL MOTORS COMPANY,Consumer Discretionary,2026-07-28,89.9,81.0,8.900000000000006
BKNG,BOOKING HOLDINGS INC.,Consumer Discretionary,2026-07-28,87.1,68.1,19.0
LULU,LULULEMON ATHLETICA INC.,Consumer Discretionary,2026-07-28,86.3,68.1,18.200000000000003
NKE,"NIKE, INC.",Consumer Discretionary,2026-07-28,84.7,83.9,0.7999999999999972
F,FORD MOTOR COMPANY,Consumer Discretionary,2026-07-28,84.7,69.6,15.100000000000009
HAS,"HASBRO, INC.",Consumer Discretionary,2026-07-28,84.7,66.5,18.200000000000003
GRMN,GARMIN LTD,Consumer Discretionary,2026-07-28,80.8,64.1,16.700000000000003
ULTA,"ULTA BEAUTY, INC.",Consumer Discretionary,2026-07-28,80.0,35.9,44.1
LVS,LAS VEGAS SANDS CORP.,Consumer Discretionary,2026-07-28,76.0,67.7,8.299999999999997
TJX,"THE TJX COMPANIES, INC.",Consumer Discretionary,2026-07-28,75.2,37.1,38.1
TSCO,TRACTOR SUPPLY COMPANY,Consumer Discretionary,2026-07-28,71.2,76.4,-5.200000000000003
EXPE,"EXPEDIA GROUP, INC.",Consumer Discretionary,2026-07-28,70.0,51.0,19.0
GPC,GENUINE PARTS COMPANY,Consumer Discretionary,2026-07-28,69.2,67.3,1.9000000000000057
CVNA,CARVANA CO.,Consumer Discretionary,2026-07-28,66.9,64.1,2.8000000000000114
MCD,MCDONALD'S ,Consumer Discretionary,2026-07-28,65.7,53.0,12.700000000000003
DASH,"DOORDASH, INC.",Consumer Discretionary,2026-07-28,64.1,55.0,9.099999999999994
ABNB,"AIRBNB, INC.",Consumer Discretionary,2026-07-28,63.7,53.6,10.100000000000001
EBAY,EBAY INC.,Consumer Discretionary,2026-07-28,62.7,60.1,2.6000000000000014
APTV,APTIV PLC,Consumer Discretionary,2026-07-28,61.3,37.5,23.799999999999997
CMG,"CHIPOTLE MEXICAN GRILL, INC.",Consumer Discretionary,2026-07-28,60.9,58.9,2.0
ORLY,"O'REILLY AUTOMOTIVE, INC.",Consumer Discretionary,2026-07-28,60.1,60.1,0.0
RCL,ROYAL CARIBBEAN CRUISES LTD.,Consumer Discretionary,2026-07-28,59.7,41.5,18.200000000000003
DECK,DECKERS OUTDOOR ,Consumer Discretionary,2026-07-28,56.9,31.9,25.0
MAR,"MARRIOTT INTERNATIONAL, INC.",Consumer Discretionary,2026-07-28,54.6,45.8,8.800000000000004
DRI,"DARDEN RESTAURANTS, INC.",Consumer Discretionary,2026-07-28,54.6,32.7,21.9
WYNN,"WYNN RESORTS, LIMITED",Consumer Discretionary,2026-07-28,51.4,47.8,3.6000000000000014
TPR,"TAPESTRY, INC.",Consumer Discretionary,2026-07-28,51.4,46.2,5.199999999999996
LOW,"LOWE'S COMPANIES, INC.",Consumer Discretionary,2026-07-28,50.4,32.7,17.699999999999996
AZO,"AUTOZONE, INC.",Consumer Discretionary,2026-07-28,49.4,47.8,1.6000000000000014
HD,"THE HOME DEPOT, INC.",Consumer Discretionary,2026-07-28,44.6,35.9,8.700000000000003
NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD.,Consumer Discretionary,2026-07-28,42.3,34.3,8.0
SBUX,STARBUCKS ,Consumer Discretionary,2026-07-28,37.9,38.3,-0.3999999999999986
CCL,CARNIVAL CORP,Consumer Discretionary,2026-07-28,37.5,27.2,10.3
LEN,LENNAR ,Consumer Discretionary,2026-07-28,36.3,17.7,18.599999999999998
PHM,"PULTEGROUP, INC.",Consumer Discretionary,2026-07-28,35.5,29.2,6.300000000000001
WSM,"WILLIAMS-SONOMA, INC.",Consumer Discretionary,2026-07-28,33.9,31.5,2.3999999999999986
NVR,"NVR, INC.",Consumer Discretionary,2026-07-28,32.7,25.2,7.5000000000000036
AMZN,"AMAZON.COM, INC.",Consumer Discretionary,2026-07-28,26.8,42.3,-15.499999999999996
HLT,HILTON WORLDWIDE HOLDINGS INC.,Consumer Discretionary,2026-07-28,25.2,34.7,-9.500000000000004
DHI,"D.R. HORTON, INC.",Consumer Discretionary,2026-07-28,21.6,10.9,10.700000000000001
RL,RALPH LAUREN ,Consumer Discretionary,2026-07-28,14.7,10.9,3.799999999999999
YUM,"YUM! BRANDS, INC.",Consumer Discretionary,2026-07-28,12.1,12.5,-0.40000000000000036
MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,2026-07-28,3.0,16.5,-13.5
TSLA,"TESLA, INC.",Consumer Discretionary,2026-07-28,1.0,8.1,-7.1
KHC,THE KRAFT HEINZ COMPANY,Consumer Staples,2026-07-28,97.0,95.0,2.0
CAG,"CONAGRA BRANDS, INC.",Consumer Staples,2026-07-28,93.5,90.3,3.200000000000003
TAP,MOLSON COORS BEVERAGE COMPANY,Consumer Staples,2026-07-28,87.9,48.2,39.7
KR,THE KROGER CO.,Consumer Staples,2026-07-28,84.3,68.1,16.200000000000003
GIS,"GENERAL MILLS, INC.",Consumer Staples,2026-07-28,82.3,75.6,6.700000000000003
PM,PHILIP MORRIS INTERNATIONAL INC.,Consumer Staples,2026-07-28,80.8,76.4,4.3999999999999915
ADM,ARCHER-DANIELS-MIDLAND COMPANY.,Consumer Staples,2026-07-28,79.2,80.4,-1.2000000000000028
KO,THE COCA-COLA COMPANY,Consumer Staples,2026-07-28,76.4,53.0,23.400000000000006
CLX,THE CLOROX COMPANY,Consumer Staples,2026-07-28,75.6,63.3,12.299999999999997
MDLZ,"MONDELEZ INTERNATIONAL, INC.",Consumer Staples,2026-07-28,74.4,59.3,15.100000000000009
EL,THE ESTEE LAUDER COMPANIES INC.,Consumer Staples,2026-07-28,72.8,58.5,14.299999999999997
BG,BUNGE LIMITED,Consumer Staples,2026-07-28,72.6,67.7,4.8999999999999915
COST,COSTCO WHOLESALE ,Consumer Staples,2026-07-28,72.0,60.3,11.700000000000003
CHD,"CHURCH & DWIGHT CO., INC.",Consumer Staples,2026-07-28,72.0,46.2,25.799999999999997
TGT,TARGET ,Consumer Staples,2026-07-28,71.8,33.5,38.3
KVUE,KENVUE INC.,Consumer Staples,2026-07-28,71.2,60.1,11.100000000000001
KMB,KIMBERLY-CLARK ,Consumer Staples,2026-07-28,70.8,68.1,2.700000000000003
DG,DOLLAR GENERAL ,Consumer Staples,2026-07-28,70.6,56.9,13.699999999999996
TSN,"TYSON FOODS, INC.",Consumer Staples,2026-07-28,69.2,66.9,2.299999999999997
SJM,THE J. M. SMUCKER COMPANY,Consumer Staples,2026-07-28,68.5,61.3,7.200000000000003
PEP,"PEPSICO, INC.",Consumer Staples,2026-07-28,66.9,54.2,12.700000000000003
BF.B,BROWN-FORMAN ,Consumer Staples,2026-07-28,64.9,43.1,21.800000000000004
CASY,"CASEY'S GENERAL STORES, INC.",Consumer Staples,2026-07-28,63.7,62.9,0.8000000000000043
PG,THE PROCTER & GAMBLE COMPANY,Consumer Staples,2026-07-28,63.5,60.9,2.6000000000000014
SYY,SYSCO ,Consumer Staples,2026-07-28,61.3,56.5,4.799999999999997
MKC,"MCCORMICK & COMPANY, INC.",Consumer Staples,2026-07-28,57.7,58.9,-1.1999999999999957
HSY,THE HERSHEY COMPANY,Consumer Staples,2026-07-28,56.5,55.4,1.1000000000000014
HRL,HORMEL FOODS ,Consumer Staples,2026-07-28,55.4,60.5,-5.100000000000001
CL,COLGATE-PALMOLIVE COMPANY,Consumer Staples,2026-07-28,54.2,51.6,2.6000000000000014
DLTR,"DOLLAR TREE, INC.",Consumer Staples,2026-07-28,53.4,50.2,3.1999999999999957
MO,"ALTRIA GROUP, INC.",Consumer Staples,2026-07-28,47.4,33.1,14.299999999999997
STZ,"CONSTELLATION BRANDS, INC.",Consumer Staples,2026-07-28,38.1,15.7,22.400000000000002
WMT,WALMART INC.,Consumer Staples,2026-07-28,36.3,22.2,14.099999999999998
KDP,KEURIG DR PEPPER INC.,Consumer Staples,2026-07-28,26.0,16.9,9.100000000000001
MNST,MONSTER BEVERAGE ,Consumer Staples,2026-07-28,22.4,19.2,3.1999999999999993
FXC,INVESCO:CANADIAN DOLLAR,Currencies,2026-07-28,77.2,72.0,5.200000000000003
FXA,INVESCO:AU DOLLAR,Currencies,2026-07-28,67.7,70.4,-2.700000000000003
FXB,INVESCO:GBP STERLING,Currencies,2026-07-28,55.8,68.5,-12.700000000000003
UUP,INVESCO DB USD IDX BL,Currencies,2026-07-28,54.6,49.0,5.600000000000001
FXE,INVESCO:EURO,Currencies,2026-07-28,44.6,50.2,-5.600000000000001
FXY,INVESCO:JAPANESE YEN,Currencies,2026-07-28,33.9,30.8,3.099999999999998
PSX,PHILLIPS 66,Energy,2026-07-28,94.6,96.2,-1.6000000000000085
XOM,EXXON MOBIL ,Energy,2026-07-28,91.1,94.6,-3.5
CVX,CHEVRON ,Energy,2026-07-28,89.9,89.1,0.8000000000000114
MPC,MARATHON PETROLEUM ,Energy,2026-07-28,87.5,95.0,-7.5
COP,CONOCOPHILLIPS,Energy,2026-07-28,81.2,80.8,0.4000000000000057
OXY,OCCIDENTAL PETROLEUM ,Energy,2026-07-28,76.0,76.0,0.0
VLO,VALERO ENERGY ,Energy,2026-07-28,71.6,83.9,-12.300000000000011
EOG,"EOG RESOURCES, INC.",Energy,2026-07-28,71.2,71.2,0.0
EXE,EXPAND ENERGY ,Energy,2026-07-28,66.5,72.4,-5.900000000000006
FANG,"DIAMONDBACK ENERGY, INC.",Energy,2026-07-28,62.1,74.4,-12.300000000000004
APA,APA ,Energy,2026-07-28,58.9,53.4,5.5
EQT,EQT ,Energy,2026-07-28,58.5,56.5,2.0
SLB,SCHLUMBERGER N.V.,Energy,2026-07-28,58.5,69.6,-11.099999999999994
BKR,BAKER HUGHES COMPANY,Energy,2026-07-28,52.4,65.3,-12.899999999999999
OKE,"ONEOK, INC.",Energy,2026-07-28,47.0,47.8,-0.7999999999999972
DVN,DEVON ENERGY ,Energy,2026-07-28,46.2,49.4,-3.1999999999999957
KMI,"KINDER MORGAN, INC.",Energy,2026-07-28,28.4,13.3,15.099999999999998
TPL,TEXAS PACIFIC LAND ,Energy,2026-07-28,27.2,55.0,-27.8
TRGP,TARGA RESOURCES CORP.,Energy,2026-07-28,18.5,26.0,-7.5
WMB,"THE WILLIAMS COMPANIES, INC.",Energy,2026-07-28,11.3,5.0,6.300000000000001
HAL,HALLIBURTON COMPANY,Energy,2026-07-28,8.9,11.7,-2.799999999999999
AMP,"AMERIPRISE FINANCIAL, INC.",Financials,2026-07-28,99.8,99.4,0.3999999999999915
RJF,"RAYMOND JAMES FINANCIAL, INC.",Financials,2026-07-28,99.8,99.8,0.0
CBOE,"CBOE GLOBAL MARKETS, INC.",Financials,2026-07-28,99.8,95.8,4.0
ICE,"INTERCONTINENTAL EXCHANGE, INC.",Financials,2026-07-28,99.8,99.8,0.0
KKR,KKR & CO. INC.,Financials,2026-07-28,99.8,93.1,6.700000000000003
AON,AON PLC,Financials,2026-07-28,99.8,97.0,2.799999999999997
FIS,FIDELITY NATIONAL INFORMATION SERVICES,Financials,2026-07-28,99.8,97.8,2.0
WTW,WILLIS TOWERS WATSON,Financials,2026-07-28,99.8,97.4,2.3999999999999915
BLK,"BLACKROCK, INC.",Financials,2026-07-28,99.4,92.3,7.1000000000000085
MRSH,"MARSH & MCLENNAN COMPANIES, INC.",Financials,2026-07-28,99.4,93.3,6.1000000000000085
NDAQ,"NASDAQ, INC.",Financials,2026-07-28,99.0,94.2,4.799999999999997
CPAY,"FLEETCOR TECHNOLOGIES, INC.",Financials,2026-07-28,98.6,98.6,0.0
ARES,ARES MANAGEMENT CORP,Financials,2026-07-28,98.6,96.2,2.3999999999999915
SCHW,THE CHARLES SCHWAB ,Financials,2026-07-28,98.6,98.2,0.3999999999999915
FDS,FACTSET RESEARCH SYSTEMS INC.,Financials,2026-07-28,98.6,89.1,9.5
BX,BLACKSTONE INC,Financials,2026-07-28,98.2,97.0,1.2000000000000028
JPM,JPMORGAN CHASE & CO.,Financials,2026-07-28,98.2,94.2,4.0
PRU,"PRUDENTIAL FINANCIAL, INC.",Financials,2026-07-28,98.2,97.4,0.7999999999999972
MET,"METLIFE, INC.",Financials,2026-07-28,98.2,93.1,5.1000000000000085
MA,MASTERCARD INC..,Financials,2026-07-28,96.6,97.0,-0.4000000000000057
