Ticker,Ticker_name,Category,Date,Sharpe_Rank,previous_Sharpe_Rank,Sharpe_Rank_daily_change
KEYS,"KEYSIGHT TECHNOLOGIES, INC.",Information Technology,2026-07-28,3.4,17.3,-13.9
STX,SEAGATE TECHNOLOGY HOLDINGS,Information Technology,2026-07-28,1.8,9.7,-7.8999999999999995
LITE,LUMENTUM HOLDINGS INC.,Information Technology,2026-07-28,1.6,6.2,-4.6
WDC,WESTERN DIGITAL ,Information Technology,2026-07-28,1.4,3.0,-1.6
MRVL,"MARVELL TECHNOLOGY, INC.",Information Technology,2026-07-28,1.0,3.8,-2.8
JBL,JABIL INC.,Information Technology,2026-07-28,1.0,6.9,-5.9
Q,"QNITY ELECTRONICS, INC.",Information Technology,2026-07-28,0.9,2.7,-1.8000000000000003
CIEN,CIENA CORPORATION,Information Technology,2026-07-28,0.6,1.0,-0.4
MU,"MICRON TECHNOLOGY, INC.",Information Technology,2026-07-28,0.6,3.4,-2.8
INTC,INTEL ,Information Technology,2026-07-28,0.2,1.0,-0.8
AMAT,"APPLIED MATERIALS, INC.",Information Technology,2026-07-28,0.2,7.7,-7.5
LRCX,LAM RESEARCH ,Information Technology,2026-07-28,0.2,0.2,0.0
SNDK,SANDISK CORPORATION,Information Technology,2026-07-28,0.2,0.2,0.0
COHR,COHERENT CORP.,Information Technology,2026-07-28,0.2,0.6,-0.39999999999999997
FLEX,FLEX LTD.,Information Technology,2026-07-28,0.2,2.6,-2.4
TER,"TERADYNE, INC.",Information Technology,2026-07-28,0.2,0.6,-0.39999999999999997
KLAC,KLA ,Information Technology,2026-07-28,0.2,0.2,0.0
GLW,CORNING INC.,Information Technology,2026-07-28,0.2,0.2,0.0
CALM,"CAL-MAINE FOODS, INC.",MR Discretion,2026-07-28,99.0,91.9,7.099999999999994
GGB,GERDAU SA,MR Discretion,2026-07-28,93.8,89.5,4.299999999999997
ROKU,"ROKU, INC.",MR Discretion,2026-07-28,86.3,87.1,-0.7999999999999972
NOV,NOV INC.,MR Discretion,2026-07-28,82.7,90.7,-8.0
STNG,SCORPIO TANKERS INC.,MR Discretion,2026-07-28,79.6,57.3,22.299999999999997
SBLK,STAR BULK CARRIERS CORP.,MR Discretion,2026-07-28,79.6,69.2,10.399999999999991
TDW,TIDEWATER INC.,MR Discretion,2026-07-28,78.8,93.1,-14.299999999999997
CMRE,COSTAMARE INC.,MR Discretion,2026-07-28,77.2,72.8,4.400000000000006
ICL,ICL GROUP LTD,MR Discretion,2026-07-28,76.4,66.9,9.5
PBR,BRAZILIAN PETROLEUM  - PETROBRAS,MR Discretion,2026-07-28,75.6,73.2,2.3999999999999915
SM,SM ENERGY COMPANY,MR Discretion,2026-07-28,75.2,78.4,-3.200000000000003
EC,ECOPETROL SA,MR Discretion,2026-07-28,75.2,70.0,5.200000000000003
STLA,STELLANTIS NV,MR Discretion,2026-07-28,72.8,63.7,9.099999999999994
PAM,PAMPA ENERGIA SA,MR Discretion,2026-07-28,71.4,83.5,-12.099999999999994
CMBT,CMB.TECH NV,MR Discretion,2026-07-28,70.8,69.6,1.2000000000000028
XOP,SPDR S&P OIL&GAS EXP,MR Discretion,2026-07-28,68.8,82.3,-13.5
FTI,TECHNIPFMC PLC,MR Discretion,2026-07-28,68.1,82.3,-14.200000000000003
DHT,"DHT HOLDINGS, INC.",MR Discretion,2026-07-28,67.3,51.8,15.5
ASC,ARDMORE SHIPPING ,MR Discretion,2026-07-28,65.7,53.0,12.700000000000003
FRO,FRONTLINE PLC,MR Discretion,2026-07-28,65.5,57.3,8.200000000000003
HLX,"HELIX ENERGY SOLUTIONS GROUP, INC.",MR Discretion,2026-07-28,62.1,83.1,-20.999999999999993
GEOS,GEOSPACE TECHNOLOGIES ,MR Discretion,2026-07-28,57.7,69.2,-11.5
CRESY,CRESUD INC.,MR Discretion,2026-07-28,54.2,60.7,-6.5
CNR,"CORE NATURAL RESOURCES, INC.",MR Discretion,2026-07-28,53.4,53.4,0.0
BTI,BRITISH AMERICAN TOBACCO P.L.C.,MR Discretion,2026-07-28,45.8,31.5,14.299999999999997
BTU,PEABODY ENERGY ,MR Discretion,2026-07-28,45.8,38.5,7.299999999999997
VAL,VALARIS LIMITED,MR Discretion,2026-07-28,45.0,53.8,-8.799999999999997
GNK,GENCO SHIPPING & TRADING LIMITED,MR Discretion,2026-07-28,40.3,48.2,-7.900000000000006
TS,TENARIS SA,MR Discretion,2026-07-28,39.1,46.2,-7.100000000000001
TECK,TECK RESOURCES LIMITED,MR Discretion,2026-07-28,37.1,43.1,-6.0
RIG,TRANSOCEAN LTD,MR Discretion,2026-07-28,30.0,48.6,-18.6
GLATF,GLOBAL ATOMIC ,MR Discretion,2026-07-28,22.0,22.4,-0.3999999999999986
SD,"SANDRIDGE ENERGY, INC.",MR Discretion,2026-07-28,18.1,39.1,-21.0
URNM,SPROTT URANIUM MINERS,MR Discretion,2026-07-28,17.3,28.8,-11.5
XES,SPDR S&P OIL&GAS E&S,MR Discretion,2026-07-28,9.7,16.5,-6.800000000000001
CCJ,CAMECO ,MR Discretion,2026-07-28,2.6,3.0,-0.3999999999999999
MP,MP MATERIALS CORP,MR Discretion,2026-07-28,2.2,6.9,-4.7
CF,"CF INDUSTRIES HOLDINGS, INC.",Materials,2026-07-28,92.7,85.9,6.799999999999997
IP,INTERNATIONAL PAPER COMPANY,Materials,2026-07-28,89.9,77.2,12.700000000000003
AMCR,AMCOR PLC,Materials,2026-07-28,83.9,68.1,15.800000000000011
NUE,NUCOR ,Materials,2026-07-28,81.3,43.8,37.5
LYB,LYONDELLBASELL INDUSTRIES NV,Materials,2026-07-28,79.6,69.6,10.0
CTVA,"CORTEVA, INC.",Materials,2026-07-28,76.4,74.8,1.6000000000000085
APD,"AIR PRODUCTS AND CHEMICALS, INC.",Materials,2026-07-28,75.2,66.1,9.100000000000009
SW,SMURFIT WESTROCK PUBLIC LIMITED COMPANY,Materials,2026-07-28,74.8,65.3,9.5
MOS,THE MOSAIC COMPANY,Materials,2026-07-28,74.0,61.7,12.299999999999997
BALL,BALL ,Materials,2026-07-28,72.4,66.9,5.5
STLD,"STEEL DYNAMICS, INC.",Materials,2026-07-28,69.2,33.5,35.7
AVY,AVERY DENNISON ,Materials,2026-07-28,68.1,47.4,20.699999999999996
PKG,PACKAGING  OF AMERICA,Materials,2026-07-28,67.7,60.9,6.800000000000004
DD,"DUPONT DE NEMOURS, INC.",Materials,2026-07-28,61.7,47.4,14.300000000000004
IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC.,Materials,2026-07-28,59.7,44.6,15.100000000000001
DOW,DOW INC.,Materials,2026-07-28,58.9,44.8,14.100000000000001
SHW,THE SHERWIN-WILLIAMS COMPANY,Materials,2026-07-28,58.9,32.3,26.6
ECL,ECOLAB INC.,Materials,2026-07-28,53.4,22.8,30.599999999999998
FCX,FREEPORT-MCMORAN INC.,Materials,2026-07-28,45.4,46.6,-1.2000000000000028
PPG,"PPG INDUSTRIES, INC.",Materials,2026-07-28,44.6,33.5,11.100000000000001
LIN,LINDE PUBLIC LIMITED COMPANY,Materials,2026-07-28,40.3,22.4,17.9
MLM,"MARTIN MARIETTA MATERIALS, INC.",Materials,2026-07-28,39.1,18.5,20.6
CRH,CRH PUBLIC LIMITED COMPANY,Materials,2026-07-28,23.6,15.7,7.900000000000002
VMC,VULCAN MATERIALS COMPANY,Materials,2026-07-28,22.4,11.9,10.499999999999998
NEM,NEWMONT ,Materials,2026-07-28,21.6,22.8,-1.1999999999999993
ALB,ALBEMARLE ,Materials,2026-07-28,6.9,7.3,-0.39999999999999947
CSGP,"COSTAR GROUP, INC.",Real Estate,2026-07-28,91.9,75.4,16.5
VTR,"VENTAS, INC.",Real Estate,2026-07-28,77.6,89.5,-11.900000000000006
AMT,AMERICAN TOWER ,Real Estate,2026-07-28,74.4,42.7,31.700000000000003
CBRE,"CBRE GROUP, INC.",Real Estate,2026-07-28,72.8,57.7,15.099999999999994
DOC,"HEALTHDOC PROPERTIES, INC.",Real Estate,2026-07-28,70.2,70.8,-0.5999999999999943
O,REALTY INCOME ,Real Estate,2026-07-28,69.6,65.7,3.8999999999999915
BXP,"BOSTON PROPERTIES, INC.",Real Estate,2026-07-28,68.5,62.5,6.0
WELL,WELLTOWER INC.,Real Estate,2026-07-28,68.5,76.8,-8.299999999999997
PLD,"PROLOGIS, INC.",Real Estate,2026-07-28,67.5,61.7,5.799999999999997
VICI,VICI PROPERTIES INC.,Real Estate,2026-07-28,64.1,55.0,9.099999999999994
EXR,EXTRA SPACE STORAGE INC.,Real Estate,2026-07-28,61.9,41.1,20.799999999999997
WY,WEYERHAEUSER COMPANY,Real Estate,2026-07-28,59.7,31.2,28.500000000000004
SBAC,SBA COMMUNICATIONS ,Real Estate,2026-07-28,57.5,33.1,24.4
DLR,"DIGITAL REALTY TRUST, INC.",Real Estate,2026-07-28,57.3,58.1,-0.8000000000000043
PSA,PUBLIC STORAGE.,Real Estate,2026-07-28,56.2,47.4,8.800000000000004
SPG,"SIMON PROPERTY GROUP, INC.",Real Estate,2026-07-28,55.4,43.5,11.899999999999999
KIM,KIMCO REALTY .,Real Estate,2026-07-28,51.0,52.6,-1.6000000000000014
ARE,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",Real Estate,2026-07-28,51.0,32.3,18.700000000000003
CCI,CROWN CASTLE INC.,Real Estate,2026-07-28,45.0,23.2,21.8
AVB,"AVALONBAY COMMUNITIES, INC.",Real Estate,2026-07-28,43.8,43.8,0.0
HST,"HOST HOTELS & RESORTS, INC.",Real Estate,2026-07-28,43.3,34.3,9.0
ESS,"ESSEX PROPERTY TRUST, INC.",Real Estate,2026-07-28,41.5,31.2,10.3
EQR,EQUITY RESIDENTIAL,Real Estate,2026-07-28,40.7,33.9,6.800000000000004
INVH,INVITATION HOMES INC.,Real Estate,2026-07-28,39.5,33.9,5.600000000000001
REG,REGENCY CENTERS ,Real Estate,2026-07-28,39.5,47.4,-7.899999999999999
FRT,FEDERAL REALTY INVESTMENT TRUST,Real Estate,2026-07-28,37.1,47.0,-9.899999999999999
UDR,"UDR, INC.",Real Estate,2026-07-28,34.7,39.5,-4.799999999999997
IRM,IRON MOUNTAIN INC.,Real Estate,2026-07-28,34.3,31.5,2.799999999999997
CPT,CAMDEN PROPERTY TRUST,Real Estate,2026-07-28,33.5,26.0,7.5
MAA,"MID-AMERICA APARTMENT COMMUNITIES, INC.",Real Estate,2026-07-28,31.9,23.6,8.299999999999997
EQIX,"EQUINIX, INC.",Real Estate,2026-07-28,18.8,20.4,-1.5999999999999979
XLF,SEL SECTOR:FINL S SPDR,Sector & Style ETFs,2026-07-28,97.0,95.0,2.0
POWA,INVESCO BLOOMBERG PRICING POWER,Sector & Style ETFs,2026-07-28,96.0,76.4,19.599999999999994
IWD,ISHARES:RUSS 1000 VL ETF,Sector & Style ETFs,2026-07-28,91.5,78.8,12.700000000000003
SDY,SPDR S&P DIVIDEND,Sector & Style ETFs,2026-07-28,82.3,65.7,16.599999999999994
SPLV,INVESCO S&P500 LOWVL,Sector & Style ETFs,2026-07-28,82.3,70.4,11.899999999999991
XLE,SEL SECTOR:ENERGY SPDR,Sector & Style ETFs,2026-07-28,77.2,81.5,-4.299999999999997
XLP,SEL SECTOR:C STP SPDR,Sector & Style ETFs,2026-07-28,72.0,52.2,19.799999999999997
XLRE,SEL SECTOR:RL EST SPDR,Sector & Style ETFs,2026-07-28,71.4,58.9,12.500000000000007
RSP,INVESCO S&P500 EWGHT,Sector & Style ETFs,2026-07-28,69.2,71.6,-2.3999999999999915
XLV,SEL SECTOR:H CARE SPDR,Sector & Style ETFs,2026-07-28,65.3,52.6,12.699999999999996
XLB,SEL SECTOR:MATRLS SPDR,Sector & Style ETFs,2026-07-28,64.9,43.1,21.800000000000004
XLC,SEL SECTOR:COMM SVC SPDR,Sector & Style ETFs,2026-07-28,64.1,62.1,1.999999999999993
OEF,ISHARES:S&P 100,Sector & Style ETFs,2026-07-28,41.9,56.5,-14.600000000000001
DIA,SPDR DOW JONES INDUS AVG,Sector & Style ETFs,2026-07-28,39.9,30.8,9.099999999999998
XLU,SEL SECTOR:UTIL SPDR,Sector & Style ETFs,2026-07-28,39.1,38.7,0.3999999999999986
QUAL,ISHARES:MSCI USA QF,Sector & Style ETFs,2026-07-28,30.0,56.5,-26.5
SPY,SPDR S&P 500 ETF,Sector & Style ETFs,2026-07-28,27.6,53.4,-25.799999999999997
XLI,SEL SECTOR:INDUST SPDR,Sector & Style ETFs,2026-07-28,27.6,48.6,-21.0
XLY,SEL SECTOR:C DSC SPDR,Sector & Style ETFs,2026-07-28,22.8,27.6,-4.800000000000001
MDY,SPDR S&P MIDCAP 400 ETF,Sector & Style ETFs,2026-07-28,18.8,23.2,-4.399999999999999
IWF,ISHARES:RUSS 1000 GR ETF,Sector & Style ETFs,2026-07-28,11.7,32.3,-20.599999999999998
IWM,ISHARES:RUSS 2000 ETF,Sector & Style ETFs,2026-07-28,10.5,8.5,2.0
XLK,SEL SECTOR:TECH SPDR,Sector & Style ETFs,2026-07-28,3.4,14.5,-11.1
QQQ,INVESCO QQQ TRUST 1,Sector & Style ETFs,2026-07-28,1.4,11.3,-9.9
SPHB,INVESCO S&P500 HI BE,Sector & Style ETFs,2026-07-28,1.0,5.0,-4.0
MTUM,ISHARES:MSCI USA MOM FCT,Sector & Style ETFs,2026-07-28,1.0,8.1,-7.1
SMH,VANECK:SEMICONDUCTOR,Sector & Style ETFs,2026-07-28,0.2,3.4,-3.1999999999999997
AES,THE AES ,Utilities,2026-07-28,87.5,78.6,8.900000000000006
AWK,"AMERICAN WATER WORKS COMPANY, INC.",Utilities,2026-07-28,80.2,65.7,14.5
EIX,EDISON INTERNATIONAL,Utilities,2026-07-28,78.0,64.9,13.099999999999994
PCG,PG&E ,Utilities,2026-07-28,63.3,50.6,12.699999999999996
ATO,ATMOS ENERGY ,Utilities,2026-07-28,57.7,53.0,4.700000000000003
ES,EVERSOURCE ENERGY,Utilities,2026-07-28,57.3,50.2,7.099999999999994
D,"DOMINION ENERGY, INC.",Utilities,2026-07-28,57.3,47.8,9.5
CEG,CONSTELLATION ENERGY,Utilities,2026-07-28,56.5,65.7,-9.200000000000003
FE,FIRSTENERGY CORP.,Utilities,2026-07-28,54.6,45.0,9.600000000000001
DUK,DUKE ENERGY ,Utilities,2026-07-28,52.2,48.6,3.6000000000000014
EXC,EXELON ,Utilities,2026-07-28,51.4,45.4,6.0
SO,THE SOUTHERN COMPANY,Utilities,2026-07-28,48.2,44.2,4.0
NEE,"NEXTERA ENERGY, INC.",Utilities,2026-07-28,47.4,43.1,4.299999999999997
ED,"CONSOLIDATED EDISON, INC.",Utilities,2026-07-28,40.9,38.7,2.1999999999999957
PPL,PPL ,Utilities,2026-07-28,37.1,29.2,7.900000000000002
EVRG,"EVERGY, INC.",Utilities,2026-07-28,27.6,27.0,0.6000000000000014
AEE,AMEREN ,Utilities,2026-07-28,27.4,12.9,14.499999999999998
XEL,XCEL ENERGY INC.,Utilities,2026-07-28,26.8,28.0,-1.1999999999999993
PNW,PINNACLE WEST CAPITAL ,Utilities,2026-07-28,25.2,24.8,0.3999999999999986
CNP,"CENTERPOINT ENERGY, INC.",Utilities,2026-07-28,23.6,19.6,4.0
AEP,"AMERICAN ELECTRIC POWER COMPANY, INC.",Utilities,2026-07-28,19.2,19.2,0.0
WEC,"WEC ENERGY GROUP, INC.",Utilities,2026-07-28,17.3,18.1,-0.8000000000000007
CMS,CMS ENERGY ,Utilities,2026-07-28,17.3,14.5,2.8000000000000007
DTE,DTE ENERGY COMPANY,Utilities,2026-07-28,14.9,16.9,-1.9999999999999982
PEG,PUBLIC SERVICE ENTERPRISE GROUP INC.,Utilities,2026-07-28,12.5,8.9,3.5999999999999996
VST,VISTRA CORP.,Utilities,2026-07-28,12.1,30.8,-18.700000000000003
SRE,SEMPRA,Utilities,2026-07-28,11.7,13.5,-1.8000000000000007
ETR,ENTERGY ,Utilities,2026-07-28,8.5,20.0,-11.5
LNT,ALLIANT ENERGY ,Utilities,2026-07-28,8.1,8.5,-0.40000000000000036
NI,NISOURCE INC.,Utilities,2026-07-28,6.3,2.2,4.1
NRG,"NRG ENERGY, INC.",Utilities,2026-07-28,5.4,13.3,-7.9
VIX,CBOE MKT VOLATILITY IDX,Volatility,2026-07-28,59.3,53.4,5.899999999999999
VXN,CBOE NASDAQ MKT VOL NDX,Volatility,2026-07-28,32.3,20.8,11.499999999999996
TYX,30 Y TSY YLD NDX,Yields,2026-07-28,98.2,99.4,-1.2000000000000028
TNX,10 Y TSY YLD NDX,Yields,2026-07-28,96.2,98.2,-2.0
FVX,5 YR TSY YLD NDX,Yields,2026-07-28,93.8,97.0,-3.200000000000003
