Ticker,Ticker_name,Exposure,Date,qtd_pct_change
PBR,BRAZILIAN PETROLEUM  - PETROBRAS,,2026-05-20,-0.0443
PFF,ISHARES:PREF AND INC SEC,,2026-05-20,0.0261
POWA,INVESCO BLOOMBERG PRICING POWER,,2026-05-20,0.0075
PPLT,ABRDN:PHYSICAL PLATINUM,,2026-05-20,-0.0063
QAT,ISHARES:MSCI QATAR,,2026-05-20,0.0
QQQ,INVESCO QQQ TRUST 1,,2026-05-20,0.2356
QUAL,ISHARES:MSCI USA QF,,2026-05-20,0.1065
RIG,TRANSOCEAN LTD,,2026-05-20,0.1071
ROKU,"ROKU, INC.",,2026-05-20,0.3122
RSP,INVESCO S&P500 EWGHT,,2026-05-20,0.0621
RUT,RUSSELL 2000 INDEX,,2026-05-20,0.1286
SBLK,STAR BULK CARRIERS CORP.,,2026-05-20,0.162
SCHP,SCHWAB STR:US TIPS,,2026-05-20,0.0
SD,"SANDRIDGE ENERGY, INC.",,2026-05-20,-0.0484
SDY,SPDR S&P DIVIDEND,,2026-05-20,0.0149
SILJ,ETFMG PRIME JR SILVR MNR,,2026-05-20,-0.0124
SLV,ISHARES:SILVER TRUST,,2026-05-20,0.0087
SM,SM ENERGY COMPANY,,2026-05-20,0.1164
SMH,VANECK:SEMICONDUCTOR,,2026-05-20,0.4728
SOYB,TEUCRIUM:SOYBEAN,,2026-05-20,0.0283
SPHB,INVESCO S&P500 HI BE,,2026-05-20,0.1873
SPLV,INVESCO S&P500 LOWVL,,2026-05-20,0.0057
SPX,S&P 500 INDEX,,2026-05-20,0.1385
SPY,SPDR S&P 500 ETF,,2026-05-20,0.1398
STLA,STELLANTIS NV,,2026-05-20,0.0621
STNG,SCORPIO TANKERS INC.,,2026-05-20,0.094
TAGS,TEUCRIUM:AGRICULTURAL,,2026-05-20,0.0067
TDW,TIDEWATER INC.,,2026-05-20,0.0121
TECK,TECK RESOURCES LIMITED,,2026-05-20,0.183
THD,ISHARES:MSCI THAI,,2026-05-20,0.0425
TS,TENARIS SA,,2026-05-20,0.0431
TUR,ISHARES:MSCI TURKEY,,2026-05-20,0.0461
URA,GLBL X URANIUM ETF,,2026-05-20,-0.0081
URNM,SPROTT URANIUM MINERS,,2026-05-20,-0.0906
UUP,INVESCO DB USD IDX BL,,2026-05-20,-0.0018
VAL,VALARIS LIMITED,,2026-05-20,0.1178
VIX,CBOE MKT VOLATILITY IDX,,2026-05-20,-0.3093
VNM,VANECK:VIETNAM,,2026-05-20,0.1155
VXN,CBOE NASDAQ MKT VOL NDX,,2026-05-20,-0.1604
WEAT,TEUCRIUM:WHEAT,,2026-05-20,0.0564
XES,SPDR S&P OIL&GAS E&S,,2026-05-20,0.136
XLB,SEL SECTOR:MATRLS SPDR,,2026-05-20,-0.005
XLC,SEL SECTOR:COMM SVC SPDR,,2026-05-20,0.0473
XLE,SEL SECTOR:ENERGY SPDR,,2026-05-20,-0.0238
XLF,SEL SECTOR:FINL S SPDR,,2026-05-20,0.0464
XLI,SEL SECTOR:INDUST SPDR,,2026-05-20,0.0556
XLK,SEL SECTOR:TECH SPDR,,2026-05-20,0.3329
XLP,SEL SECTOR:C STP SPDR,,2026-05-20,0.0432
XLRE,SEL SECTOR:RL EST SPDR,,2026-05-20,0.0882
XLU,SEL SECTOR:UTIL SPDR,,2026-05-20,-0.0301
XLV,SEL SECTOR:H CARE SPDR,,2026-05-20,0.0035
XLY,SEL SECTOR:C DSC SPDR,,2026-05-20,0.0822
XOP,SPDR S&P OIL&GAS EXP,,2026-05-20,-0.039
