Date,Ticker,Ticker_name,Exposure,Category,model_score_wtd_change,current_model_score,previous_model_score
2026-05-19,MUB,ISHARES:NATL MUNI BOND,,Bonds,26.0,28.0,2.0
2026-05-19,NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD.,Consumer Discretionary,Consumer Discretionary,-22.0,-13.0,9.0
2026-05-19,NDAQ,"NASDAQ, INC.",Financials,Financials,-13.0,-36.0,-23.0
2026-05-19,NDSN,NORDSON ,Industrials,Industrials,0.0,25.0,25.0
2026-05-19,NDX,NASDAQ 100 INDEX,,Indices,33.0,-15.0,-48.0
2026-05-19,NEE,"NEXTERA ENERGY, INC.",Utilities,Utilities,2.0,-8.0,-10.0
2026-05-19,NEM,NEWMONT ,Materials,Materials,-20.0,9.0,29.0
2026-05-19,NFLX,"NETFLIX, INC.",Communication Services,Communication Services,18.0,32.0,14.0
2026-05-19,NI,NISOURCE INC.,Utilities,Utilities,64.0,51.0,-13.0
2026-05-19,NKE,"NIKE, INC.",Consumer Discretionary,Consumer Discretionary,10.0,4.0,-6.0
2026-05-19,NOC,NORTHROP GRUMMAN ,Industrials,Industrials,-3.0,21.0,24.0
2026-05-19,NORW,GLBL X MSCI NORWAY ETF,,Foreign,30.0,22.0,-8.0
2026-05-19,NOV,NOV INC.,,MR Discretion,-20.0,-28.0,-8.0
2026-05-19,NOW,"SERVICENOW, INC.",Information Technology,Information Technology,0.0,-29.0,-29.0
2026-05-19,NQ=F,NASDAQ 100 FUTURES,,Futures,16.0,-15.0,-31.0
2026-05-19,NRG,"NRG ENERGY, INC.",Utilities,Utilities,0.0,-53.0,-53.0
2026-05-19,NSC,NORFOLK SOUTHERN ,Industrials,Industrials,24.0,33.0,9.0
2026-05-19,NTAP,"NETAPP, INC.",Information Technology,Information Technology,-37.0,-46.0,-9.0
2026-05-19,NTRS,NORTHERN TRUST ,Financials,Financials,32.0,39.0,7.0
2026-05-19,NUE,NUCOR ,Materials,Materials,12.0,6.0,-6.0
2026-05-19,NVDA,NVIDIA ,Information Technology,Information Technology,0.0,-13.0,-13.0
2026-05-19,NVR,"NVR, INC.",Consumer Discretionary,Consumer Discretionary,9.0,3.0,-6.0
2026-05-19,NWSA,NEWS CORP.,Communication Services,Communication Services,15.0,-3.0,-18.0
2026-05-19,NXPI,NXP SEMICONDUCTORS NV,Information Technology,Information Technology,16.0,-57.0,-73.0
2026-05-19,O,REALTY INCOME ,Real Estate,Real Estate,21.0,28.0,7.0
2026-05-19,ODFL,"OLD DOMINION FREIGHT LINE, INC.",Industrials,Industrials,48.0,84.0,36.0
2026-05-19,OEF,ISHARES:S&P 100,,Sector & Style ETFs,10.0,-40.0,-50.0
2026-05-19,OKE,"ONEOK, INC.",Energy,Energy,24.0,-27.0,-51.0
2026-05-19,OMC,OMNICOM GROUP INC.,Communication Services,Communication Services,0.0,26.0,26.0
2026-05-19,ON,ON SEMICONDUCTOR ,Information Technology,Information Technology,26.0,-11.0,-37.0
2026-05-19,ORCL,ORACLE ,Information Technology,Information Technology,-2.0,-5.0,-3.0
2026-05-19,ORLY,"O'REILLY AUTOMOTIVE, INC.",Consumer Discretionary,Consumer Discretionary,-53.0,0.0,53.0
2026-05-19,OTIS,OTIS WORLDWIDE ,Industrials,Industrials,18.0,-11.0,-29.0
2026-05-19,OXY,OCCIDENTAL PETROLEUM ,Energy,Energy,-8.0,-49.0,-41.0
2026-05-19,PAM,PAMPA ENERGIA SA,,MR Discretion,-3.0,20.0,23.0
2026-05-19,PANW,"PALO ALTO NETWORKS, INC.",Information Technology,Information Technology,0.0,-9.0,-9.0
2026-05-19,PAYX,"PAYCHEX, INC.",Industrials,Industrials,8.0,6.0,-2.0
2026-05-19,PBR,BRAZILIAN PETROLEUM  - PETROBRAS,,MR Discretion,-3.0,44.0,47.0
2026-05-19,PCAR,PACCAR INC,Industrials,Industrials,52.0,6.0,-46.0
2026-05-19,PCG,PG&E ,Utilities,Utilities,-1.0,35.0,36.0
2026-05-19,PEG,PUBLIC SERVICE ENTERPRISE GROUP INC.,Utilities,Utilities,15.0,38.0,23.0
2026-05-19,PEP,"PEPSICO, INC.",Consumer Staples,Consumer Staples,-14.0,50.0,64.0
2026-05-19,PFE,PFIZER INC.,Health Care,Health Care,-13.0,-9.0,4.0
2026-05-19,PFF,ISHARES:PREF AND INC SEC,,Bonds,-23.0,18.0,41.0
2026-05-19,PFG,"PRINCIPAL FINANCIAL GROUP, INC.",Financials,Financials,-4.0,-24.0,-20.0
2026-05-19,PG,THE PROCTER & GAMBLE COMPANY,Consumer Staples,Consumer Staples,-4.0,-16.0,-12.0
2026-05-19,PGR,THE PROGRESSIVE ,Financials,Financials,0.0,7.0,7.0
2026-05-19,PH,PARKER-HANNIFIN ,Industrials,Industrials,50.0,4.0,-46.0
2026-05-19,PHM,"PULTEGROUP, INC.",Consumer Discretionary,Consumer Discretionary,40.0,-11.0,-51.0
2026-05-19,PKG,PACKAGING  OF AMERICA,Materials,Materials,1.0,3.0,2.0
2026-05-19,PLD,"PROLOGIS, INC.",Real Estate,Real Estate,-16.0,17.0,33.0
2026-05-19,PLTR,PALANTIR TECHNOLOGIES INC.,Information Technology,Information Technology,-36.0,-22.0,14.0
2026-05-19,PM,PHILIP MORRIS INTERNATIONAL INC.,Consumer Staples,Consumer Staples,0.0,-60.0,-60.0
2026-05-19,PNC,"THE PNC FINANCIAL SERVICES GROUP, INC.",Financials,Financials,-11.0,36.0,47.0
2026-05-19,PNR,PENTAIR PUBLIC LIMITED COMPANY,Industrials,Industrials,52.0,14.0,-38.0
2026-05-19,PNW,PINNACLE WEST CAPITAL ,Utilities,Utilities,49.0,17.0,-32.0
2026-05-19,PODD,INSULET ,Health Care,Health Care,-26.0,22.0,48.0
2026-05-19,POOL,POOL ,Consumer Discretionary,Consumer Discretionary,13.0,0.0,-13.0
2026-05-19,POWA,INVESCO BLOOMBERG PRICING POWER,,Sector & Style ETFs,-34.0,-17.0,17.0
2026-05-19,PPG,"PPG INDUSTRIES, INC.",Materials,Materials,2.0,3.0,1.0
2026-05-19,PPL,PPL ,Utilities,Utilities,38.0,-0.0,-38.0
2026-05-19,PPLT,ABRDN:PHYSICAL PLATINUM,,Commodities,-46.0,-25.0,21.0
2026-05-19,PRU,"PRUDENTIAL FINANCIAL, INC.",Financials,Financials,-27.0,-12.0,15.0
2026-05-19,PSA,PUBLIC STORAGE.,Real Estate,Real Estate,28.0,19.0,-9.0
2026-05-19,PSKY,PARAMOUNT SKYDANCE ,Communication Services,Communication Services,-49.0,8.0,57.0
2026-05-19,PSX,PHILLIPS 66,Energy,Energy,-17.0,-50.0,-33.0
2026-05-19,PTC,PTC INC.,Information Technology,Information Technology,28.0,6.0,-22.0
2026-05-19,PWR,"QUANTA SERVICES, INC.",Industrials,Industrials,30.0,-8.0,-38.0
2026-05-19,PYPL,"PAYPAL HOLDINGS, INC.",Financials,Financials,57.0,-12.0,-69.0
2026-05-19,Q,"QNITY ELECTRONICS, INC.",Information Technology,Information Technology,-13.0,5.0,18.0
2026-05-19,QAT,ISHARES:MSCI QATAR,,Foreign,1.0,-4.0,-5.0
2026-05-19,QCOM,QUALCOMM INC.,Information Technology,Information Technology,13.0,-31.0,-44.0
2026-05-19,QQQ,INVESCO QQQ TRUST 1,,Sector & Style ETFs,17.0,-23.0,-40.0
2026-05-19,QUAL,ISHARES:MSCI USA QF,,Sector & Style ETFs,0.0,-27.0,-27.0
2026-05-19,RCL,ROYAL CARIBBEAN CRUISES LTD.,Consumer Discretionary,Consumer Discretionary,-1.0,-13.0,-12.0
2026-05-19,REG,REGENCY CENTERS ,Real Estate,Real Estate,68.0,59.0,-9.0
2026-05-19,REGN,"REGENERON PHARMACEUTICALS, INC.",Health Care,Health Care,-37.0,-26.0,11.0
2026-05-19,RF,REGIONS FINANCIAL ,Financials,Financials,-22.0,14.0,36.0
2026-05-19,RIG,TRANSOCEAN LTD,,MR Discretion,-30.0,-22.0,8.0
2026-05-19,RJF,"RAYMOND JAMES FINANCIAL, INC.",Financials,Financials,-29.0,-17.0,12.0
2026-05-19,RL,RALPH LAUREN ,Consumer Discretionary,Consumer Discretionary,0.0,24.0,24.0
2026-05-19,RMD,RESMED INC.,Health Care,Health Care,-17.0,4.0,21.0
2026-05-19,ROK,"ROCKWELL AUTOMATION, INC.",Industrials,Industrials,-38.0,-33.0,5.0
2026-05-19,ROKU,"ROKU, INC.",,MR Discretion,-21.0,12.0,33.0
2026-05-19,ROL,"ROLLINS, INC.",Industrials,Industrials,-42.0,35.0,77.0
2026-05-19,ROP,"ROPER TECHNOLOGIES, INC.",Information Technology,Information Technology,35.0,31.0,-4.0
2026-05-19,ROST,"ROSS STORES, INC.",Consumer Discretionary,Consumer Discretionary,-31.0,-0.0,31.0
2026-05-19,RSG,"REPUBLIC SERVICES, INC.",Industrials,Industrials,6.0,-32.0,-38.0
2026-05-19,RSP,INVESCO S&P500 EWGHT,,Sector & Style ETFs,21.0,-1.0,-22.0
2026-05-19,RTX,RTX ,Industrials,Industrials,-13.0,31.0,44.0
2026-05-19,RUT,RUSSELL 2000 INDEX,,Indices,12.0,43.0,31.0
2026-05-19,RVTY,"REVVITY, INC.",Health Care,Health Care,0.0,52.0,52.0
2026-05-19,SATS,ECHOSTAR CORPORATION,Communication Services,Communication Services,-24.0,29.0,53.0
2026-05-19,SBAC,SBA COMMUNICATIONS ,Real Estate,Real Estate,17.0,37.0,20.0
2026-05-19,SBLK,STAR BULK CARRIERS CORP.,,MR Discretion,-21.0,-31.0,-10.0
2026-05-19,SBUX,STARBUCKS ,Consumer Discretionary,Consumer Discretionary,-4.0,-9.0,-5.0
2026-05-19,SCHP,SCHWAB STR:US TIPS,,Bonds,45.0,28.0,-17.0
2026-05-19,SCHW,THE CHARLES SCHWAB ,Financials,Financials,-16.0,-21.0,-5.0
2026-05-19,SD,"SANDRIDGE ENERGY, INC.",,MR Discretion,-40.0,-10.0,30.0
2026-05-19,SDY,SPDR S&P DIVIDEND,,Sector & Style ETFs,-3.0,8.0,11.0
2026-05-19,SHW,THE SHERWIN-WILLIAMS COMPANY,Materials,Materials,28.0,-11.0,-39.0
2026-05-19,SHY,ISHARES:1-3 TRS BD ETF,Bonds,Bonds,0.0,9.0,9.0
2026-05-19,SILJ,ETFMG PRIME JR SILVR MNR,,Commodities,18.0,11.0,-7.0
2026-05-19,SJM,THE J. M. SMUCKER COMPANY,Consumer Staples,Consumer Staples,30.0,-8.0,-38.0
2026-05-19,SLB,SCHLUMBERGER N.V.,Energy,Energy,34.0,33.0,-1.0
2026-05-19,SLV,ISHARES:SILVER TRUST,,Commodities,-2.0,16.0,18.0
2026-05-19,SM,SM ENERGY COMPANY,,MR Discretion,27.0,-64.0,-91.0
2026-05-19,SMCI,"SUPER MICRO COMPUTER, INC.",Information Technology,Information Technology,-32.0,-86.0,-54.0
2026-05-19,SMH,VANECK:SEMICONDUCTOR,,Sector & Style ETFs,-16.0,-21.0,-5.0
2026-05-19,SNA,SNAP-ON INC.,Industrials,Industrials,30.0,22.0,-8.0
2026-05-19,SNDK,SANDISK CORPORATION,Information Technology,Information Technology,-52.0,-28.0,24.0
2026-05-19,SNPS,"SYNOPSYS, INC.",Information Technology,Information Technology,5.0,-31.0,-36.0
2026-05-19,SO,THE SOUTHERN COMPANY,Utilities,Utilities,-18.0,8.0,26.0
2026-05-19,SOLV,SOLVENTUM ,Health Care,Health Care,-14.0,-50.0,-36.0
2026-05-19,SOYB,TEUCRIUM:SOYBEAN,,Commodities,23.0,42.0,19.0
2026-05-19,SPG,"SIMON PROPERTY GROUP, INC.",Real Estate,Real Estate,-42.0,12.0,54.0
2026-05-19,SPGI,S&P GLOBAL INC.,Financials,Financials,4.0,-17.0,-21.0
2026-05-19,SPHB,INVESCO S&P500 HI BE,,Sector & Style ETFs,-6.0,33.0,39.0
2026-05-19,SPLV,INVESCO S&P500 LOWVL,,Sector & Style ETFs,-1.0,30.0,31.0
2026-05-19,SPX,S&P 500 INDEX,,Indices,0.0,-44.0,-44.0
2026-05-19,SPY,SPDR S&P 500 ETF,,Sector & Style ETFs,0.0,-36.0,-36.0
2026-05-19,SRE,SEMPRA,Utilities,Utilities,38.0,56.0,18.0
2026-05-19,STE,STERIS PUBLIC LIMITED COMPANY,Health Care,Health Care,-6.0,21.0,27.0
2026-05-19,STIP,ISHARES:0-5 TIPS BD ETF,Bonds,Bonds,-45.0,15.0,60.0
2026-05-19,STLA,STELLANTIS NV,,MR Discretion,-65.0,-40.0,25.0
2026-05-19,STLD,"STEEL DYNAMICS, INC.",Materials,Materials,26.0,19.0,-7.0
2026-05-19,STNG,SCORPIO TANKERS INC.,,MR Discretion,24.0,19.0,-5.0
2026-05-19,STT,STATE STREET ,Financials,Financials,27.0,52.0,25.0
2026-05-19,STX,SEAGATE TECHNOLOGY HOLDINGS,Information Technology,Information Technology,-24.0,5.0,29.0
2026-05-19,STZ,"CONSTELLATION BRANDS, INC.",Consumer Staples,Consumer Staples,-30.0,-22.0,8.0
2026-05-19,SW,SMURFIT WESTROCK PUBLIC LIMITED COMPANY,Materials,Materials,27.0,25.0,-2.0
2026-05-19,SWK,"STANLEY BLACK & DECKER, INC.",Industrials,Industrials,35.0,-8.0,-43.0
2026-05-19,SWKS,"SKYWORKS SOLUTIONS, INC.",Information Technology,Information Technology,-4.0,-31.0,-27.0
2026-05-19,SYF,SYNCHRONY FINANCIAL,Financials,Financials,-6.0,12.0,18.0
2026-05-19,SYK,STRYKER ,Health Care,Health Care,-18.0,-18.0,-0.0
2026-05-19,SYY,SYSCO ,Consumer Staples,Consumer Staples,3.0,-9.0,-12.0
2026-05-19,T,AT&T INC.,Communication Services,Communication Services,26.0,0.0,-26.0
2026-05-19,TAGS,TEUCRIUM:AGRICULTURAL,,Commodities,-73.0,-37.0,36.0
2026-05-19,TAP,MOLSON COORS BEVERAGE COMPANY,Consumer Staples,Consumer Staples,-20.0,20.0,40.0
2026-05-19,TDG,TRANSDIGM GROUP INC.,Industrials,Industrials,-10.0,-32.0,-22.0
2026-05-19,TDW,TIDEWATER INC.,,MR Discretion,-10.0,13.0,23.0
2026-05-19,TDY,TELEDYNE TECHNOLOGIES INC.,Information Technology,Information Technology,0.0,28.0,28.0
2026-05-19,TECH,BIO-TECHNE ,Health Care,Health Care,-18.0,0.0,18.0
2026-05-19,TECK,TECK RESOURCES LIMITED,,MR Discretion,-6.0,2.0,8.0
2026-05-19,TEL,TE CONNECTIVITY LTD,Information Technology,Information Technology,-42.0,-26.0,16.0
2026-05-19,TER,"TERADYNE, INC.",Information Technology,Information Technology,0.0,-30.0,-30.0
2026-05-19,TFC,TRUIST FINANCIAL ,Financials,Financials,15.0,-11.0,-26.0
2026-05-19,TGT,TARGET ,Consumer Staples,Consumer Staples,-46.0,-13.0,33.0
2026-05-19,THD,ISHARES:MSCI THAI,,Foreign,-18.0,16.0,34.0
2026-05-19,TIP,ISHARES:TIPS BD ETF,Bonds,Bonds,48.0,32.0,-16.0
2026-05-19,TJX,"THE TJX COMPANIES, INC.",Consumer Discretionary,Consumer Discretionary,0.0,0.0,0.0
2026-05-19,TKO,"TKO GROUP HOLDINGS, INC.",Communication Services,Communication Services,6.0,3.0,-3.0
2026-05-19,TLT,ISHARES:20+ TRS BD ETF,Bonds,Bonds,23.0,36.0,13.0
2026-05-19,TMO,THERMO FISHER SCIENTIFIC INC.,Health Care,Health Care,-54.0,-27.0,27.0
2026-05-19,TMUS,"T-MOBILE US, INC.",Communication Services,Communication Services,-6.0,-48.0,-42.0
2026-05-19,TNX,10 Y TSY YLD NDX,Yields,Yields,-38.0,-72.0,-34.0
2026-05-19,TPL,TEXAS PACIFIC LAND ,Energy,Energy,46.0,40.0,-6.0
2026-05-19,TPR,"TAPESTRY, INC.",Consumer Discretionary,Consumer Discretionary,0.0,0.0,0.0
2026-05-19,TRGP,TARGA RESOURCES CORP.,Energy,Energy,-61.0,-86.0,-25.0
2026-05-19,TRMB,TRIMBLE INC.,Information Technology,Information Technology,0.0,0.0,-0.0
2026-05-19,TROW,"T. ROWE PRICE GROUP, INC.",Financials,Financials,0.0,-33.0,-33.0
2026-05-19,TRV,"THE TRAVELERS COMPANIES, INC.",Financials,Financials,26.0,21.0,-5.0
2026-05-19,TS,TENARIS SA,,MR Discretion,-21.0,-16.0,5.0
2026-05-19,TSCO,TRACTOR SUPPLY COMPANY,Consumer Discretionary,Consumer Discretionary,1.0,-12.0,-13.0
2026-05-19,TSLA,"TESLA, INC.",Consumer Discretionary,Consumer Discretionary,-34.0,-4.0,30.0
2026-05-19,TSN,"TYSON FOODS, INC.",Consumer Staples,Consumer Staples,13.0,21.0,8.0
2026-05-19,TT,TRANE TECHNOLOGIES PLC,Industrials,Industrials,36.0,2.0,-34.0
2026-05-19,TTD,"THE TRADE DESK, INC.",Communication Services,Communication Services,55.0,29.0,-26.0
2026-05-19,TTWO,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",Communication Services,Communication Services,3.0,1.0,-2.0
2026-05-19,TUR,ISHARES:MSCI TURKEY,,Foreign,0.0,29.0,29.0
2026-05-19,TXN,TEXAS INSTRUMENTS INC.,Information Technology,Information Technology,0.0,-31.0,-31.0
2026-05-19,TXT,TEXTRON INC.,Industrials,Industrials,-21.0,2.0,23.0
2026-05-19,TYL,"TYLER TECHNOLOGIES, INC.",Information Technology,Information Technology,-38.0,-35.0,3.0
2026-05-19,TYX,30 Y TSY YLD NDX,Yields,Yields,-17.0,-51.0,-34.0
2026-05-19,UAL,"UNITED AIRLINES HOLDINGS, INC.",Industrials,Industrials,-19.0,17.0,36.0
2026-05-19,UBER,"UBER TECHNOLOGIES, INC.",Industrials,Industrials,17.0,-5.0,-22.0
2026-05-19,UDR,"UDR, INC.",Real Estate,Real Estate,15.0,-43.0,-58.0
2026-05-19,UHS,"UNIVERSAL HEALTH SERVICES, INC.",Health Care,Health Care,0.0,-22.0,-22.0
2026-05-19,ULTA,"ULTA BEAUTY, INC.",Consumer Discretionary,Consumer Discretionary,-51.0,-9.0,42.0
2026-05-19,UNG,UNITED STATES NAT GAS,Energy Complex,Commodities,-20.0,-2.0,18.0
2026-05-19,UNH,UNITEDHEALTH GROUP INC.,Health Care,Health Care,-24.0,-51.0,-27.0
2026-05-19,UNP,UNION PACIFIC ,Industrials,Industrials,24.0,25.0,1.0
2026-05-19,UPS,"UNITED PARCEL SERVICE, INC.",Industrials,Industrials,18.0,28.0,10.0
2026-05-19,URA,GLBL X URANIUM ETF,,Commodities,-12.0,-10.0,2.0
2026-05-19,URI,"UNITED RENTALS, INC.",Industrials,Industrials,36.0,-13.0,-49.0
2026-05-19,URNM,SPROTT URANIUM MINERS,,MR Discretion,0.0,-36.0,-36.0
2026-05-19,USB,U.S. BANCORP,Financials,Financials,-27.0,9.0,36.0
2026-05-19,USO,UNITED STATES OIL FUND,Energy Complex,Commodities,-12.0,6.0,18.0
2026-05-19,UUP,INVESCO DB USD IDX BL,,Currencies,8.0,-33.0,-41.0
2026-05-19,V,VISA INC.,Financials,Financials,-5.0,-3.0,2.0
2026-05-19,VAL,VALARIS LIMITED,,MR Discretion,-30.0,-32.0,-2.0
2026-05-19,VEEV,VEEVA SYSTEMS INC.,Health Care,Health Care,0.0,12.0,12.0
2026-05-19,VICI,VICI PROPERTIES INC.,Real Estate,Real Estate,35.0,35.0,0.0
2026-05-19,VIX,CBOE MKT VOLATILITY IDX,,Volatility,4.0,-13.0,-17.0
2026-05-19,VLO,VALERO ENERGY ,Energy,Energy,-5.0,-2.0,3.0
2026-05-19,VLTO,VERALTO ,Industrials,Industrials,-17.0,-22.0,-5.0
2026-05-19,VMC,VULCAN MATERIALS COMPANY,Materials,Materials,0.0,4.0,4.0
2026-05-19,VNM,VANECK:VIETNAM,,Foreign,-7.0,22.0,29.0
2026-05-19,VRSK,"VERISK ANALYTICS, INC.",Industrials,Industrials,59.0,-5.0,-64.0
2026-05-19,VRSN,"VERISIGN, INC.",Information Technology,Information Technology,12.0,-22.0,-34.0
2026-05-19,VRT,VERTIV HOLDINGS CO,Industrials,Industrials,89.0,27.0,-62.0
2026-05-19,VRTX,VERTEX PHARMACEUTICALS INC.,Health Care,Health Care,-34.0,-5.0,29.0
2026-05-19,VST,VISTRA CORP.,Utilities,Utilities,44.0,-8.0,-52.0
2026-05-19,VTR,"VENTAS, INC.",Real Estate,Real Estate,-9.0,2.0,11.0
2026-05-19,VTRS,VIATRIS INC.,Health Care,Health Care,0.0,-15.0,-15.0
2026-05-19,VXN,CBOE NASDAQ MKT VOL NDX,,Volatility,14.0,-11.0,-25.0
2026-05-19,VZ,VERIZON COMMUNICATIONS INC.,Communication Services,Communication Services,-40.0,-62.0,-22.0
2026-05-19,WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES ,Industrials,Industrials,16.0,-20.0,-36.0
2026-05-19,WAT,WATERS ,Health Care,Health Care,-3.0,17.0,20.0
2026-05-19,WBD,"WARNER BROS. DISCOVERY, INC.",Communication Services,Communication Services,24.0,47.0,23.0
2026-05-19,WDAY,"WORKDAY, INC.",Information Technology,Information Technology,-8.0,-2.0,6.0
2026-05-19,WDC,WESTERN DIGITAL ,Information Technology,Information Technology,-28.0,5.0,33.0
2026-05-19,WEAT,TEUCRIUM:WHEAT,,Commodities,-63.0,-68.0,-5.0
2026-05-19,WEC,"WEC ENERGY GROUP, INC.",Utilities,Utilities,38.0,0.0,-38.0
2026-05-19,WELL,WELLTOWER INC.,Real Estate,Real Estate,-5.0,-21.0,-16.0
2026-05-19,WFC,WELLS FARGO & COMPANY,Financials,Financials,3.0,12.0,9.0
2026-05-19,WM,"WASTE MANAGEMENT, INC.",Industrials,Industrials,17.0,-22.0,-39.0
2026-05-19,WMB,"THE WILLIAMS COMPANIES, INC.",Energy,Energy,8.0,1.0,-7.0
2026-05-19,WMT,WALMART INC.,Consumer Staples,Consumer Staples,24.0,53.0,29.0
2026-05-19,WRB,W. R. BERKLEY ,Financials,Financials,-27.0,-48.0,-21.0
2026-05-19,WSM,"WILLIAMS-SONOMA, INC.",Consumer Discretionary,Consumer Discretionary,-7.0,-20.0,-13.0
2026-05-19,WST,"WEST PHARMACEUTICAL SERVICES, INC.",Health Care,Health Care,33.0,14.0,-19.0
2026-05-19,WTW,WILLIS TOWERS WATSON,Financials,Financials,-47.0,-1.0,46.0
2026-05-19,WY,WEYERHAEUSER COMPANY,Real Estate,Real Estate,45.0,27.0,-18.0
2026-05-19,WYNN,"WYNN RESORTS, LIMITED",Consumer Discretionary,Consumer Discretionary,0.0,4.0,4.0
2026-05-19,XEL,XCEL ENERGY INC.,Utilities,Utilities,11.0,22.0,11.0
2026-05-19,XES,SPDR S&P OIL&GAS E&S,,MR Discretion,18.0,6.0,-12.0
2026-05-19,XLB,SEL SECTOR:MATRLS SPDR,,Sector & Style ETFs,-22.0,11.0,33.0
2026-05-19,XLC,SEL SECTOR:COMM SVC SPDR,,Sector & Style ETFs,-18.0,4.0,22.0
2026-05-19,XLE,SEL SECTOR:ENERGY SPDR,,Sector & Style ETFs,-37.0,-20.0,17.0
2026-05-19,XLF,SEL SECTOR:FINL S SPDR,,Sector & Style ETFs,25.0,4.0,-21.0
2026-05-19,XLI,SEL SECTOR:INDUST SPDR,,Sector & Style ETFs,15.0,29.0,14.0
2026-05-19,XLK,SEL SECTOR:TECH SPDR,,Sector & Style ETFs,39.0,-10.0,-49.0
2026-05-19,XLP,SEL SECTOR:C STP SPDR,,Sector & Style ETFs,-2.0,-6.0,-4.0
2026-05-19,XLRE,SEL SECTOR:RL EST SPDR,,Sector & Style ETFs,-35.0,3.0,38.0
2026-05-19,XLU,SEL SECTOR:UTIL SPDR,,Sector & Style ETFs,4.0,26.0,22.0
2026-05-19,XLV,SEL SECTOR:H CARE SPDR,,Sector & Style ETFs,-14.0,-37.0,-23.0
2026-05-19,XLY,SEL SECTOR:C DSC SPDR,,Sector & Style ETFs,-43.0,14.0,57.0
2026-05-19,XOM,EXXON MOBIL ,Energy,Energy,0.0,-6.0,-6.0
2026-05-19,XOP,SPDR S&P OIL&GAS EXP,,MR Discretion,-3.0,-8.0,-5.0
2026-05-19,XYL,XYLEM INC.,Industrials,Industrials,4.0,-13.0,-17.0
2026-05-19,XYZ,"BLOCK, INC.",Financials,Financials,2.0,22.0,20.0
2026-05-19,YUM,"YUM! BRANDS, INC.",Consumer Discretionary,Consumer Discretionary,2.0,18.0,16.0
2026-05-19,ZBH,"ZIMMER BIOMET HOLDINGS, INC.",Health Care,Health Care,-17.0,21.0,38.0
2026-05-19,ZBRA,ZEBRA TECHNOLOGIES ,Information Technology,Information Technology,53.0,-10.0,-63.0
2026-05-19,ZTS,ZOETIS INC.,Health Care,Health Care,0.0,0.0,0.0
