Date,Ticker,monthly_range,monthly_range_avg,monthly_range_hi,monthly_range_lo
2025-07-01,EG,22.4,34.3,45.5,23.0
2025-08-01,EG,27.8,34.3,45.5,23.0
2025-09-01,EG,26.1,34.3,45.5,23.0
2025-10-01,EG,65.9,34.3,45.5,23.0
2025-11-01,EG,26.0,34.3,45.5,23.0
2025-12-01,EG,35.8,34.3,45.5,23.0
2026-01-01,EG,27.1,34.3,45.5,23.0
2026-02-01,EG,42.2,34.3,45.5,23.0
2026-03-01,EG,28.1,34.3,45.5,23.0
2026-04-01,EG,40.2,34.3,45.5,23.0
2026-05-01,EG,39.2,34.3,45.5,23.0
2026-06-01,EG,44.5,34.3,45.5,23.0
2026-07-01,EG,33.1,34.3,45.5,23.0
2025-05-01,EIDO,1.9,1.6,2.2,0.9
2025-06-01,EIDO,2.2,1.6,2.2,0.9
2025-07-01,EIDO,0.7,1.6,2.2,0.9
2025-08-01,EIDO,1.3,1.6,2.2,0.9
2025-09-01,EIDO,1.1,1.6,2.2,0.9
2025-10-01,EIDO,1.3,1.6,2.2,0.9
2025-11-01,EIDO,0.7,1.6,2.2,0.9
2025-12-01,EIDO,0.7,1.6,2.2,0.9
2026-01-01,EIDO,2.4,1.6,2.2,0.9
2026-02-01,EIDO,0.9,1.6,2.2,0.9
2026-03-01,EIDO,2.5,1.6,2.2,0.9
2026-04-01,EIDO,1.9,1.6,2.2,0.9
2026-05-01,EIDO,2.6,1.6,2.2,0.9
2026-06-01,EIDO,2.2,1.6,2.2,0.9
2026-07-01,EIDO,1.5,1.6,2.2,0.9
2025-05-01,EIRL,4.5,4.2,5.9,2.5
2025-06-01,EIRL,4.0,4.2,5.9,2.5
2025-07-01,EIRL,3.9,4.2,5.9,2.5
2025-08-01,EIRL,4.5,4.2,5.9,2.5
2025-09-01,EIRL,2.1,4.2,5.9,2.5
2025-10-01,EIRL,2.5,4.2,5.9,2.5
2025-11-01,EIRL,5.9,4.2,5.9,2.5
2025-12-01,EIRL,2.6,4.2,5.9,2.5
2026-01-01,EIRL,2.9,4.2,5.9,2.5
2026-02-01,EIRL,5.2,4.2,5.9,2.5
2026-03-01,EIRL,8.0,4.2,5.9,2.5
2026-04-01,EIRL,6.9,4.2,5.9,2.5
2026-05-01,EIRL,4.7,4.2,5.9,2.5
2026-06-01,EIRL,3.4,4.2,5.9,2.5
2026-07-01,EIRL,2.4,4.2,5.9,2.5
2025-05-01,EIS,6.8,10.0,13.9,6.1
2025-06-01,EIS,13.0,10.0,13.9,6.1
2025-07-01,EIS,6.1,10.0,13.9,6.1
2025-08-01,EIS,8.6,10.0,13.9,6.1
2025-09-01,EIS,9.2,10.0,13.9,6.1
2025-10-01,EIS,5.8,10.0,13.9,6.1
2025-11-01,EIS,8.5,10.0,13.9,6.1
2025-12-01,EIS,9.0,10.0,13.9,6.1
2026-01-01,EIS,10.1,10.0,13.9,6.1
2026-02-01,EIS,7.1,10.0,13.9,6.1
2026-03-01,EIS,17.3,10.0,13.9,6.1
2026-04-01,EIS,15.3,10.0,13.9,6.1
2026-05-01,EIS,10.3,10.0,13.9,6.1
2026-06-01,EIS,17.3,10.0,13.9,6.1
2026-07-01,EIS,5.3,10.0,13.9,6.1
2025-05-01,EIX,5.0,6.9,9.4,4.3
2025-06-01,EIX,8.6,6.9,9.4,4.3
2025-07-01,EIX,4.2,6.9,9.4,4.3
2025-08-01,EIX,6.2,6.9,9.4,4.3
2025-09-01,EIX,4.4,6.9,9.4,4.3
2025-10-01,EIX,6.8,6.9,9.4,4.3
2025-11-01,EIX,6.3,6.9,9.4,4.3
2025-12-01,EIX,4.9,6.9,9.4,4.3
2026-01-01,EIX,5.0,6.9,9.4,4.3
2026-02-01,EIX,15.0,6.9,9.4,4.3
2026-03-01,EIX,6.0,6.9,9.4,4.3
2026-04-01,EIX,9.9,6.9,9.4,4.3
2026-05-01,EIX,7.0,6.9,9.4,4.3
2026-06-01,EIX,7.1,6.9,9.4,4.3
2026-07-01,EIX,7.7,6.9,9.4,4.3
2025-05-01,EL,12.8,17.1,25.3,9.0
2025-06-01,EL,18.6,17.1,25.3,9.0
2025-07-01,EL,14.9,17.1,25.3,9.0
2025-08-01,EL,11.1,17.1,25.3,9.0
2025-09-01,EL,9.1,17.1,25.3,9.0
2025-10-01,EL,19.5,17.1,25.3,9.0
2025-11-01,EL,11.9,17.1,25.3,9.0
2025-12-01,EL,17.4,17.1,25.3,9.0
2026-01-01,EL,16.5,17.1,25.3,9.0
2026-02-01,EL,30.8,17.1,25.3,9.0
2026-03-01,EL,40.3,17.1,25.3,9.0
2026-04-01,EL,12.7,17.1,25.3,9.0
2026-05-01,EL,17.1,17.1,25.3,9.0
2026-06-01,EL,14.7,17.1,25.3,9.0
2026-07-01,EL,8.6,17.1,25.3,9.0
2025-05-01,ELV,66.8,54.5,80.0,29.1
2025-06-01,ELV,25.3,54.5,80.0,29.1
2025-07-01,ELV,126.1,54.5,80.0,29.1
2025-08-01,ELV,46.4,54.5,80.0,29.1
2025-09-01,ELV,24.9,54.5,80.0,29.1
2025-10-01,ELV,50.8,54.5,80.0,29.1
2025-11-01,ELV,41.1,54.5,80.0,29.1
2025-12-01,ELV,40.5,54.5,80.0,29.1
2026-01-01,ELV,67.5,54.5,80.0,29.1
2026-02-01,ELV,41.0,54.5,80.0,29.1
2026-03-01,ELV,41.2,54.5,80.0,29.1
2026-04-01,ELV,84.8,54.5,80.0,29.1
2026-05-01,ELV,41.1,54.5,80.0,29.1
2026-06-01,ELV,45.7,54.5,80.0,29.1
2026-07-01,ELV,70.9,54.5,80.0,29.1
2025-05-01,EME,71.3,107.4,143.9,70.8
2025-06-01,EME,83.2,107.4,143.9,70.8
2025-07-01,EME,150.7,107.4,143.9,70.8
2025-08-01,EME,51.1,107.4,143.9,70.8
2025-09-01,EME,64.3,107.4,143.9,70.8
2025-10-01,EME,146.6,107.4,143.9,70.8
2025-11-01,EME,116.9,107.4,143.9,70.8
2025-12-01,EME,54.3,107.4,143.9,70.8
2026-01-01,EME,132.8,107.4,143.9,70.8
2026-02-01,EME,147.7,107.4,143.9,70.8
2026-03-01,EME,90.4,107.4,143.9,70.8
2026-04-01,EME,163.3,107.4,143.9,70.8
2026-05-01,EME,131.9,107.4,143.9,70.8
2026-06-01,EME,100.6,107.4,143.9,70.8
2026-07-01,EME,109.6,107.4,143.9,70.8
2025-05-01,EMR,18.1,18.1,22.7,13.6
2025-06-01,EMR,17.0,18.1,22.7,13.6
2025-07-01,EMR,17.7,18.1,22.7,13.6
2025-08-01,EMR,19.4,18.1,22.7,13.6
2025-09-01,EMR,11.1,18.1,22.7,13.6
2025-10-01,EMR,14.6,18.1,22.7,13.6
2025-11-01,EMR,17.7,18.1,22.7,13.6
2025-12-01,EMR,10.6,18.1,22.7,13.6
2026-01-01,EMR,19.8,18.1,22.7,13.6
2026-02-01,EMR,21.4,18.1,22.7,13.6
2026-03-01,EMR,30.2,18.1,22.7,13.6
2026-04-01,EMR,20.2,18.1,22.7,13.6
2026-05-01,EMR,21.3,18.1,22.7,13.6
2026-06-01,EMR,16.5,18.1,22.7,13.6
2026-07-01,EMR,17.2,18.1,22.7,13.6
2025-05-01,ENZL,2.8,2.7,3.7,1.8
2025-06-01,ENZL,2.1,2.7,3.7,1.8
2025-07-01,ENZL,1.7,2.7,3.7,1.8
2025-08-01,ENZL,1.6,2.7,3.7,1.8
2025-09-01,ENZL,2.2,2.7,3.7,1.8
2025-10-01,ENZL,2.6,2.7,3.7,1.8
2025-11-01,ENZL,2.3,2.7,3.7,1.8
2025-12-01,ENZL,2.0,2.7,3.7,1.8
2026-01-01,ENZL,2.5,2.7,3.7,1.8
2026-02-01,ENZL,3.6,2.7,3.7,1.8
2026-03-01,ENZL,5.6,2.7,3.7,1.8
2026-04-01,ENZL,2.8,2.7,3.7,1.8
2026-05-01,ENZL,3.5,2.7,3.7,1.8
2026-06-01,ENZL,3.1,2.7,3.7,1.8
2026-07-01,ENZL,2.7,2.7,3.7,1.8
2025-05-01,EOG,10.8,15.1,20.7,9.6
2025-06-01,EOG,18.1,15.1,20.7,9.6
2025-07-01,EOG,8.7,15.1,20.7,9.6
2025-08-01,EOG,12.3,15.1,20.7,9.6
2025-09-01,EOG,15.1,15.1,20.7,9.6
2025-10-01,EOG,8.4,15.1,20.7,9.6
2025-11-01,EOG,7.6,15.1,20.7,9.6
2025-12-01,EOG,12.7,15.1,20.7,9.6
2026-01-01,EOG,13.2,15.1,20.7,9.6
2026-02-01,EOG,19.2,15.1,20.7,9.6
2026-03-01,EOG,27.7,15.1,20.7,9.6
2026-04-01,EOG,22.7,15.1,20.7,9.6
2026-05-01,EOG,16.9,15.1,20.7,9.6
2026-06-01,EOG,13.9,15.1,20.7,9.6
2026-07-01,EOG,20.9,15.1,20.7,9.6
2025-05-01,EPAM,33.4,31.0,46.9,15.1
2025-06-01,EPAM,23.7,31.0,46.9,15.1
2025-07-01,EPAM,28.6,31.0,46.9,15.1
2025-08-01,EPAM,31.2,31.0,46.9,15.1
2025-09-01,EPAM,25.8,31.0,46.9,15.1
2025-10-01,EPAM,24.4,31.0,46.9,15.1
2025-11-01,EPAM,32.9,31.0,46.9,15.1
2025-12-01,EPAM,29.1,31.0,46.9,15.1
2026-01-01,EPAM,22.7,31.0,46.9,15.1
2026-02-01,EPAM,88.9,31.0,46.9,15.1
2026-03-01,EPAM,18.3,31.0,46.9,15.1
2026-04-01,EPAM,31.6,31.0,46.9,15.1
2026-05-01,EPAM,27.1,31.0,46.9,15.1
2026-06-01,EPAM,38.3,31.0,46.9,15.1
2026-07-01,EPAM,14.2,31.0,46.9,15.1
2025-05-01,EPHE,1.4,1.9,2.5,1.3
2025-06-01,EPHE,2.4,1.9,2.5,1.3
2025-07-01,EPHE,2.0,1.9,2.5,1.3
2025-08-01,EPHE,1.3,1.9,2.5,1.3
2025-09-01,EPHE,2.1,1.9,2.5,1.3
2025-10-01,EPHE,1.5,1.9,2.5,1.3
2025-11-01,EPHE,2.1,1.9,2.5,1.3
2025-12-01,EPHE,1.1,1.9,2.5,1.3
2026-01-01,EPHE,1.3,1.9,2.5,1.3
2026-02-01,EPHE,2.4,1.9,2.5,1.3
2026-03-01,EPHE,3.1,1.9,2.5,1.3
2026-04-01,EPHE,1.8,1.9,2.5,1.3
2026-05-01,EPHE,1.8,1.9,2.5,1.3
2026-06-01,EPHE,2.8,1.9,2.5,1.3
2026-07-01,EPHE,1.6,1.9,2.5,1.3
2025-05-01,EPOL,2.3,2.9,3.7,2.1
2025-06-01,EPOL,3.2,2.9,3.7,2.1
2025-07-01,EPOL,1.9,2.9,3.7,2.1
2025-08-01,EPOL,2.7,2.9,3.7,2.1
2025-09-01,EPOL,2.1,2.9,3.7,2.1
2025-10-01,EPOL,3.3,2.9,3.7,2.1
2025-11-01,EPOL,2.2,2.9,3.7,2.1
2025-12-01,EPOL,2.6,2.9,3.7,2.1
2026-01-01,EPOL,3.7,2.9,3.7,2.1
2026-02-01,EPOL,1.9,2.9,3.7,2.1
2026-03-01,EPOL,3.2,2.9,3.7,2.1
2026-04-01,EPOL,4.9,2.9,3.7,2.1
2026-05-01,EPOL,3.0,2.9,3.7,2.1
2026-06-01,EPOL,3.5,2.9,3.7,2.1
2026-07-01,EPOL,3.0,2.9,3.7,2.1
2025-05-01,EPU,3.3,9.2,15.1,3.2
2025-06-01,EPU,2.5,9.2,15.1,3.2
2025-07-01,EPU,2.6,9.2,15.1,3.2
2025-08-01,EPU,5.8,9.2,15.1,3.2
2025-09-01,EPU,7.7,9.2,15.1,3.2
2025-10-01,EPU,4.7,9.2,15.1,3.2
2025-11-01,EPU,5.9,9.2,15.1,3.2
2025-12-01,EPU,9.6,9.2,15.1,3.2
2026-01-01,EPU,23.5,9.2,15.1,3.2
2026-02-01,EPU,11.4,9.2,15.1,3.2
2026-03-01,EPU,19.7,9.2,15.1,3.2
2026-04-01,EPU,11.0,9.2,15.1,3.2
2026-05-01,EPU,9.1,9.2,15.1,3.2
2026-06-01,EPU,14.3,9.2,15.1,3.2
2026-07-01,EPU,6.6,9.2,15.1,3.2
2025-05-01,EQIX,58.8,93.7,145.6,41.9
2025-06-01,EQIX,214.4,93.7,145.6,41.9
2025-07-01,EQIX,71.1,93.7,145.6,41.9
2025-08-01,EQIX,29.0,93.7,145.6,41.9
2025-09-01,EQIX,54.5,93.7,145.6,41.9
2025-10-01,EQIX,87.5,93.7,145.6,41.9
2025-11-01,EQIX,102.8,93.7,145.6,41.9
2025-12-01,EQIX,51.1,93.7,145.6,41.9
2026-01-01,EQIX,76.3,93.7,145.6,41.9
2026-02-01,EQIX,201.4,93.7,145.6,41.9
2026-03-01,EQIX,72.7,93.7,145.6,41.9
2026-04-01,EQIX,150.7,93.7,145.6,41.9
2026-05-01,EQIX,53.1,93.7,145.6,41.9
2026-06-01,EQIX,91.9,93.7,145.6,41.9
2026-07-01,EQIX,111.2,93.7,145.6,41.9
2025-05-01,EQR,5.5,5.0,6.1,3.9
2025-06-01,EQR,5.0,5.0,6.1,3.9
2025-07-01,EQR,5.5,5.0,6.1,3.9
2025-08-01,EQR,4.5,5.0,6.1,3.9
2025-09-01,EQR,3.5,5.0,6.1,3.9
2025-10-01,EQR,6.4,5.0,6.1,3.9
2025-11-01,EQR,3.7,5.0,6.1,3.9
2025-12-01,EQR,4.2,5.0,6.1,3.9
2026-01-01,EQR,4.3,5.0,6.1,3.9
2026-02-01,EQR,4.9,5.0,6.1,3.9
2026-03-01,EQR,6.1,5.0,6.1,3.9
2026-04-01,EQR,7.6,5.0,6.1,3.9
2026-05-01,EQR,3.7,5.0,6.1,3.9
2026-06-01,EQR,5.4,5.0,6.1,3.9
2026-07-01,EQR,4.3,5.0,6.1,3.9
2025-05-01,EQT,8.4,7.4,8.9,5.9
2025-06-01,EQT,7.6,7.4,8.9,5.9
2025-07-01,EQT,9.2,7.4,8.9,5.9
2025-08-01,EQT,4.0,7.4,8.9,5.9
2025-09-01,EQT,6.8,7.4,8.9,5.9
2025-10-01,EQT,6.6,7.4,8.9,5.9
2025-11-01,EQT,7.8,7.4,8.9,5.9
2025-12-01,EQT,9.5,7.4,8.9,5.9
2026-01-01,EQT,9.0,7.4,8.9,5.9
2026-02-01,EQT,7.8,7.4,8.9,5.9
2026-03-01,EQT,8.7,7.4,8.9,5.9
2026-04-01,EQT,7.0,7.4,8.9,5.9
2026-05-01,EQT,5.5,7.4,8.9,5.9
2026-06-01,EQT,5.5,7.4,8.9,5.9
2026-07-01,EQT,6.9,7.4,8.9,5.9
2025-05-01,ERIE,30.5,37.7,48.5,27.0
2025-06-01,ERIE,43.8,37.7,48.5,27.0
2025-07-01,ERIE,40.5,37.7,48.5,27.0
2025-08-01,ERIE,34.7,37.7,48.5,27.0
2025-09-01,ERIE,44.9,37.7,48.5,27.0
2025-10-01,ERIE,48.5,37.7,48.5,27.0
2025-11-01,ERIE,24.7,37.7,48.5,27.0
2025-12-01,ERIE,27.6,37.7,48.5,27.0
2026-01-01,ERIE,20.1,37.7,48.5,27.0
2026-02-01,ERIE,45.7,37.7,48.5,27.0
2026-03-01,ERIE,44.4,37.7,48.5,27.0
2026-04-01,ERIE,46.8,37.7,48.5,27.0
2026-05-01,ERIE,19.1,37.7,48.5,27.0
2026-06-01,ERIE,36.7,37.7,48.5,27.0
2026-07-01,ERIE,57.1,37.7,48.5,27.0
2025-05-01,ES,8.1,6.5,8.9,4.2
2025-06-01,ES,4.4,6.5,8.9,4.2
2025-07-01,ES,3.7,6.5,8.9,4.2
2025-08-01,ES,5.6,6.5,8.9,4.2
2025-09-01,ES,8.7,6.5,8.9,4.2
2025-10-01,ES,4.9,6.5,8.9,4.2
2025-11-01,ES,11.5,6.5,8.9,4.2
2025-12-01,ES,4.7,6.5,8.9,4.2
2026-01-01,ES,6.1,6.5,8.9,4.2
2026-02-01,ES,9.8,6.5,8.9,4.2
2026-03-01,ES,9.9,6.5,8.9,4.2
2026-04-01,ES,4.4,6.5,8.9,4.2
2026-05-01,ES,5.4,6.5,8.9,4.2
2026-06-01,ES,7.2,6.5,8.9,4.2
2026-07-01,ES,4.3,6.5,8.9,4.2
2025-05-01,ES=F,412.0,366.6,485.1,248.1
2025-06-01,ES=F,398.0,366.6,485.1,248.1
2025-07-01,ES=F,241.3,366.6,485.1,248.1
2025-08-01,ES=F,283.5,366.6,485.1,248.1
2025-09-01,ES=F,385.0,366.6,485.1,248.1
2025-10-01,ES=F,413.5,366.6,485.1,248.1
2025-11-01,ES=F,384.5,366.6,485.1,248.1
2025-12-01,ES=F,273.8,366.6,485.1,248.1
2026-01-01,ES=F,228.5,366.6,485.1,248.1
2026-02-01,ES=F,270.8,366.6,485.1,248.1
2026-03-01,ES=F,544.3,366.6,485.1,248.1
2026-04-01,ES=F,653.0,366.6,485.1,248.1
2026-05-01,ES=F,386.0,366.6,485.1,248.1
2026-06-01,ES=F,398.0,366.6,485.1,248.1
2026-07-01,ES=F,197.3,366.6,485.1,248.1
2025-05-01,ESS,24.8,20.8,27.4,14.3
2025-06-01,ESS,14.7,20.8,27.4,14.3
2025-07-01,ESS,35.3,20.8,27.4,14.3
2025-08-01,ESS,19.9,20.8,27.4,14.3
2025-09-01,ESS,12.0,20.8,27.4,14.3
2025-10-01,ESS,27.2,20.8,27.4,14.3
2025-11-01,ESS,17.3,20.8,27.4,14.3
2025-12-01,ESS,13.7,20.8,27.4,14.3
2026-01-01,ESS,15.8,20.8,27.4,14.3
2026-02-01,ESS,20.8,20.8,27.4,14.3
2026-03-01,ESS,20.0,20.8,27.4,14.3
2026-04-01,ESS,29.8,20.8,27.4,14.3
2026-05-01,ESS,21.0,20.8,27.4,14.3
2026-06-01,ESS,24.4,20.8,27.4,14.3
2026-07-01,ESS,13.2,20.8,27.4,14.3
2025-05-01,ETN,47.4,53.0,65.9,40.0
2025-06-01,ETN,46.4,53.0,65.9,40.0
2025-07-01,ETN,53.8,53.0,65.9,40.0
2025-08-01,ETN,47.3,53.0,65.9,40.0
2025-09-01,ETN,43.3,53.0,65.9,40.0
2025-10-01,ETN,40.0,53.0,65.9,40.0
2025-11-01,ETN,73.9,53.0,65.9,40.0
2025-12-01,ETN,42.5,53.0,65.9,40.0
2026-01-01,ETN,44.9,53.0,65.9,40.0
2026-02-01,ETN,63.8,53.0,65.9,40.0
2026-03-01,ETN,42.2,53.0,65.9,40.0
2026-04-01,ETN,82.7,53.0,65.9,40.0
2026-05-01,ETN,67.8,53.0,65.9,40.0
2026-06-01,ETN,61.7,53.0,65.9,40.0
2026-07-01,ETN,41.5,53.0,65.9,40.0
2025-05-01,ETR,5.6,8.0,10.9,5.1
2025-06-01,ETR,3.7,8.0,10.9,5.1
2025-07-01,ETR,11.4,8.0,10.9,5.1
2025-08-01,ETR,4.8,8.0,10.9,5.1
2025-09-01,ETR,7.5,8.0,10.9,5.1
2025-10-01,ETR,6.2,8.0,10.9,5.1
2025-11-01,ETR,5.7,8.0,10.9,5.1
2025-12-01,ETR,6.1,8.0,10.9,5.1
2026-01-01,ETR,7.1,8.0,10.9,5.1
2026-02-01,ETR,12.1,8.0,10.9,5.1
2026-03-01,ETR,13.3,8.0,10.9,5.1
2026-04-01,ETR,8.6,8.0,10.9,5.1
2026-05-01,ETR,10.2,8.0,10.9,5.1
2026-06-01,ETR,11.8,8.0,10.9,5.1
2026-07-01,ETR,6.1,8.0,10.9,5.1
2025-05-01,EVRG,7.1,5.4,6.9,3.8
2025-06-01,EVRG,4.5,5.4,6.9,3.8
2025-07-01,EVRG,3.6,5.4,6.9,3.8
2025-08-01,EVRG,3.6,5.4,6.9,3.8
2025-09-01,EVRG,5.8,5.4,6.9,3.8
2025-10-01,EVRG,4.0,5.4,6.9,3.8
2025-11-01,EVRG,3.0,5.4,6.9,3.8
2025-12-01,EVRG,5.6,5.4,6.9,3.8
2026-01-01,EVRG,6.1,5.4,6.9,3.8
2026-02-01,EVRG,8.4,5.4,6.9,3.8
2026-03-01,EVRG,7.1,5.4,6.9,3.8
2026-04-01,EVRG,6.1,5.4,6.9,3.8
2026-05-01,EVRG,4.2,5.4,6.9,3.8
2026-06-01,EVRG,7.4,5.4,6.9,3.8
2026-07-01,EVRG,4.2,5.4,6.9,3.8
2025-05-01,EW,5.1,9.0,12.1,5.9
2025-06-01,EW,6.1,9.0,12.1,5.9
2025-07-01,EW,7.7,9.0,12.1,5.9
2025-08-01,EW,6.2,9.0,12.1,5.9
2025-09-01,EW,9.6,9.0,12.1,5.9
2025-10-01,EW,14.8,9.0,12.1,5.9
2025-11-01,EW,7.2,9.0,12.1,5.9
2025-12-01,EW,6.0,9.0,12.1,5.9
2026-01-01,EW,6.2,9.0,12.1,5.9
2026-02-01,EW,12.3,9.0,12.1,5.9
2026-03-01,EW,9.7,9.0,12.1,5.9
2026-04-01,EW,7.9,9.0,12.1,5.9
2026-05-01,EW,11.8,9.0,12.1,5.9
2026-06-01,EW,9.7,9.0,12.1,5.9
2026-07-01,EW,15.1,9.0,12.1,5.9
2025-05-01,EWA,1.4,1.7,2.4,1.1
2025-06-01,EWA,1.4,1.7,2.4,1.1
2025-07-01,EWA,0.9,1.7,2.4,1.1
2025-08-01,EWA,1.5,1.7,2.4,1.1
2025-09-01,EWA,1.3,1.7,2.4,1.1
2025-10-01,EWA,1.2,1.7,2.4,1.1
2025-11-01,EWA,1.9,1.7,2.4,1.1
2025-12-01,EWA,1.2,1.7,2.4,1.1
2026-01-01,EWA,2.6,1.7,2.4,1.1
2026-02-01,EWA,2.5,1.7,2.4,1.1
2026-03-01,EWA,3.0,1.7,2.4,1.1
2026-04-01,EWA,2.8,1.7,2.4,1.1
2026-05-01,EWA,1.7,1.7,2.4,1.1
2026-06-01,EWA,1.7,1.7,2.4,1.1
2026-07-01,EWA,1.3,1.7,2.4,1.1
2025-05-01,EWC,2.9,2.9,4.1,1.8
2025-06-01,EWC,1.3,2.9,4.1,1.8
2025-07-01,EWC,1.3,2.9,4.1,1.8
2025-08-01,EWC,3.2,2.9,4.1,1.8
2025-09-01,EWC,3.0,2.9,4.1,1.8
2025-10-01,EWC,1.8,2.9,4.1,1.8
2025-11-01,EWC,3.5,2.9,4.1,1.8
2025-12-01,EWC,2.9,2.9,4.1,1.8
2026-01-01,EWC,3.3,2.9,4.1,1.8
2026-02-01,EWC,4.8,2.9,4.1,1.8
2026-03-01,EWC,5.2,2.9,4.1,1.8
2026-04-01,EWC,4.6,2.9,4.1,1.8
2026-05-01,EWC,1.9,2.9,4.1,1.8
2026-06-01,EWC,2.5,2.9,4.1,1.8
2026-07-01,EWC,2.3,2.9,4.1,1.8
2025-05-01,EWD,3.7,3.8,5.2,2.4
2025-06-01,EWD,3.4,3.8,5.2,2.4
2025-07-01,EWD,2.8,3.8,5.2,2.4
2025-08-01,EWD,4.0,3.8,5.2,2.4
2025-09-01,EWD,2.7,3.8,5.2,2.4
2025-10-01,EWD,2.4,3.8,5.2,2.4
2025-11-01,EWD,3.6,3.8,5.2,2.4
2025-12-01,EWD,2.3,3.8,5.2,2.4
2026-01-01,EWD,4.5,3.8,5.2,2.4
2026-02-01,EWD,3.1,3.8,5.2,2.4
2026-03-01,EWD,7.1,3.8,5.2,2.4
2026-04-01,EWD,6.7,3.8,5.2,2.4
2026-05-01,EWD,4.0,3.8,5.2,2.4
2026-06-01,EWD,4.6,3.8,5.2,2.4
2026-07-01,EWD,2.1,3.8,5.2,2.4
2025-05-01,EWG,3.0,2.7,3.7,1.7
2025-06-01,EWG,2.8,2.7,3.7,1.7
2025-07-01,EWG,2.3,2.7,3.7,1.7
2025-08-01,EWG,2.3,2.7,3.7,1.7
2025-09-01,EWG,1.2,2.7,3.7,1.7
2025-10-01,EWG,2.1,2.7,3.7,1.7
2025-11-01,EWG,2.8,2.7,3.7,1.7
2025-12-01,EWG,2.4,2.7,3.7,1.7
2026-01-01,EWG,2.2,2.7,3.7,1.7
2026-02-01,EWG,2.0,2.7,3.7,1.7
2026-03-01,EWG,5.2,2.7,3.7,1.7
2026-04-01,EWG,4.6,2.7,3.7,1.7
2026-05-01,EWG,2.5,2.7,3.7,1.7
2026-06-01,EWG,3.4,2.7,3.7,1.7
2026-07-01,EWG,2.2,2.7,3.7,1.7
2025-05-01,EWH,1.6,1.6,2.1,1.1
2025-06-01,EWH,1.1,1.6,2.1,1.1
2025-07-01,EWH,1.5,1.6,2.1,1.1
2025-08-01,EWH,1.3,1.6,2.1,1.1
2025-09-01,EWH,1.2,1.6,2.1,1.1
2025-10-01,EWH,1.5,1.6,2.1,1.1
2025-11-01,EWH,1.6,1.6,2.1,1.1
2025-12-01,EWH,1.3,1.6,2.1,1.1
2026-01-01,EWH,2.2,1.6,2.1,1.1
2026-02-01,EWH,1.2,1.6,2.1,1.1
2026-03-01,EWH,2.7,1.6,2.1,1.1
2026-04-01,EWH,1.1,1.6,2.1,1.1
2026-05-01,EWH,1.8,1.6,2.1,1.1
2026-06-01,EWH,2.5,1.6,2.1,1.1
2026-07-01,EWH,2.0,1.6,2.1,1.1
2025-05-01,EWI,4.0,3.5,4.7,2.3
2025-06-01,EWI,2.6,3.5,4.7,2.3
2025-07-01,EWI,2.6,3.5,4.7,2.3
2025-08-01,EWI,5.0,3.5,4.7,2.3
2025-09-01,EWI,2.2,3.5,4.7,2.3
2025-10-01,EWI,2.6,3.5,4.7,2.3
2025-11-01,EWI,3.7,3.5,4.7,2.3
2025-12-01,EWI,2.2,3.5,4.7,2.3
2026-01-01,EWI,3.2,3.5,4.7,2.3
2026-02-01,EWI,2.8,3.5,4.7,2.3
2026-03-01,EWI,5.7,3.5,4.7,2.3
2026-04-01,EWI,6.0,3.5,4.7,2.3
2026-05-01,EWI,3.8,3.5,4.7,2.3
2026-06-01,EWI,3.4,3.5,4.7,2.3
2026-07-01,EWI,2.5,3.5,4.7,2.3
2025-05-01,EWJ,3.8,6.2,7.9,4.6
2025-06-01,EWJ,4.4,6.2,7.9,4.6
2025-07-01,EWJ,5.4,6.2,7.9,4.6
2025-08-01,EWJ,7.0,6.2,7.9,4.6
2025-09-01,EWJ,4.5,6.2,7.9,4.6
2025-10-01,EWJ,5.9,6.2,7.9,4.6
2025-11-01,EWJ,5.1,6.2,7.9,4.6
2025-12-01,EWJ,5.6,6.2,7.9,4.6
2026-01-01,EWJ,5.5,6.2,7.9,4.6
2026-02-01,EWJ,9.2,6.2,7.9,4.6
2026-03-01,EWJ,9.6,6.2,7.9,4.6
2026-04-01,EWJ,7.3,6.2,7.9,4.6
2026-05-01,EWJ,5.6,6.2,7.9,4.6
2026-06-01,EWJ,8.4,6.2,7.9,4.6
2026-07-01,EWJ,6.2,6.2,7.9,4.6
2025-05-01,EWK,1.4,1.5,2.1,0.8
2025-06-01,EWK,1.0,1.5,2.1,0.8
2025-07-01,EWK,1.0,1.5,2.1,0.8
2025-08-01,EWK,1.7,1.5,2.1,0.8
2025-09-01,EWK,0.9,1.5,2.1,0.8
2025-10-01,EWK,1.1,1.5,2.1,0.8
2025-11-01,EWK,1.3,1.5,2.1,0.8
2025-12-01,EWK,0.4,1.5,2.1,0.8
2026-01-01,EWK,2.3,1.5,2.1,0.8
2026-02-01,EWK,1.4,1.5,2.1,0.8
2026-03-01,EWK,2.9,1.5,2.1,0.8
2026-04-01,EWK,2.4,1.5,2.1,0.8
2026-05-01,EWK,1.9,1.5,2.1,0.8
2026-06-01,EWK,1.3,1.5,2.1,0.8
2026-07-01,EWK,1.2,1.5,2.1,0.8
2025-05-01,EWL,2.7,3.7,5.0,2.4
2025-06-01,EWL,3.7,3.7,5.0,2.4
2025-07-01,EWL,3.5,3.7,5.0,2.4
2025-08-01,EWL,3.9,3.7,5.0,2.4
2025-09-01,EWL,2.8,3.7,5.0,2.4
