Date,Ticker,Ticker_name,Exposure,Category,model_score
2026-05-26,ALGN,"ALIGN TECHNOLOGY, INC.",Health Care,Health Care,38.0
2026-05-26,ALL,THE ALLSTATE ,Financials,Financials,13.0
2026-05-26,ALLE,ALLEGION PUBLIC LIMITED COMPANY,Industrials,Industrials,6.0
2026-05-26,AMAT,"APPLIED MATERIALS, INC.",Information Technology,Information Technology,-2.0
2026-05-26,AMCR,AMCOR PLC,Materials,Materials,8.0
2026-05-26,AMD,"ADVANCED MICRO DEVICES, INC.",Information Technology,Information Technology,-31.0
2026-05-26,AME,"AMETEK, INC.",Industrials,Industrials,31.0
2026-05-26,AMGN,AMGEN INC.,Health Care,Health Care,-22.0
2026-05-26,AMP,"AMERIPRISE FINANCIAL, INC.",Financials,Financials,4.0
2026-05-26,AMT,AMERICAN TOWER ,Real Estate,Real Estate,-19.0
2026-05-26,AMZN,"AMAZON.COM, INC.",Consumer Discretionary,Consumer Discretionary,-31.0
2026-05-26,ANET,"ARISTA NETWORKS, INC.",Information Technology,Information Technology,72.0
2026-05-26,AON,AON PLC,Financials,Financials,-5.0
2026-05-26,AOS,A. O. SMITH ,Industrials,Industrials,27.0
2026-05-26,APA,APA ,Energy,Energy,1.0
2026-05-26,APD,"AIR PRODUCTS AND CHEMICALS, INC.",Materials,Materials,53.0
2026-05-26,APH,AMPHENOL ,Information Technology,Information Technology,4.0
2026-05-26,APO,"APOLLO GLOBAL MANAGEMENT, INC.",Financials,Financials,-36.0
2026-05-26,APP,APPLOVIN CORP,Information Technology,Information Technology,21.0
2026-05-26,APTV,APTIV PLC,Consumer Discretionary,Consumer Discretionary,-11.0
2026-05-26,ARE,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",Real Estate,Real Estate,-20.0
2026-05-26,ARES,ARES MANAGEMENT CORP,Financials,Financials,-50.0
2026-05-26,ASC,ARDMORE SHIPPING ,,MR Discretion,-18.0
2026-05-26,ATO,ATMOS ENERGY ,Utilities,Utilities,0.0
2026-05-26,AVB,"AVALONBAY COMMUNITIES, INC.",Real Estate,Real Estate,-57.0
2026-05-26,AVGO,BROADCOM INC.,Information Technology,Information Technology,62.0
2026-05-26,AVY,AVERY DENNISON ,Materials,Materials,-5.0
2026-05-26,AWK,"AMERICAN WATER WORKS COMPANY, INC.",Utilities,Utilities,5.0
2026-05-26,AXON,"AXON ENTERPRISE, INC.",Industrials,Industrials,-42.0
2026-05-26,AXP,AMERICAN EXPRESS COMPANY,Financials,Financials,26.0
2026-05-26,AZO,"AUTOZONE, INC.",Consumer Discretionary,Consumer Discretionary,-12.0
2026-05-26,BA,THE BOEING COMPANY,Industrials,Industrials,52.0
2026-05-26,BAC,BANK OF AMERICA ,Financials,Financials,38.0
2026-05-26,BALL,BALL ,Materials,Materials,37.0
2026-05-26,BAX,BAXTER INTERNATIONAL INC.,Health Care,Health Care,-20.0
2026-05-26,BBY,"BEST BUY CO., INC.",Consumer Discretionary,Consumer Discretionary,-50.0
2026-05-26,BDX,"BECTON, DICKINSON AND COMPANY",Health Care,Health Care,20.0
2026-05-26,BEN,"FRANKLIN RESOURCES, INC.",Financials,Financials,-10.0
2026-05-26,BF.B,BROWN-FORMAN ,Consumer Staples,Consumer Staples,3.0
2026-05-26,BG,BUNGE LIMITED,Consumer Staples,Consumer Staples,47.0
2026-05-26,BIIB,BIOGEN INC.,Health Care,Health Care,25.0
2026-05-26,BKNG,BOOKING HOLDINGS INC.,Consumer Discretionary,Consumer Discretionary,22.0
2026-05-26,BKR,BAKER HUGHES COMPANY,Energy,Energy,52.0
2026-05-26,BLDR,"BUILDERS FIRSTSOURCE, INC.",Industrials,Industrials,31.0
2026-05-26,BLK,"BLACKROCK, INC.",Financials,Financials,-10.0
2026-05-26,BMY,BRISTOL-MYERS SQUIBB COMPANY,Health Care,Health Care,7.0
2026-05-26,BNY,THE BANK OF NEW YORK MELLON ,Financials,Financials,12.0
2026-05-26,BR,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",Industrials,Industrials,-15.0
2026-05-26,BRK.B,"BERKSHIRE HATHAWAY INC.,",Financials,Financials,-11.0
2026-05-26,BRO,"BROWN & BROWN, INC.",Financials,Financials,-23.0
2026-05-26,BSX,BOSTON SCIENTIFIC ,Health Care,Health Care,-21.0
2026-05-26,BTC=F,BITCOIN FUTURES,,Futures,-29.0
2026-05-26,BTI,BRITISH AMERICAN TOBACCO P.L.C.,,MR Discretion,-23.0
2026-05-26,BTU,PEABODY ENERGY ,,MR Discretion,48.0
2026-05-26,BX,BLACKSTONE INC,Financials,Financials,12.0
2026-05-26,BXP,"BOSTON PROPERTIES, INC.",Real Estate,Real Estate,-36.0
2026-05-26,C,CITIGROUP INC.,Financials,Financials,75.0
2026-05-26,CAG,"CONAGRA BRANDS, INC.",Consumer Staples,Consumer Staples,-8.0
2026-05-26,CAH,"CARDINAL HEALTH, INC.",Health Care,Health Care,8.0
2026-05-26,CALM,"CAL-MAINE FOODS, INC.",,MR Discretion,-25.0
2026-05-26,CANE,TEUCRIUM:SUGAR,,Commodities,-7.0
2026-05-26,CARR,CARRIER GLOBAL ,Industrials,Industrials,-30.0
2026-05-26,CASY,"CASEY'S GENERAL STORES, INC.",Consumer Staples,Consumer Staples,61.0
2026-05-26,CAT,CATERPILLAR INC.,Industrials,Industrials,3.0
2026-05-26,CB,CHUBB LTD,Financials,Financials,26.0
2026-05-26,CBOE,"CBOE GLOBAL MARKETS, INC.",Financials,Financials,-73.0
2026-05-26,CBRE,"CBRE GROUP, INC.",Real Estate,Real Estate,58.0
2026-05-26,CCI,CROWN CASTLE INC.,Real Estate,Real Estate,-53.0
2026-05-26,CCJ,CAMECO ,,MR Discretion,35.0
2026-05-26,CCL,CARNIVAL CORP,Consumer Discretionary,Consumer Discretionary,12.0
2026-05-26,CDNS,"CADENCE DESIGN SYSTEMS, INC.",Information Technology,Information Technology,-26.0
2026-05-26,CDW,CDW ,Information Technology,Information Technology,0.0
2026-05-26,CEG,CONSTELLATION ENERGY,Utilities,Utilities,-39.0
2026-05-26,CF,"CF INDUSTRIES HOLDINGS, INC.",Materials,Materials,-24.0
2026-05-26,CFG,"CITIZENS FINANCIAL GROUP, INC.",Financials,Financials,84.0
2026-05-26,CHD,"CHURCH & DWIGHT CO., INC.",Consumer Staples,Consumer Staples,-37.0
2026-05-26,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",Industrials,Industrials,16.0
2026-05-26,CHTR,"CHARTER COMMUNICATIONS, INC.",Communication Services,Communication Services,8.0
2026-05-26,CI,THE CIGNA GROUP,Health Care,Health Care,-28.0
2026-05-26,CIEN,CIENA CORPORATION,Information Technology,Information Technology,5.0
2026-05-26,CINF,CINCINNATI FINANCIAL ,Financials,Financials,-17.0
2026-05-26,CL,COLGATE-PALMOLIVE COMPANY,Consumer Staples,Consumer Staples,-40.0
2026-05-26,CLX,THE CLOROX COMPANY,Consumer Staples,Consumer Staples,-37.0
2026-05-26,CMBT,CMB.TECH NV,,MR Discretion,-66.0
2026-05-26,CMCSA,COMCAST ,Communication Services,Communication Services,27.0
2026-05-26,CME,CME GROUP INC.,Financials,Financials,3.0
2026-05-26,CMG,"CHIPOTLE MEXICAN GRILL, INC.",Consumer Discretionary,Consumer Discretionary,38.0
2026-05-26,CMI,CUMMINS INC.,Industrials,Industrials,36.0
2026-05-26,CMRE,COSTAMARE INC.,,MR Discretion,11.0
2026-05-26,CMS,CMS ENERGY ,Utilities,Utilities,21.0
2026-05-26,CNC,CENTENE ,Health Care,Health Care,-79.0
2026-05-26,CNP,"CENTERPOINT ENERGY, INC.",Utilities,Utilities,-1.0
2026-05-26,CNR,"CORE NATURAL RESOURCES, INC.",,MR Discretion,29.0
2026-05-26,COF,CAPITAL ONE FINANCIAL ,Financials,Financials,40.0
2026-05-26,COHR,COHERENT CORP.,Information Technology,Information Technology,5.0
2026-05-26,COIN,"COINBASE GLOBAL, INC.",Financials,Financials,-25.0
2026-05-26,COMT,ISHARES:GSCI COMM DYN RS,,Commodities,25.0
2026-05-26,COO,"THE COOPER COMPANIES, INC.",Health Care,Health Care,-5.0
2026-05-26,COP,CONOCOPHILLIPS,Energy,Energy,-18.0
2026-05-26,COR,"CENCORA, INC.",Health Care,Health Care,0.0
2026-05-26,CORN,TEUCRIUM:CORN,,Commodities,34.0
2026-05-26,COST,COSTCO WHOLESALE ,Consumer Staples,Consumer Staples,44.0
2026-05-26,CPAY,"FLEETCOR TECHNOLOGIES, INC.",Financials,Financials,-68.0
2026-05-26,CPB,CAMPBELL SOUP COMPANY,Consumer Staples,Consumer Staples,23.0
2026-05-26,CPER,UNITED STATES COPPER IDX,,Commodities,-28.0
2026-05-26,CPRT,"COPART, INC.",Industrials,Industrials,-23.0
2026-05-26,CPT,CAMDEN PROPERTY TRUST,Real Estate,Real Estate,-9.0
2026-05-26,CRESY,CRESUD INC.,,MR Discretion,3.0
2026-05-26,CRH,CRH PUBLIC LIMITED COMPANY,Materials,Materials,58.0
2026-05-26,CRL,CHARLES RIVER LABORATORIES,Health Care,Health Care,29.0
2026-05-26,CRM,"SALESFORCE, INC.",Information Technology,Information Technology,-52.0
2026-05-26,CRWD,"CROWDSTRIKE HOLDINGS, INC.",Information Technology,Information Technology,-43.0
2026-05-26,CSCO,"CISCO SYSTEMS, INC.",Information Technology,Information Technology,-29.0
2026-05-26,CSGP,"COSTAR GROUP, INC.",Real Estate,Real Estate,-15.0
2026-05-26,CSX,CSX ,Industrials,Industrials,-9.0
2026-05-26,CTAS,CINTAS ,Industrials,Industrials,-14.0
2026-05-26,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS ,Information Technology,Information Technology,-22.0
2026-05-26,CTVA,"CORTEVA, INC.",Materials,Materials,-19.0
2026-05-26,CVNA,CARVANA CO.,Consumer Discretionary,Consumer Discretionary,15.0
2026-05-26,CVS,CVS HEALTH ,Health Care,Health Care,-31.0
2026-05-26,CVX,CHEVRON ,Energy,Energy,-16.0
2026-05-26,D,"DOMINION ENERGY, INC.",Utilities,Utilities,-37.0
2026-05-26,DAL,"DELTA AIR LINES, INC.",Industrials,Industrials,-20.0
2026-05-26,DASH,"DOORDASH, INC.",Consumer Discretionary,Consumer Discretionary,13.0
2026-05-26,DBA,INVESCO DB MS AGRI,,Commodities,55.0
2026-05-26,DBB,INVESCO DB MS BMTL,,Commodities,-3.0
2026-05-26,DBC,INVESCO DB CM IDX,,Commodities,33.0
2026-05-26,DD,"DUPONT DE NEMOURS, INC.",Materials,Materials,18.0
2026-05-26,DDOG,"DATADOG, INC.",Information Technology,Information Technology,-60.0
2026-05-26,DE,DEERE & COMPANY,Industrials,Industrials,-19.0
2026-05-26,DECK,DECKERS OUTDOOR ,Consumer Discretionary,Consumer Discretionary,-20.0
2026-05-26,DELL,DELL TECHNOLOGIES INC.,Information Technology,Information Technology,-79.0
2026-05-26,DG,DOLLAR GENERAL ,Consumer Staples,Consumer Staples,64.0
2026-05-26,DGX,QUEST DIAGNOSTICS INC.,Health Care,Health Care,41.0
2026-05-26,DHI,"D.R. HORTON, INC.",Consumer Discretionary,Consumer Discretionary,22.0
2026-05-26,DHR,DANAHER ,Health Care,Health Care,4.0
2026-05-26,DHT,"DHT HOLDINGS, INC.",,MR Discretion,8.0
2026-05-26,DIA,SPDR DOW JONES INDUS AVG,,Sector & Style ETFs,-2.0
2026-05-26,DIS,THE WALT DISNEY COMPANY,Communication Services,Communication Services,-28.0
2026-05-26,DJI,DOW JONES INDUSTRIAL AVG INDEX,,Indices,-1.0
2026-05-26,DLR,"DIGITAL REALTY TRUST, INC.",Real Estate,Real Estate,35.0
2026-05-26,DLTR,"DOLLAR TREE, INC.",Consumer Staples,Consumer Staples,26.0
2026-05-26,DOC,"HEALTHDOC PROPERTIES, INC.",Real Estate,Real Estate,-49.0
2026-05-26,DOV,DOVER ,Industrials,Industrials,57.0
2026-05-26,DOW,DOW INC.,Materials,Materials,25.0
2026-05-26,DPZ,"DOMINO'S PIZZA, INC.",Consumer Discretionary,Consumer Discretionary,-21.0
2026-05-26,DRI,"DARDEN RESTAURANTS, INC.",Consumer Discretionary,Consumer Discretionary,-31.0
2026-05-26,DTE,DTE ENERGY COMPANY,Utilities,Utilities,48.0
2026-05-26,DUK,DUKE ENERGY ,Utilities,Utilities,18.0
2026-05-26,DVA,DAVITA INC.,Health Care,Health Care,-100.0
2026-05-26,DVN,DEVON ENERGY ,Energy,Energy,28.0
2026-05-26,DXCM,"DEXCOM, INC.",Health Care,Health Care,-70.0
2026-05-26,DXY,US DOLLAR INDEX,USD,Indices,-44.0
2026-05-26,EA,ELECTRONIC ARTS INC.,Communication Services,Communication Services,-21.0
2026-05-26,EBAY,EBAY INC.,Consumer Discretionary,Consumer Discretionary,-15.0
2026-05-26,EC,ECOPETROL SA,,MR Discretion,32.0
2026-05-26,ECH,ISHARES:MSCI CHILE,,Foreign,22.0
2026-05-26,ECL,ECOLAB INC.,Materials,Materials,4.0
2026-05-26,ED,"CONSOLIDATED EDISON, INC.",Utilities,Utilities,11.0
2026-05-26,EDEN,ISHARES:MSCI DENMARK,,Foreign,16.0
2026-05-26,EDV,VANGUARD EXT DUR T;ETF,Bonds,Bonds,18.0
2026-05-26,EFNL,ISHARES:MSCI FINLAND,,Foreign,-23.0
2026-05-26,EFX,EQUIFAX INC.,Industrials,Industrials,-46.0
2026-05-26,EG,"EVEREST GROUP, LTD.",Financials,Financials,-41.0
2026-05-26,EIDO,ISHARES:MSCI INDONESIA,,Foreign,2.0
2026-05-26,EIRL,ISHARES:MSCI IRELAND,,Foreign,-14.0
2026-05-26,EIS,ISHARES:MSCI ISRAEL,,Foreign,-1.0
2026-05-26,EIX,EDISON INTERNATIONAL,Utilities,Utilities,2.0
2026-05-26,EL,THE ESTEE LAUDER COMPANIES INC.,Consumer Staples,Consumer Staples,-38.0
2026-05-26,ELV,"ELEVANCE HEALTH, INC.",Health Care,Health Care,-36.0
2026-05-26,EME,"EMCOR GROUP, INC.",Industrials,Industrials,70.0
2026-05-26,EMR,EMERSON ELECTRIC CO.,Industrials,Industrials,-5.0
2026-05-26,ENZL,ISHARES:MSCI NEW ZLND,,Foreign,-54.0
2026-05-26,EOG,"EOG RESOURCES, INC.",Energy,Energy,-11.0
2026-05-26,EPAM,"EPAM SYSTEMS, INC.",Information Technology,Information Technology,48.0
2026-05-26,EPHE,ISHARES:MSCI PHILIPPINES,,Foreign,-3.0
2026-05-26,EPOL,ISHARES:MSCI POLAND,,Foreign,5.0
2026-05-26,EPU,ISHARES:MSCI PERU,,Foreign,-13.0
2026-05-26,EQIX,"EQUINIX, INC.",Real Estate,Real Estate,77.0
2026-05-26,EQR,EQUITY RESIDENTIAL,Real Estate,Real Estate,-33.0
2026-05-26,EQT,EQT ,Energy,Energy,2.0
2026-05-26,ERIE,ERIE INDEMNITY COMPANY,Financials,Financials,-15.0
2026-05-26,ES,EVERSOURCE ENERGY,Utilities,Utilities,7.0
2026-05-26,ES=F,E-MINI S&P 500 FUTURES,,Futures,-27.0
2026-05-26,ESS,"ESSEX PROPERTY TRUST, INC.",Real Estate,Real Estate,-43.0
2026-05-26,ETN,EATON  PUBLIC LIMITED COMPANY,Industrials,Industrials,44.0
2026-05-26,ETR,ENTERGY ,Utilities,Utilities,0.0
2026-05-26,EVRG,"EVERGY, INC.",Utilities,Utilities,26.0
2026-05-26,EW,EDWARDS LIFESCIENCES ,Health Care,Health Care,-46.0
2026-05-26,EWA,ISHARES:MSCI AUSTRALIA,,Foreign,35.0
2026-05-26,EWC,ISHARES:MSCI CANADA,,Foreign,25.0
2026-05-26,EWD,ISHARES:MSCI SWEDEN,,Foreign,-27.0
2026-05-26,EWG,ISHARES:MSCI GERMANY,,Foreign,-12.0
2026-05-26,EWH,ISHARES:MSCI HONG KONG,,Foreign,35.0
2026-05-26,EWI,ISHARES:MSCI ITALY,,Foreign,-3.0
2026-05-26,EWJ,ISHARES:MSCI JAPAN,,Foreign,-23.0
2026-05-26,EWK,ISHARES:MSCI BELGIUM,,Foreign,-3.0
2026-05-26,EWL,ISHARES:MSCI SWITZERLAND,,Foreign,-10.0
2026-05-26,EWM,ISHARES:MSCI MALAYSIA,,Foreign,61.0
2026-05-26,EWN,ISHARES:MSCI NETHERLANDS,,Foreign,-36.0
2026-05-26,EWO,ISHARES:MSCI AUSTRIA,,Foreign,-1.0
2026-05-26,EWP,ISHARES:MSCI SPAIN,,Foreign,-22.0
2026-05-26,EWQ,ISHARES:MSCI FRANCE,,Foreign,-3.0
2026-05-26,EWS,ISHARES:MSCI SINGAPORE,,Foreign,-10.0
2026-05-26,EWT,ISHARES:MSCI TAIWAN,,Foreign,-28.0
2026-05-26,EWU,ISHARES:MSCI UK,,Foreign,-28.0
2026-05-26,EWW,ISHARES:MSCI MEXICO,,Foreign,38.0
2026-05-26,EWY,ISHARES:MSCI S KOREA,,Foreign,4.0
2026-05-26,EWZ,ISHARES:MSCI BRAZIL,,Foreign,11.0
2026-05-26,EXC,EXELON ,Utilities,Utilities,8.0
2026-05-26,EXE,EXPAND ENERGY ,Energy,Energy,-40.0
2026-05-26,EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON,Industrials,Industrials,-17.0
2026-05-26,EXPE,"EXPEDIA GROUP, INC.",Consumer Discretionary,Consumer Discretionary,56.0
2026-05-26,EXR,EXTRA SPACE STORAGE INC.,Real Estate,Real Estate,-12.0
2026-05-26,F,FORD MOTOR COMPANY,Consumer Discretionary,Consumer Discretionary,-60.0
2026-05-26,FANG,"DIAMONDBACK ENERGY, INC.",Energy,Energy,18.0
2026-05-26,FAST,FASTENAL COMPANY,Industrials,Industrials,43.0
2026-05-26,FCX,FREEPORT-MCMORAN INC.,Materials,Materials,26.0
2026-05-26,FDS,FACTSET RESEARCH SYSTEMS INC.,Financials,Financials,-49.0
2026-05-26,FDX,FEDEX ,Industrials,Industrials,3.0
2026-05-26,FE,FIRSTENERGY CORP.,Utilities,Utilities,38.0
2026-05-26,FFIV,"F5, INC.",Information Technology,Information Technology,-37.0
2026-05-26,FICO,FAIR ISAAC ,Information Technology,Information Technology,-43.0
2026-05-26,FIS,FIDELITY NATIONAL INFORMATION SERVICES,Financials,Financials,-74.0
2026-05-26,FISV,"FISERV, INC.",Financials,Financials,-22.0
2026-05-26,FITB,FIFTH THIRD BANCORP,Financials,Financials,20.0
2026-05-26,FIX,"COMFORT SYSTEMS USA, INC.",Industrials,Industrials,14.0
2026-05-26,FOXA,FOX ,Communication Services,Communication Services,11.0
2026-05-26,FRO,FRONTLINE PLC,,MR Discretion,-2.0
2026-05-26,FRT,FEDERAL REALTY INVESTMENT TRUST,Real Estate,Real Estate,-56.0
2026-05-26,FSLR,"FIRST SOLAR, INC.",Information Technology,Information Technology,-2.0
2026-05-26,FTI,TECHNIPFMC PLC,,MR Discretion,30.0
2026-05-26,FTNT,"FORTINET, INC.",Information Technology,Information Technology,-23.0
2026-05-26,FTV,FORTIVE ,Industrials,Industrials,31.0
2026-05-26,FVX,5 YR TSY YLD NDX,Yields,Yields,-31.0
2026-05-26,FXA,INVESCO:AU DOLLAR,,Currencies,35.0
2026-05-26,FXB,INVESCO:GBP STERLING,,Currencies,30.0
2026-05-26,FXC,INVESCO:CANADIAN DOLLAR,,Currencies,8.0
2026-05-26,FXE,INVESCO:EURO,,Currencies,36.0
2026-05-26,FXY,INVESCO:JAPANESE YEN,,Currencies,25.0
2026-05-26,GD,GENERAL DYNAMICS ,Industrials,Industrials,-51.0
2026-05-26,GDDY,GODADDY INC.,Information Technology,Information Technology,-53.0
2026-05-26,GDX,VANECK:GOLD MINERS,,Commodities,0.0
2026-05-26,GDXJ,VANECK:JR GOLD MINERS,,Commodities,0.0
2026-05-26,GE,GENERAL ELECTRIC COMPANY,Industrials,Industrials,-63.0
2026-05-26,GEHC,GE HEALTHCARE TECHNOLOGIES INC.,Health Care,Health Care,-13.0
2026-05-26,GEN,GEN DIGITAL INC.,Information Technology,Information Technology,-70.0
2026-05-26,GEOS,GEOSPACE TECHNOLOGIES ,,MR Discretion,43.0
2026-05-26,GEV,GE VERNOVA INC.,Industrials,Industrials,47.0
2026-05-26,GGB,GERDAU SA,,MR Discretion,42.0
2026-05-26,GILD,"GILEAD SCIENCES, INC.",Health Care,Health Care,40.0
2026-05-26,GIS,"GENERAL MILLS, INC.",Consumer Staples,Consumer Staples,29.0
2026-05-26,GL,GLOBE LIFE INC.,Financials,Financials,57.0
2026-05-26,GLATF,GLOBAL ATOMIC ,,MR Discretion,-3.0
2026-05-26,GLD,SPDR GOLD,Gold,Commodities,0.0
2026-05-26,GLW,CORNING INC.,Information Technology,Information Technology,19.0
2026-05-26,GM,GENERAL MOTORS COMPANY,Consumer Discretionary,Consumer Discretionary,-3.0
2026-05-26,GNK,GENCO SHIPPING & TRADING LIMITED,,MR Discretion,1.0
2026-05-26,GNRC,GENERAC HOLDINGS INC.,Industrials,Industrials,-26.0
2026-05-26,GOOGL,ALPHABET INC.,Communication Services,Communication Services,16.0
2026-05-26,GPC,GENUINE PARTS COMPANY,Consumer Discretionary,Consumer Discretionary,67.0
2026-05-26,GPN,GLOBAL PAYMENTS INC.,Financials,Financials,-53.0
2026-05-26,GREK,GLBL X MSCI GREECE,,Foreign,-11.0
2026-05-26,GRMN,GARMIN LTD,Consumer Discretionary,Consumer Discretionary,39.0
2026-05-26,GS,"THE GOLDMAN SACHS GROUP, INC.",Financials,Financials,15.0
2026-05-26,GWW,"W.W. GRAINGER, INC.",Industrials,Industrials,-24.0
2026-05-26,HAL,HALLIBURTON COMPANY,Energy,Energy,20.0
2026-05-26,HAS,"HASBRO, INC.",Consumer Discretionary,Consumer Discretionary,44.0
2026-05-26,HBAN,HUNTINGTON BANCSHARES INC.,Financials,Financials,20.0
2026-05-26,HCA,"HCA HEALTHCARE, INC.",Health Care,Health Care,24.0
2026-05-26,HD,"THE HOME DEPOT, INC.",Consumer Discretionary,Consumer Discretionary,4.0
2026-05-26,HIG,THE HARTFORD FINANCIAL SERVICES GROUP,Financials,Financials,-5.0
2026-05-26,HII,"HUNTINGTON INGALLS INDUSTRIES, INC.",Industrials,Industrials,9.0
2026-05-26,HLT,HILTON WORLDWIDE HOLDINGS INC.,Consumer Discretionary,Consumer Discretionary,27.0
2026-05-26,HLX,"HELIX ENERGY SOLUTIONS GROUP, INC.",,MR Discretion,-27.0
2026-05-26,HON,HONEYWELL INTERNATIONAL INC.,Industrials,Industrials,-40.0
2026-05-26,HOOD,"ROBINHOOD MARKETS, INC.",Financials,Financials,-16.0
2026-05-26,HPE,HEWLETT PACKARD ENTERPRISE COMPANY,Information Technology,Information Technology,-17.0
2026-05-26,HPQ,HP INC.,Information Technology,Information Technology,-60.0
2026-05-26,HRL,HORMEL FOODS ,Consumer Staples,Consumer Staples,-13.0
2026-05-26,HSIC,"HENRY SCHEIN, INC.",Health Care,Health Care,40.0
2026-05-26,HST,"HOST HOTELS & RESORTS, INC.",Real Estate,Real Estate,3.0
2026-05-26,HSY,THE HERSHEY COMPANY,Consumer Staples,Consumer Staples,30.0
2026-05-26,HUBB,HUBBELL INC.,Industrials,Industrials,27.0
2026-05-26,HUM,HUMANA INC.,Health Care,Health Care,-49.0
2026-05-26,HWM,HOWMET AEROSPACE INC.,Industrials,Industrials,8.0
2026-05-26,HYD,VANECK:HIGH YIELD MUNI,,Bonds,-3.0
2026-05-26,HYG,ISHARES:IBOXX $HY CORP,Bonds,Bonds,-3.0
2026-05-26,IBKR,"INTERACTIVE BROKERS GROUP, INC.",Financials,Financials,34.0
2026-05-26,IBM,INTERNATIONAL BUSINESS MACHINES ,Information Technology,Information Technology,-28.0
2026-05-26,ICE,"INTERCONTINENTAL EXCHANGE, INC.",Financials,Financials,-38.0
2026-05-26,ICL,ICL GROUP LTD,,MR Discretion,-30.0
2026-05-26,IDXX,"IDEXX LABORATORIES, INC.",Health Care,Health Care,4.0
2026-05-26,IEF,ISHARES:7-10 TRS BD ETF,Bonds,Bonds,47.0
2026-05-26,IEX,IDEX ,Industrials,Industrials,24.0
2026-05-26,IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC.,Materials,Materials,-38.0
2026-05-26,INCY,INCYTE ,Health Care,Health Care,41.0
2026-05-26,INDA,ISHARES:MSCI INDIA,,Foreign,7.0
2026-05-26,INTC,INTEL ,Information Technology,Information Technology,-29.0
2026-05-26,INTU,INTUIT INC.,Information Technology,Information Technology,32.0
2026-05-26,INVH,INVITATION HOMES INC.,Real Estate,Real Estate,-26.0
2026-05-26,IP,INTERNATIONAL PAPER COMPANY,Materials,Materials,-5.0
2026-05-26,IQV,IQVIA HOLDINGS INC,Health Care,Health Care,-43.0
2026-05-26,IR,INGERSOLL RAND INC.,Industrials,Industrials,1.0
2026-05-26,IRM,IRON MOUNTAIN INC.,Real Estate,Real Estate,-48.0
2026-05-26,ISRG,"INTUITIVE SURGICAL, INC.",Health Care,Health Care,-30.0
2026-05-26,IT,"GARTNER, INC.",Information Technology,Information Technology,-7.0
2026-05-26,ITW,ILLINOIS TOOL WORKS INC.,Industrials,Industrials,63.0
2026-05-26,IVZ,INVESCO LTD.,Financials,Financials,-3.0
2026-05-26,IWD,ISHARES:RUSS 1000 VL ETF,,Sector & Style ETFs,-17.0
2026-05-26,IWF,ISHARES:RUSS 1000 GR ETF,,Sector & Style ETFs,-19.0
2026-05-26,IWM,ISHARES:RUSS 2000 ETF,,Sector & Style ETFs,15.0
2026-05-26,J,JACOBS SOLUTIONS INC.,Industrials,Industrials,-2.0
2026-05-26,JBHT,"J. B. HUNT TRANSPORT SERVICES, INC.",Industrials,Industrials,42.0
2026-05-26,JBL,JABIL INC.,Information Technology,Information Technology,28.0
2026-05-26,JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,Industrials,70.0
2026-05-26,JKHY,"JACK HENRY & ASSOCIATES, INC.",Financials,Financials,21.0
2026-05-26,JNJ,JOHNSON & JOHNSON,Health Care,Health Care,30.0
2026-05-26,JNK,SPDR BBG HIGH YIELD BD,,Bonds,-19.0
2026-05-26,JPM,JPMORGAN CHASE & CO.,Financials,Financials,40.0
2026-05-26,KDP,KEURIG DR PEPPER INC.,Consumer Staples,Consumer Staples,-46.0
2026-05-26,KEY,KEYCORP,Financials,Financials,38.0
2026-05-26,KEYS,"KEYSIGHT TECHNOLOGIES, INC.",Information Technology,Information Technology,43.0
2026-05-26,KHC,THE KRAFT HEINZ COMPANY,Consumer Staples,Consumer Staples,-43.0
2026-05-26,KIM,KIMCO REALTY .,Real Estate,Real Estate,-28.0
2026-05-26,KKR,KKR & CO. INC.,Financials,Financials,12.0
2026-05-26,KLAC,KLA ,Information Technology,Information Technology,13.0
2026-05-26,KMB,KIMBERLY-CLARK ,Consumer Staples,Consumer Staples,-46.0
2026-05-26,KMI,"KINDER MORGAN, INC.",Energy,Energy,-12.0
2026-05-26,KO,THE COCA-COLA COMPANY,Consumer Staples,Consumer Staples,-7.0
2026-05-26,KR,THE KROGER CO.,Consumer Staples,Consumer Staples,36.0
