Date,Ticker,Ticker_name,Exposure,Category,model_score_qtd_change,current_model_score,previous_model_score
2026-05-28,NTRS,NORTHERN TRUST ,Financials,Financials,-39.0,24.0,63.0
2026-05-28,NUE,NUCOR ,Materials,Materials,-67.0,-20.0,47.0
2026-05-28,NVDA,NVIDIA ,Information Technology,Information Technology,-26.0,-64.0,-38.0
2026-05-28,NVR,"NVR, INC.",Consumer Discretionary,Consumer Discretionary,-49.0,-29.0,20.0
2026-05-28,NWSA,NEWS CORP.,Communication Services,Communication Services,-12.0,-19.0,-7.0
2026-05-28,NXPI,NXP SEMICONDUCTORS NV,Information Technology,Information Technology,-103.0,-18.0,85.0
2026-05-28,O,REALTY INCOME ,Real Estate,Real Estate,-8.0,47.0,55.0
2026-05-28,ODFL,"OLD DOMINION FREIGHT LINE, INC.",Industrials,Industrials,-36.0,-9.0,27.0
2026-05-28,OEF,ISHARES:S&P 100,,Sector & Style ETFs,-46.0,-26.0,20.0
2026-05-28,OKE,"ONEOK, INC.",Energy,Energy,59.0,39.0,-20.0
2026-05-28,OMC,OMNICOM GROUP INC.,Communication Services,Communication Services,-42.0,-18.0,24.0
2026-05-28,ON,ON SEMICONDUCTOR ,Information Technology,Information Technology,3.0,4.0,1.0
2026-05-28,ORCL,ORACLE ,Information Technology,Information Technology,-18.0,-23.0,-5.0
2026-05-28,ORLY,"O'REILLY AUTOMOTIVE, INC.",Consumer Discretionary,Consumer Discretionary,0.0,-21.0,-21.0
2026-05-28,OTIS,OTIS WORLDWIDE ,Industrials,Industrials,40.0,40.0,0.0
2026-05-28,OXY,OCCIDENTAL PETROLEUM ,Energy,Energy,10.0,-12.0,-22.0
2026-05-28,PAM,PAMPA ENERGIA SA,,MR Discretion,21.0,-22.0,-43.0
2026-05-28,PANW,"PALO ALTO NETWORKS, INC.",Information Technology,Information Technology,1.0,-43.0,-44.0
2026-05-28,PAYX,"PAYCHEX, INC.",Industrials,Industrials,-6.0,6.0,12.0
2026-05-28,PBR,BRAZILIAN PETROLEUM  - PETROBRAS,,MR Discretion,50.0,-1.0,-51.0
2026-05-28,PCAR,PACCAR INC,Industrials,Industrials,-27.0,58.0,85.0
2026-05-28,PCG,PG&E ,Utilities,Utilities,-5.0,35.0,40.0
2026-05-28,PEG,PUBLIC SERVICE ENTERPRISE GROUP INC.,Utilities,Utilities,-40.0,14.0,54.0
2026-05-28,PEP,"PEPSICO, INC.",Consumer Staples,Consumer Staples,1.0,64.0,63.0
2026-05-28,PFE,PFIZER INC.,Health Care,Health Care,-17.0,-1.0,16.0
2026-05-28,PFF,ISHARES:PREF AND INC SEC,,Bonds,-74.0,-10.0,64.0
2026-05-28,PFG,"PRINCIPAL FINANCIAL GROUP, INC.",Financials,Financials,-67.0,-10.0,57.0
2026-05-28,PG,THE PROCTER & GAMBLE COMPANY,Consumer Staples,Consumer Staples,-22.0,-22.0,0.0
2026-05-28,PGR,THE PROGRESSIVE ,Financials,Financials,-43.0,-64.0,-21.0
2026-05-28,PH,PARKER-HANNIFIN ,Industrials,Industrials,14.0,4.0,-10.0
2026-05-28,PHM,"PULTEGROUP, INC.",Consumer Discretionary,Consumer Discretionary,-63.0,-5.0,58.0
2026-05-28,PKG,PACKAGING  OF AMERICA,Materials,Materials,-41.0,-5.0,36.0
2026-05-28,PLD,"PROLOGIS, INC.",Real Estate,Real Estate,-9.0,9.0,18.0
2026-05-28,PLTR,PALANTIR TECHNOLOGIES INC.,Information Technology,Information Technology,10.0,14.0,4.0
2026-05-28,PM,PHILIP MORRIS INTERNATIONAL INC.,Consumer Staples,Consumer Staples,-67.0,-67.0,0.0
2026-05-28,PNC,"THE PNC FINANCIAL SERVICES GROUP, INC.",Financials,Financials,-46.0,2.0,48.0
2026-05-28,PNR,PENTAIR PUBLIC LIMITED COMPANY,Industrials,Industrials,-33.0,-13.0,20.0
2026-05-28,PNW,PINNACLE WEST CAPITAL ,Utilities,Utilities,-11.0,70.0,81.0
2026-05-28,PODD,INSULET ,Health Care,Health Care,27.0,27.0,0.0
2026-05-28,POOL,POOL ,Consumer Discretionary,Consumer Discretionary,-30.0,47.0,77.0
2026-05-28,POWA,INVESCO BLOOMBERG PRICING POWER,,Sector & Style ETFs,-54.0,-20.0,34.0
2026-05-28,PPG,"PPG INDUSTRIES, INC.",Materials,Materials,-102.0,-39.0,63.0
2026-05-28,PPL,PPL ,Utilities,Utilities,11.0,6.0,-5.0
2026-05-28,PPLT,ABRDN:PHYSICAL PLATINUM,,Commodities,-32.0,-12.0,20.0
2026-05-28,PRU,"PRUDENTIAL FINANCIAL, INC.",Financials,Financials,-25.0,-30.0,-5.0
2026-05-28,PSA,PUBLIC STORAGE.,Real Estate,Real Estate,-75.0,-31.0,44.0
2026-05-28,PSKY,PARAMOUNT SKYDANCE ,Communication Services,Communication Services,-64.0,-31.0,33.0
2026-05-28,PSX,PHILLIPS 66,Energy,Energy,22.0,-11.0,-33.0
2026-05-28,PTC,PTC INC.,Information Technology,Information Technology,-46.0,3.0,49.0
2026-05-28,PWR,"QUANTA SERVICES, INC.",Industrials,Industrials,-30.0,-16.0,14.0
2026-05-28,PYPL,"PAYPAL HOLDINGS, INC.",Financials,Financials,-37.0,-42.0,-5.0
2026-05-28,Q,"QNITY ELECTRONICS, INC.",Information Technology,Information Technology,20.0,-8.0,-28.0
2026-05-28,QAT,ISHARES:MSCI QATAR,,Foreign,-46.0,-10.0,36.0
2026-05-28,QCOM,QUALCOMM INC.,Information Technology,Information Technology,-66.0,-60.0,6.0
2026-05-28,QQQ,INVESCO QQQ TRUST 1,,Sector & Style ETFs,-54.0,-26.0,28.0
2026-05-28,QUAL,ISHARES:MSCI USA QF,,Sector & Style ETFs,-61.0,-43.0,18.0
2026-05-28,RCL,ROYAL CARIBBEAN CRUISES LTD.,Consumer Discretionary,Consumer Discretionary,-100.0,-57.0,43.0
2026-05-28,REG,REGENCY CENTERS ,Real Estate,Real Estate,-23.0,-14.0,9.0
2026-05-28,REGN,"REGENERON PHARMACEUTICALS, INC.",Health Care,Health Care,-23.0,-3.0,20.0
2026-05-28,RF,REGIONS FINANCIAL ,Financials,Financials,-71.0,3.0,74.0
2026-05-28,RIG,TRANSOCEAN LTD,,MR Discretion,-29.0,-12.0,17.0
2026-05-28,RJF,"RAYMOND JAMES FINANCIAL, INC.",Financials,Financials,-76.0,-36.0,40.0
2026-05-28,RL,RALPH LAUREN ,Consumer Discretionary,Consumer Discretionary,-51.0,-33.0,18.0
2026-05-28,RMD,RESMED INC.,Health Care,Health Care,11.0,11.0,0.0
2026-05-28,ROK,"ROCKWELL AUTOMATION, INC.",Industrials,Industrials,-44.0,-17.0,27.0
2026-05-28,ROKU,"ROKU, INC.",,MR Discretion,-40.0,-20.0,20.0
2026-05-28,ROL,"ROLLINS, INC.",Industrials,Industrials,-13.0,11.0,24.0
2026-05-28,ROP,"ROPER TECHNOLOGIES, INC.",Information Technology,Information Technology,59.0,23.0,-36.0
2026-05-28,ROST,"ROSS STORES, INC.",Consumer Discretionary,Consumer Discretionary,57.0,20.0,-37.0
2026-05-28,RSG,"REPUBLIC SERVICES, INC.",Industrials,Industrials,-42.0,-30.0,12.0
2026-05-28,RSP,INVESCO S&P500 EWGHT,,Sector & Style ETFs,-63.0,-43.0,20.0
2026-05-28,RTX,RTX ,Industrials,Industrials,48.0,48.0,0.0
2026-05-28,RUT,RUSSELL 2000 INDEX,,Indices,-72.0,-41.0,31.0
2026-05-28,RVTY,"REVVITY, INC.",Health Care,Health Care,-120.0,-64.0,56.0
2026-05-28,SATS,ECHOSTAR CORPORATION,Communication Services,Communication Services,-11.0,52.0,63.0
2026-05-28,SBAC,SBA COMMUNICATIONS ,Real Estate,Real Estate,6.0,6.0,0.0
2026-05-28,SBLK,STAR BULK CARRIERS CORP.,,MR Discretion,-30.0,-33.0,-3.0
2026-05-28,SBUX,STARBUCKS ,Consumer Discretionary,Consumer Discretionary,-71.0,-9.0,62.0
2026-05-28,SCHP,SCHWAB STR:US TIPS,,Bonds,-2.0,37.0,39.0
2026-05-28,SCHW,THE CHARLES SCHWAB ,Financials,Financials,-47.0,-33.0,14.0
2026-05-28,SD,"SANDRIDGE ENERGY, INC.",,MR Discretion,6.0,39.0,33.0
2026-05-28,SDY,SPDR S&P DIVIDEND,,Sector & Style ETFs,-77.0,-10.0,67.0
2026-05-28,SHW,THE SHERWIN-WILLIAMS COMPANY,Materials,Materials,-19.0,29.0,48.0
2026-05-28,SHY,ISHARES:1-3 TRS BD ETF,Bonds,Bonds,-41.0,-5.0,36.0
2026-05-28,SILJ,ETFMG PRIME JR SILVR MNR,,Commodities,-12.0,-12.0,0.0
2026-05-28,SJM,THE J. M. SMUCKER COMPANY,Consumer Staples,Consumer Staples,-46.0,-37.0,9.0
2026-05-28,SLB,SCHLUMBERGER N.V.,Energy,Energy,66.0,69.0,3.0
2026-05-28,SLV,ISHARES:SILVER TRUST,,Commodities,-12.0,-12.0,0.0
2026-05-28,SM,SM ENERGY COMPANY,,MR Discretion,64.0,21.0,-43.0
2026-05-28,SMCI,"SUPER MICRO COMPUTER, INC.",Information Technology,Information Technology,-44.0,-46.0,-2.0
2026-05-28,SMH,VANECK:SEMICONDUCTOR,,Sector & Style ETFs,-39.0,-23.0,16.0
2026-05-28,SNA,SNAP-ON INC.,Industrials,Industrials,-29.0,7.0,36.0
2026-05-28,SNDK,SANDISK CORPORATION,Information Technology,Information Technology,45.0,50.0,5.0
2026-05-28,SNPS,"SYNOPSYS, INC.",Information Technology,Information Technology,28.0,-10.0,-38.0
2026-05-28,SO,THE SOUTHERN COMPANY,Utilities,Utilities,31.0,53.0,22.0
2026-05-28,SOLV,SOLVENTUM ,Health Care,Health Care,-83.0,-43.0,40.0
2026-05-28,SOYB,TEUCRIUM:SOYBEAN,,Commodities,-36.0,6.0,42.0
2026-05-28,SPG,"SIMON PROPERTY GROUP, INC.",Real Estate,Real Estate,-59.0,-31.0,28.0
2026-05-28,SPGI,S&P GLOBAL INC.,Financials,Financials,-14.0,-10.0,4.0
2026-05-28,SPHB,INVESCO S&P500 HI BE,,Sector & Style ETFs,-30.0,-14.0,16.0
2026-05-28,SPLV,INVESCO S&P500 LOWVL,,Sector & Style ETFs,-53.0,14.0,67.0
2026-05-28,SPX,S&P 500 INDEX,,Indices,-54.0,-51.0,3.0
2026-05-28,SPY,SPDR S&P 500 ETF,,Sector & Style ETFs,-63.0,-43.0,20.0
2026-05-28,SRE,SEMPRA,Utilities,Utilities,21.0,18.0,-3.0
2026-05-28,STE,STERIS PUBLIC LIMITED COMPANY,Health Care,Health Care,-114.0,-58.0,56.0
2026-05-28,STIP,ISHARES:0-5 TIPS BD ETF,Bonds,Bonds,43.0,40.0,-3.0
2026-05-28,STLA,STELLANTIS NV,,MR Discretion,-92.0,-63.0,29.0
2026-05-28,STLD,"STEEL DYNAMICS, INC.",Materials,Materials,-90.0,-17.0,73.0
2026-05-28,STNG,SCORPIO TANKERS INC.,,MR Discretion,-20.0,18.0,38.0
2026-05-28,STT,STATE STREET ,Financials,Financials,22.0,48.0,26.0
2026-05-28,STX,SEAGATE TECHNOLOGY HOLDINGS,Information Technology,Information Technology,10.0,17.0,7.0
2026-05-28,STZ,"CONSTELLATION BRANDS, INC.",Consumer Staples,Consumer Staples,-8.0,-34.0,-26.0
2026-05-28,SW,SMURFIT WESTROCK PUBLIC LIMITED COMPANY,Materials,Materials,-92.0,-28.0,64.0
2026-05-28,SWK,"STANLEY BLACK & DECKER, INC.",Industrials,Industrials,-73.0,-20.0,53.0
2026-05-28,SWKS,"SKYWORKS SOLUTIONS, INC.",Information Technology,Information Technology,-30.0,-30.0,0.0
2026-05-28,SYF,SYNCHRONY FINANCIAL,Financials,Financials,47.0,46.0,-1.0
2026-05-28,SYK,STRYKER ,Health Care,Health Care,-22.0,-22.0,0.0
2026-05-28,SYY,SYSCO ,Consumer Staples,Consumer Staples,12.0,-17.0,-29.0
2026-05-28,T,AT&T INC.,Communication Services,Communication Services,39.0,29.0,-10.0
2026-05-28,TAGS,TEUCRIUM:AGRICULTURAL,,Commodities,85.0,50.0,-35.0
2026-05-28,TAP,MOLSON COORS BEVERAGE COMPANY,Consumer Staples,Consumer Staples,-25.0,15.0,40.0
2026-05-28,TDG,TRANSDIGM GROUP INC.,Industrials,Industrials,-18.0,-40.0,-22.0
2026-05-28,TDW,TIDEWATER INC.,,MR Discretion,11.0,27.0,16.0
2026-05-28,TDY,TELEDYNE TECHNOLOGIES INC.,Information Technology,Information Technology,28.0,19.0,-9.0
2026-05-28,TECH,BIO-TECHNE ,Health Care,Health Care,-5.0,27.0,32.0
2026-05-28,TECK,TECK RESOURCES LIMITED,,MR Discretion,-135.0,-74.0,61.0
2026-05-28,TEL,TE CONNECTIVITY LTD,Information Technology,Information Technology,-39.0,5.0,44.0
2026-05-28,TER,"TERADYNE, INC.",Information Technology,Information Technology,5.0,19.0,14.0
2026-05-28,TFC,TRUIST FINANCIAL ,Financials,Financials,-27.0,47.0,74.0
2026-05-28,TGT,TARGET ,Consumer Staples,Consumer Staples,1.0,-9.0,-10.0
2026-05-28,THD,ISHARES:MSCI THAI,,Foreign,-72.0,-12.0,60.0
2026-05-28,TIP,ISHARES:TIPS BD ETF,Bonds,Bonds,32.0,50.0,18.0
2026-05-28,TJX,"THE TJX COMPANIES, INC.",Consumer Discretionary,Consumer Discretionary,-13.0,-1.0,12.0
2026-05-28,TKO,"TKO GROUP HOLDINGS, INC.",Communication Services,Communication Services,-27.0,-27.0,0.0
2026-05-28,TLT,ISHARES:20+ TRS BD ETF,Bonds,Bonds,-65.0,-3.0,62.0
2026-05-28,TMO,THERMO FISHER SCIENTIFIC INC.,Health Care,Health Care,-33.0,-20.0,13.0
2026-05-28,TMUS,"T-MOBILE US, INC.",Communication Services,Communication Services,10.0,12.0,2.0
2026-05-28,TNX,10 Y TSY YLD NDX,Yields,Yields,33.0,-18.0,-51.0
2026-05-28,TPL,TEXAS PACIFIC LAND ,Energy,Energy,-12.0,40.0,52.0
2026-05-28,TPR,"TAPESTRY, INC.",Consumer Discretionary,Consumer Discretionary,40.0,22.0,-18.0
2026-05-28,TRGP,TARGA RESOURCES CORP.,Energy,Energy,12.0,35.0,23.0
2026-05-28,TRMB,TRIMBLE INC.,Information Technology,Information Technology,10.0,0.0,-10.0
2026-05-28,TROW,"T. ROWE PRICE GROUP, INC.",Financials,Financials,-72.0,-32.0,40.0
2026-05-28,TRV,"THE TRAVELERS COMPANIES, INC.",Financials,Financials,-64.0,-6.0,58.0
2026-05-28,TS,TENARIS SA,,MR Discretion,12.0,6.0,-6.0
2026-05-28,TSCO,TRACTOR SUPPLY COMPANY,Consumer Discretionary,Consumer Discretionary,14.0,14.0,0.0
2026-05-28,TSLA,"TESLA, INC.",Consumer Discretionary,Consumer Discretionary,-49.0,-8.0,41.0
2026-05-28,TSN,"TYSON FOODS, INC.",Consumer Staples,Consumer Staples,-5.0,-8.0,-3.0
2026-05-28,TT,TRANE TECHNOLOGIES PLC,Industrials,Industrials,43.0,18.0,-25.0
2026-05-28,TTD,"THE TRADE DESK, INC.",Communication Services,Communication Services,27.0,-5.0,-32.0
2026-05-28,TTWO,"TAKE-TWO INTERACTIVE SOFTWARE, INC.",Communication Services,Communication Services,-19.0,-13.0,6.0
2026-05-28,TUR,ISHARES:MSCI TURKEY,,Foreign,48.0,55.0,7.0
2026-05-28,TXN,TEXAS INSTRUMENTS INC.,Information Technology,Information Technology,-66.0,-20.0,46.0
2026-05-28,TXT,TEXTRON INC.,Industrials,Industrials,-19.0,8.0,27.0
2026-05-28,TYL,"TYLER TECHNOLOGIES, INC.",Information Technology,Information Technology,17.0,-10.0,-27.0
2026-05-28,TYX,30 Y TSY YLD NDX,Yields,Yields,66.0,18.0,-48.0
2026-05-28,UAL,"UNITED AIRLINES HOLDINGS, INC.",Industrials,Industrials,-75.0,-43.0,32.0
2026-05-28,UBER,"UBER TECHNOLOGIES, INC.",Industrials,Industrials,-48.0,-53.0,-5.0
2026-05-28,UDR,"UDR, INC.",Real Estate,Real Estate,-90.0,-66.0,24.0
2026-05-28,UHS,"UNIVERSAL HEALTH SERVICES, INC.",Health Care,Health Care,0.0,-11.0,-11.0
2026-05-28,ULTA,"ULTA BEAUTY, INC.",Consumer Discretionary,Consumer Discretionary,12.0,12.0,0.0
2026-05-28,UNG,UNITED STATES NAT GAS,Energy Complex,Commodities,-6.0,-2.0,4.0
2026-05-28,UNH,UNITEDHEALTH GROUP INC.,Health Care,Health Care,12.0,6.0,-6.0
2026-05-28,UNP,UNION PACIFIC ,Industrials,Industrials,-73.0,-1.0,72.0
2026-05-28,UPS,"UNITED PARCEL SERVICE, INC.",Industrials,Industrials,-56.0,-9.0,47.0
2026-05-28,URA,GLBL X URANIUM ETF,,Commodities,-73.0,-36.0,37.0
2026-05-28,URI,"UNITED RENTALS, INC.",Industrials,Industrials,-47.0,-10.0,37.0
2026-05-28,URNM,SPROTT URANIUM MINERS,,MR Discretion,23.0,36.0,13.0
2026-05-28,USB,U.S. BANCORP,Financials,Financials,-20.0,36.0,56.0
2026-05-28,USO,UNITED STATES OIL FUND,Energy Complex,Commodities,16.0,-1.0,-17.0
2026-05-28,UUP,INVESCO DB USD IDX BL,,Currencies,-15.0,-10.0,5.0
2026-05-28,V,VISA INC.,Financials,Financials,25.0,5.0,-20.0
2026-05-28,VAL,VALARIS LIMITED,,MR Discretion,-3.0,14.0,17.0
2026-05-28,VEEV,VEEVA SYSTEMS INC.,Health Care,Health Care,-10.0,-14.0,-4.0
2026-05-28,VICI,VICI PROPERTIES INC.,Real Estate,Real Estate,-24.0,13.0,37.0
2026-05-28,VIX,CBOE MKT VOLATILITY IDX,,Volatility,-74.0,-49.0,25.0
2026-05-28,VLO,VALERO ENERGY ,Energy,Energy,38.0,28.0,-10.0
2026-05-28,VLTO,VERALTO ,Industrials,Industrials,26.0,-10.0,-36.0
2026-05-28,VMC,VULCAN MATERIALS COMPANY,Materials,Materials,-42.0,4.0,46.0
2026-05-28,VNM,VANECK:VIETNAM,,Foreign,-71.0,-7.0,64.0
2026-05-28,VRSK,"VERISK ANALYTICS, INC.",Industrials,Industrials,-58.0,-54.0,4.0
2026-05-28,VRSN,"VERISIGN, INC.",Information Technology,Information Technology,30.0,-6.0,-36.0
2026-05-28,VRT,VERTIV HOLDINGS CO,Industrials,Industrials,26.0,16.0,-10.0
2026-05-28,VRTX,VERTEX PHARMACEUTICALS INC.,Health Care,Health Care,3.0,1.0,-2.0
2026-05-28,VST,VISTRA CORP.,Utilities,Utilities,-14.0,-48.0,-34.0
2026-05-28,VTR,"VENTAS, INC.",Real Estate,Real Estate,-9.0,28.0,37.0
2026-05-28,VTRS,VIATRIS INC.,Health Care,Health Care,-87.0,-33.0,54.0
2026-05-28,VXN,CBOE NASDAQ MKT VOL NDX,,Volatility,-11.0,-1.0,10.0
2026-05-28,VZ,VERIZON COMMUNICATIONS INC.,Communication Services,Communication Services,-23.0,-3.0,20.0
2026-05-28,WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES ,Industrials,Industrials,-55.0,-8.0,47.0
2026-05-28,WAT,WATERS ,Health Care,Health Care,-97.0,-68.0,29.0
2026-05-28,WBD,"WARNER BROS. DISCOVERY, INC.",Communication Services,Communication Services,-29.0,18.0,47.0
2026-05-28,WDAY,"WORKDAY, INC.",Information Technology,Information Technology,6.0,-9.0,-15.0
2026-05-28,WDC,WESTERN DIGITAL ,Information Technology,Information Technology,56.0,71.0,15.0
2026-05-28,WEAT,TEUCRIUM:WHEAT,,Commodities,22.0,2.0,-20.0
2026-05-28,WEC,"WEC ENERGY GROUP, INC.",Utilities,Utilities,-7.0,44.0,51.0
2026-05-28,WELL,WELLTOWER INC.,Real Estate,Real Estate,-29.0,8.0,37.0
2026-05-28,WFC,WELLS FARGO & COMPANY,Financials,Financials,-31.0,-2.0,29.0
2026-05-28,WM,"WASTE MANAGEMENT, INC.",Industrials,Industrials,-24.0,12.0,36.0
2026-05-28,WMB,"THE WILLIAMS COMPANIES, INC.",Energy,Energy,-38.0,-8.0,30.0
2026-05-28,WMT,WALMART INC.,Consumer Staples,Consumer Staples,-93.0,0.0,93.0
2026-05-28,WRB,W. R. BERKLEY ,Financials,Financials,4.0,-16.0,-20.0
2026-05-28,WSM,"WILLIAMS-SONOMA, INC.",Consumer Discretionary,Consumer Discretionary,-57.0,-32.0,25.0
2026-05-28,WST,"WEST PHARMACEUTICAL SERVICES, INC.",Health Care,Health Care,-43.0,-20.0,23.0
2026-05-28,WTW,WILLIS TOWERS WATSON,Financials,Financials,-18.0,18.0,36.0
2026-05-28,WY,WEYERHAEUSER COMPANY,Real Estate,Real Estate,3.0,23.0,20.0
2026-05-28,WYNN,"WYNN RESORTS, LIMITED",Consumer Discretionary,Consumer Discretionary,-6.0,20.0,26.0
2026-05-28,XEL,XCEL ENERGY INC.,Utilities,Utilities,-22.0,22.0,44.0
2026-05-28,XES,SPDR S&P OIL&GAS E&S,,MR Discretion,-8.0,9.0,17.0
2026-05-28,XLB,SEL SECTOR:MATRLS SPDR,,Sector & Style ETFs,-44.0,25.0,69.0
2026-05-28,XLC,SEL SECTOR:COMM SVC SPDR,,Sector & Style ETFs,-54.0,-26.0,28.0
2026-05-28,XLE,SEL SECTOR:ENERGY SPDR,,Sector & Style ETFs,34.0,28.0,-6.0
2026-05-28,XLF,SEL SECTOR:FINL S SPDR,,Sector & Style ETFs,-41.0,-5.0,36.0
2026-05-28,XLI,SEL SECTOR:INDUST SPDR,,Sector & Style ETFs,-46.0,-10.0,36.0
2026-05-28,XLK,SEL SECTOR:TECH SPDR,,Sector & Style ETFs,-71.0,-17.0,54.0
2026-05-28,XLP,SEL SECTOR:C STP SPDR,,Sector & Style ETFs,5.0,14.0,9.0
2026-05-28,XLRE,SEL SECTOR:RL EST SPDR,,Sector & Style ETFs,-24.0,9.0,33.0
2026-05-28,XLU,SEL SECTOR:UTIL SPDR,,Sector & Style ETFs,5.0,58.0,53.0
2026-05-28,XLV,SEL SECTOR:H CARE SPDR,,Sector & Style ETFs,-84.0,-40.0,44.0
2026-05-28,XLY,SEL SECTOR:C DSC SPDR,,Sector & Style ETFs,-67.0,-19.0,48.0
2026-05-28,XOM,EXXON MOBIL ,Energy,Energy,49.0,41.0,-8.0
2026-05-28,XOP,SPDR S&P OIL&GAS EXP,,MR Discretion,57.0,20.0,-37.0
2026-05-28,XYL,XYLEM INC.,Industrials,Industrials,-22.0,-5.0,17.0
2026-05-28,XYZ,"BLOCK, INC.",Financials,Financials,-30.0,-40.0,-10.0
2026-05-28,YUM,"YUM! BRANDS, INC.",Consumer Discretionary,Consumer Discretionary,-84.0,-24.0,60.0
2026-05-28,ZBH,"ZIMMER BIOMET HOLDINGS, INC.",Health Care,Health Care,-78.0,-31.0,47.0
2026-05-28,ZBRA,ZEBRA TECHNOLOGIES ,Information Technology,Information Technology,-93.0,-68.0,25.0
2026-05-28,ZTS,ZOETIS INC.,Health Care,Health Care,7.0,-0.0,-7.0
