Date,Ticker,monthly_volume,monthly_volume_avg,monthly_volume_hi,monthly_volume_lo
2026-06-01,ROK,18.2,17.8,21.9,13.7
2026-07-01,ROK,15.7,17.8,21.9,13.7
2026-08-01,ROK,17.8,17.8,21.9,13.7
2026-09-01,ROK,7.9,17.8,21.9,13.7
2025-07-01,ROKU,67.4,70.7,98.9,42.4
2025-08-01,ROKU,89.7,70.7,98.9,42.4
2025-09-01,ROKU,70.2,70.7,98.9,42.4
2025-10-01,ROKU,76.6,70.7,98.9,42.4
2025-11-01,ROKU,54.7,70.7,98.9,42.4
2025-12-01,ROKU,64.8,70.7,98.9,42.4
2026-01-01,ROKU,58.3,70.7,98.9,42.4
2026-02-01,ROKU,91.7,70.7,98.9,42.4
2026-03-01,ROKU,63.2,70.7,98.9,42.4
2026-04-01,ROKU,53.8,70.7,98.9,42.4
2026-05-01,ROKU,48.8,70.7,98.9,42.4
2026-06-01,ROKU,160.5,70.7,98.9,42.4
2026-07-01,ROKU,63.0,70.7,98.9,42.4
2026-08-01,ROKU,50.6,70.7,98.9,42.4
2026-09-01,ROKU,28.0,70.7,98.9,42.4
2025-07-01,ROL,36.1,64.8,93.4,36.3
2025-08-01,ROL,29.2,64.8,93.4,36.3
2025-09-01,ROL,38.0,64.8,93.4,36.3
2025-10-01,ROL,42.4,64.8,93.4,36.3
2025-11-01,ROL,62.9,64.8,93.4,36.3
2025-12-01,ROL,53.9,64.8,93.4,36.3
2026-01-01,ROL,43.2,64.8,93.4,36.3
2026-02-01,ROL,79.0,64.8,93.4,36.3
2026-03-01,ROL,66.3,64.8,93.4,36.3
2026-04-01,ROL,57.7,64.8,93.4,36.3
2026-05-01,ROL,69.4,64.8,93.4,36.3
2026-06-01,ROL,105.9,64.8,93.4,36.3
2026-07-01,ROL,132.6,64.8,93.4,36.3
2026-08-01,ROL,97.0,64.8,93.4,36.3
2026-09-01,ROL,56.9,64.8,93.4,36.3
2025-07-01,ROP,14.1,22.6,30.4,14.9
2025-08-01,ROP,15.3,22.6,30.4,14.9
2025-09-01,ROP,18.4,22.6,30.4,14.9
2025-10-01,ROP,26.1,22.6,30.4,14.9
2025-11-01,ROP,17.4,22.6,30.4,14.9
2025-12-01,ROP,23.0,22.6,30.4,14.9
2026-01-01,ROP,31.6,22.6,30.4,14.9
2026-02-01,ROP,40.6,22.6,30.4,14.9
2026-03-01,ROP,31.0,22.6,30.4,14.9
2026-04-01,ROP,24.7,22.6,30.4,14.9
2026-05-01,ROP,22.5,22.6,30.4,14.9
2026-06-01,ROP,27.9,22.6,30.4,14.9
2026-07-01,ROP,19.7,22.6,30.4,14.9
2026-08-01,ROP,14.7,22.6,30.4,14.9
2026-09-01,ROP,7.1,22.6,30.4,14.9
2025-07-01,ROST,55.6,55.5,67.4,43.5
2025-08-01,ROST,69.2,55.5,67.4,43.5
2025-09-01,ROST,54.0,55.5,67.4,43.5
2025-10-01,ROST,46.7,55.5,67.4,43.5
2025-11-01,ROST,56.7,55.5,67.4,43.5
2025-12-01,ROST,57.2,55.5,67.4,43.5
2026-01-01,ROST,48.0,55.5,67.4,43.5
2026-02-01,ROST,45.6,55.5,67.4,43.5
2026-03-01,ROST,67.5,55.5,67.4,43.5
2026-04-01,ROST,42.3,55.5,67.4,43.5
2026-05-01,ROST,70.6,55.5,67.4,43.5
2026-06-01,ROST,74.6,55.5,67.4,43.5
2026-07-01,ROST,50.7,55.5,67.4,43.5
2026-08-01,ROST,57.9,55.5,67.4,43.5
2026-09-01,ROST,20.2,55.5,67.4,43.5
2025-07-01,RSG,32.6,30.4,35.1,25.6
2025-08-01,RSG,24.1,30.4,35.1,25.6
2025-09-01,RSG,24.8,30.4,35.1,25.6
2025-10-01,RSG,30.6,30.4,35.1,25.6
2025-11-01,RSG,30.6,30.4,35.1,25.6
2025-12-01,RSG,33.3,30.4,35.1,25.6
2026-01-01,RSG,29.0,30.4,35.1,25.6
2026-02-01,RSG,29.8,30.4,35.1,25.6
2026-03-01,RSG,28.2,30.4,35.1,25.6
2026-04-01,RSG,34.2,30.4,35.1,25.6
2026-05-01,RSG,39.9,30.4,35.1,25.6
2026-06-01,RSG,36.3,30.4,35.1,25.6
2026-07-01,RSG,29.3,30.4,35.1,25.6
2026-08-01,RSG,30.0,30.4,35.1,25.6
2026-09-01,RSG,17.6,30.4,35.1,25.6
2025-07-01,RSP,264.8,277.1,378.1,176.0
2025-08-01,RSP,245.8,277.1,378.1,176.0
2025-09-01,RSP,299.1,277.1,378.1,176.0
2025-10-01,RSP,350.8,277.1,378.1,176.0
2025-11-01,RSP,438.3,277.1,378.1,176.0
2025-12-01,RSP,283.2,277.1,378.1,176.0
2026-01-01,RSP,359.9,277.1,378.1,176.0
2026-02-01,RSP,443.2,277.1,378.1,176.0
2026-03-01,RSP,399.0,277.1,378.1,176.0
2026-04-01,RSP,184.7,277.1,378.1,176.0
2026-05-01,RSP,203.9,277.1,378.1,176.0
2026-06-01,RSP,225.3,277.1,378.1,176.0
2026-07-01,RSP,194.3,277.1,378.1,176.0
2026-08-01,RSP,126.9,277.1,378.1,176.0
2026-09-01,RSP,71.6,277.1,378.1,176.0
2025-07-01,RTX,105.0,104.2,125.1,83.4
2025-08-01,RTX,80.5,104.2,125.1,83.4
2025-09-01,RTX,91.3,104.2,125.1,83.4
2025-10-01,RTX,119.3,104.2,125.1,83.4
2025-11-01,RTX,77.8,104.2,125.1,83.4
2025-12-01,RTX,96.2,104.2,125.1,83.4
2026-01-01,RTX,123.7,104.2,125.1,83.4
2026-02-01,RTX,129.8,104.2,125.1,83.4
2026-03-01,RTX,131.7,104.2,125.1,83.4
2026-04-01,RTX,105.6,104.2,125.1,83.4
2026-05-01,RTX,115.7,104.2,125.1,83.4
2026-06-01,RTX,114.8,104.2,125.1,83.4
2026-07-01,RTX,112.2,104.2,125.1,83.4
2026-08-01,RTX,91.4,104.2,125.1,83.4
2026-09-01,RTX,39.4,104.2,125.1,83.4
2025-07-01,RVTY,32.2,28.5,32.5,24.5
2025-08-01,RVTY,23.5,28.5,32.5,24.5
2025-09-01,RVTY,27.3,28.5,32.5,24.5
2025-10-01,RVTY,30.3,28.5,32.5,24.5
2025-11-01,RVTY,33.8,28.5,32.5,24.5
2025-12-01,RVTY,24.9,28.5,32.5,24.5
2026-01-01,RVTY,29.5,28.5,32.5,24.5
2026-02-01,RVTY,27.8,28.5,32.5,24.5
2026-03-01,RVTY,24.5,28.5,32.5,24.5
2026-04-01,RVTY,21.3,28.5,32.5,24.5
2026-05-01,RVTY,34.3,28.5,32.5,24.5
2026-06-01,RVTY,32.5,28.5,32.5,24.5
2026-07-01,RVTY,29.2,28.5,32.5,24.5
2026-08-01,RVTY,32.3,28.5,32.5,24.5
2026-09-01,RVTY,23.0,28.5,32.5,24.5
2025-07-01,SBAC,15.4,21.0,27.2,14.9
2025-08-01,SBAC,20.2,21.0,27.2,14.9
2025-09-01,SBAC,32.1,21.0,27.2,14.9
2025-10-01,SBAC,25.0,21.0,27.2,14.9
2025-11-01,SBAC,17.7,21.0,27.2,14.9
2025-12-01,SBAC,16.1,21.0,27.2,14.9
2026-01-01,SBAC,15.7,21.0,27.2,14.9
2026-02-01,SBAC,20.1,21.0,27.2,14.9
2026-03-01,SBAC,21.4,21.0,27.2,14.9
2026-04-01,SBAC,35.7,21.0,27.2,14.9
2026-05-01,SBAC,15.7,21.0,27.2,14.9
2026-06-01,SBAC,21.7,21.0,27.2,14.9
2026-07-01,SBAC,22.9,21.0,27.2,14.9
2026-08-01,SBAC,19.9,21.0,27.2,14.9
2026-09-01,SBAC,10.2,21.0,27.2,14.9
2025-07-01,SBLK,30.8,26.9,33.2,20.5
2025-08-01,SBLK,21.4,26.9,33.2,20.5
2025-09-01,SBLK,24.3,26.9,33.2,20.5
2025-10-01,SBLK,19.2,26.9,33.2,20.5
2025-11-01,SBLK,19.4,26.9,33.2,20.5
2025-12-01,SBLK,30.4,26.9,33.2,20.5
2026-01-01,SBLK,28.2,26.9,33.2,20.5
2026-02-01,SBLK,30.2,26.9,33.2,20.5
2026-03-01,SBLK,42.6,26.9,33.2,20.5
2026-04-01,SBLK,18.2,26.9,33.2,20.5
2026-05-01,SBLK,28.9,26.9,33.2,20.5
2026-06-01,SBLK,27.4,26.9,33.2,20.5
2026-07-01,SBLK,26.7,26.9,33.2,20.5
2026-08-01,SBLK,32.1,26.9,33.2,20.5
2026-09-01,SBLK,19.8,26.9,33.2,20.5
2025-07-01,SBUX,226.9,179.3,218.0,140.6
2025-08-01,SBUX,180.6,179.3,218.0,140.6
2025-09-01,SBUX,194.3,179.3,218.0,140.6
2025-10-01,SBUX,225.8,179.3,218.0,140.6
2025-11-01,SBUX,199.2,179.3,218.0,140.6
2025-12-01,SBUX,195.1,179.3,218.0,140.6
2026-01-01,SBUX,238.5,179.3,218.0,140.6
2026-02-01,SBUX,145.3,179.3,218.0,140.6
2026-03-01,SBUX,189.6,179.3,218.0,140.6
2026-04-01,SBUX,155.1,179.3,218.0,140.6
2026-05-01,SBUX,147.0,179.3,218.0,140.6
2026-06-01,SBUX,171.7,179.3,218.0,140.6
2026-07-01,SBUX,169.3,179.3,218.0,140.6
2026-08-01,SBUX,129.5,179.3,218.0,140.6
2026-09-01,SBUX,65.3,179.3,218.0,140.6
2025-07-01,SCHP,62.6,83.9,104.6,63.2
2025-08-01,SCHP,58.4,83.9,104.6,63.2
2025-09-01,SCHP,64.8,83.9,104.6,63.2
2025-10-01,SCHP,83.9,83.9,104.6,63.2
2025-11-01,SCHP,58.2,83.9,104.6,63.2
2025-12-01,SCHP,95.1,83.9,104.6,63.2
2026-01-01,SCHP,118.7,83.9,104.6,63.2
2026-02-01,SCHP,71.3,83.9,104.6,63.2
2026-03-01,SCHP,102.2,83.9,104.6,63.2
2026-04-01,SCHP,86.6,83.9,104.6,63.2
2026-05-01,SCHP,72.9,83.9,104.6,63.2
2026-06-01,SCHP,97.5,83.9,104.6,63.2
2026-07-01,SCHP,84.4,83.9,104.6,63.2
2026-08-01,SCHP,126.8,83.9,104.6,63.2
2026-09-01,SCHP,63.9,83.9,104.6,63.2
2025-07-01,SCHW,193.1,198.5,240.1,156.9
2025-08-01,SCHW,166.6,198.5,240.1,156.9
2025-09-01,SCHW,216.3,198.5,240.1,156.9
2025-10-01,SCHW,200.3,198.5,240.1,156.9
2025-11-01,SCHW,157.3,198.5,240.1,156.9
2025-12-01,SCHW,193.2,198.5,240.1,156.9
2026-01-01,SCHW,185.5,198.5,240.1,156.9
2026-02-01,SCHW,270.7,198.5,240.1,156.9
2026-03-01,SCHW,188.3,198.5,240.1,156.9
2026-04-01,SCHW,254.5,198.5,240.1,156.9
2026-05-01,SCHW,222.1,198.5,240.1,156.9
2026-06-01,SCHW,257.3,198.5,240.1,156.9
2026-07-01,SCHW,191.1,198.5,240.1,156.9
2026-08-01,SCHW,155.8,198.5,240.1,156.9
2026-09-01,SCHW,78.7,198.5,240.1,156.9
2025-07-01,SD,5.9,6.9,8.4,5.4
2025-08-01,SD,6.7,6.9,8.4,5.4
2025-09-01,SD,5.9,6.9,8.4,5.4
2025-10-01,SD,6.1,6.9,8.4,5.4
2025-11-01,SD,7.5,6.9,8.4,5.4
2025-12-01,SD,7.2,6.9,8.4,5.4
2026-01-01,SD,6.2,6.9,8.4,5.4
2026-02-01,SD,6.0,6.9,8.4,5.4
2026-03-01,SD,11.4,6.9,8.4,5.4
2026-04-01,SD,7.5,6.9,8.4,5.4
2026-05-01,SD,7.7,6.9,8.4,5.4
2026-06-01,SD,7.3,6.9,8.4,5.4
2026-07-01,SD,6.1,6.9,8.4,5.4
2026-08-01,SD,7.0,6.9,8.4,5.4
2026-09-01,SD,3.5,6.9,8.4,5.4
2025-07-01,SDY,4.8,5.0,6.4,3.6
2025-08-01,SDY,4.2,5.0,6.4,3.6
2025-09-01,SDY,6.0,5.0,6.4,3.6
2025-10-01,SDY,5.2,5.0,6.4,3.6
2025-11-01,SDY,5.6,5.0,6.4,3.6
2025-12-01,SDY,5.6,5.0,6.4,3.6
2026-01-01,SDY,9.2,5.0,6.4,3.6
2026-02-01,SDY,3.9,5.0,6.4,3.6
2026-03-01,SDY,5.0,5.0,6.4,3.6
2026-04-01,SDY,4.4,5.0,6.4,3.6
2026-05-01,SDY,4.3,5.0,6.4,3.6
2026-06-01,SDY,5.3,5.0,6.4,3.6
2026-07-01,SDY,4.3,5.0,6.4,3.6
2026-08-01,SDY,4.4,5.0,6.4,3.6
2026-09-01,SDY,1.7,5.0,6.4,3.6
2025-07-01,SHW,39.0,40.3,48.7,31.8
2025-08-01,SHW,41.7,40.3,48.7,31.8
2025-09-01,SHW,38.4,40.3,48.7,31.8
2025-10-01,SHW,50.9,40.3,48.7,31.8
2025-11-01,SHW,37.8,40.3,48.7,31.8
2025-12-01,SHW,35.2,40.3,48.7,31.8
2026-01-01,SHW,37.7,40.3,48.7,31.8
2026-02-01,SHW,34.6,40.3,48.7,31.8
2026-03-01,SHW,39.1,40.3,48.7,31.8
2026-04-01,SHW,34.9,40.3,48.7,31.8
2026-05-01,SHW,43.8,40.3,48.7,31.8
2026-06-01,SHW,60.4,40.3,48.7,31.8
2026-07-01,SHW,46.5,40.3,48.7,31.8
2026-08-01,SHW,35.5,40.3,48.7,31.8
2026-09-01,SHW,16.5,40.3,48.7,31.8
2025-07-01,SHY,73.3,83.5,105.2,61.7
2025-08-01,SHY,79.2,83.5,105.2,61.7
2025-09-01,SHY,71.5,83.5,105.2,61.7
2025-10-01,SHY,99.4,83.5,105.2,61.7
2025-11-01,SHY,87.0,83.5,105.2,61.7
2025-12-01,SHY,79.4,83.5,105.2,61.7
2026-01-01,SHY,85.7,83.5,105.2,61.7
2026-02-01,SHY,85.6,83.5,105.2,61.7
2026-03-01,SHY,152.7,83.5,105.2,61.7
2026-04-01,SHY,83.7,83.5,105.2,61.7
2026-05-01,SHY,62.6,83.5,105.2,61.7
2026-06-01,SHY,75.3,83.5,105.2,61.7
2026-07-01,SHY,72.1,83.5,105.2,61.7
2026-08-01,SHY,74.7,83.5,105.2,61.7
2026-09-01,SHY,52.4,83.5,105.2,61.7
2025-07-01,SILJ,154.1,145.9,207.7,84.2
